side,margin,qty_exact,fee_exact,entry_exact,entry_bar,exit_bar,entry_dt,exit_dt,entry_price,exit_price,pnl_pct,pnl,reason_code,bars_held,mfe_pct,mae_pct,gk_pctile,regime_code,funding,funding_low,funding_high,net,cluster
S,200.0,1.3442531497531616,4.0,2975.63,7438,7447,2025-07-15 10:00:00,2025-07-15 19:00:00,2975.63,2973.1,0.085,-0.6,BE,9,1.5,-0.629,26.3,UP,0.4000967862267823,0.4000967862267823,0.4000967862267823,-0.19990321377321768,34
S,200.0,1.0963589917882712,4.0,3648.44,7618,7626,2025-07-22 22:00:00,2025-07-23 06:00:00,3648.44,3705.11,-1.553,-66.13,MH,8,0.615,-2.784,28.3,UP,0.40760296914407257,0.40760296914407257,0.40760296914407257,-65.72239703085592,35
S,200.0,1.093631238482696,4.0,3657.54,7638,7642,2025-07-23 18:00:00,2025-07-23 22:00:00,3657.54,3586.65,1.938,73.53,TP,4,2.12,-0.615,15.2,UP,0.0,0.0,0.0,73.53,35
S,200.0,1.1067701127798746,4.0,3614.12,7679,7687,2025-07-25 11:00:00,2025-07-25 19:00:00,3614.12,3718.2,-2.88,-119.19,MH,8,1.217,-3.661,9.1,UP,0.4019420623864178,0.4019420623864178,0.4019420623864178,-118.78805793761359,36
L,200.0,1.045005786719544,4.0,3827.73,7779,7783,2025-07-29 15:00:00,2025-07-29 19:00:00,3827.73,3828.72,0.026,-2.97,MFE,4,1.507,-0.124,15.2,MILD_UP,-0.4050996282391914,-0.4050996282391914,-0.4050996282391914,-3.3750996282391914,37
S,200.0,1.0647897971841633,4.0,3756.61,7808,7816,2025-07-30 20:00:00,2025-07-31 04:00:00,3756.61,3758.7,-0.056,-6.23,TP,8,2.306,-1.979,30.3,MILD_UP,0.062241972416620314,0.062241972416620314,0.062241972416620314,-6.16775802758338,38
S,200.0,1.107493299665537,4.0,3611.76,7948,7960,2025-08-05 16:00:00,2025-08-06 04:00:00,3611.76,3570.18,1.151,42.05,MHx,12,1.572,-2.23,30.3,DOWN,0.054159480764570174,0.054159480764570174,0.178799135669658,42.104159480764565,39
L,200.0,1.0997500817939123,4.0,3637.19,7970,7976,2025-08-06 14:00:00,2025-08-06 20:00:00,3637.19,3618.16,-0.523,-24.93,MH,6,0.297,-0.803,13.1,DOWN,-0.3281091172031156,-0.3281091172031156,-0.3281091172031156,-25.258109117203116,39
S,200.0,0.8496555708729574,4.0,4707.79,8167,8169,2025-08-14 19:00:00,2025-08-14 21:00:00,4707.79,4568.49,2.959,114.36,TP,2,4.499,-0.62,19.2,UP,0.0,0.0,0.0,114.36,40
S,200.0,0.890521511660266,4.0,4491.75,8195,8196,2025-08-15 23:00:00,2025-08-16 00:00:00,4491.75,4428.72,1.403,52.13,TP,1,2.209,-0.151,6.1,UP,0.255332073350977,0.0,0.255332073350977,52.38533207335098,41
L,200.0,0.9195571412807592,4.0,4349.92,8646,8654,2025-09-03 18:00:00,2025-09-04 02:00:00,4349.92,4469.84,2.757,106.27,MHx,8,3.183,-0.238,9.1,DOWN,-0.13067246091691267,-0.13067246091691267,-0.13067246091691267,106.13932753908308,42
L,200.0,0.9060022650056625,4.0,4415.0,8692,8698,2025-09-05 16:00:00,2025-09-05 22:00:00,4415.0,4441.23,0.594,19.76,MFE,6,1.8,-1.008,23.2,DOWN,0.0,0.0,0.1382511639840413,19.76,43
L,200.0,0.9237853954147911,4.0,4330.01,8813,8819,2025-09-10 17:00:00,2025-09-10 23:00:00,4330.01,4399.42,1.603,60.12,MFE,6,2.853,-0.564,21.2,DOWN,0.0,0.0,0.0,60.12,44
L,200.0,0.8985977382294928,4.0,4451.38,8851,8854,2025-09-12 07:00:00,2025-09-12 10:00:00,4451.38,4496.57,1.015,36.61,MFE,3,1.959,-0.068,0.0,SIDE,-0.1945617401182044,-0.1945617401182044,-0.1945617401182044,36.415438259881796,45
S,200.0,0.8945564006628663,4.0,4471.49,8962,8972,2025-09-16 22:00:00,2025-09-17 08:00:00,4471.49,4499.41,-0.624,-28.98,MH,10,1.129,-1.156,29.3,MILD_UP,0.17874198218181275,0.08137504062404254,0.17874198218181275,-28.80125801781819,46
L,200.0,0.9204183301310445,4.0,4345.85,9332,9340,2025-10-02 08:00:00,2025-10-02 16:00:00,4345.85,4373.65,0.64,21.59,MFE,8,1.759,-0.362,12.1,DOWN,-0.12209622840042907,-0.18157910259074855,0.0,21.46790377159957,47
S,200.0,0.8569934954193699,4.0,4667.48,9459,9468,2025-10-07 15:00:00,2025-10-08 00:00:00,4667.48,4510.3,3.368,130.7,TP,9,4.168,-1.854,20.2,UP,0.7873407830649517,0.40080128891821715,0.7873407830649517,131.48734078306495,48
S,200.0,0.9005297366175653,4.0,4441.83,9480,9488,2025-10-08 12:00:00,2025-10-08 20:00:00,4441.83,4485.21,-0.977,-43.06,MH,8,0.746,-1.422,27.3,UP,0.24256669922081664,0.24256669922081664,0.24256669922081664,-42.817433300779186,48
S,200.0,0.9350797506142305,4.0,4277.71,9539,9540,2025-10-10 23:00:00,2025-10-11 00:00:00,4277.71,4100.48,4.143,161.72,TP,1,4.915,-0.086,15.2,MILD_UP,-0.197350176239156,-0.197350176239156,0.0,161.52264982376084,49
S,200.0,0.9831536620016026,4.0,4068.54,9626,9627,2025-10-14 14:00:00,2025-10-14 15:00:00,4068.54,4001.62,1.645,61.79,TP,1,2.56,-0.535,29.3,DOWN,0.0,0.0,0.0,61.79,50
S,200.0,1.0474631751227497,4.0,3818.75,9699,9701,2025-10-17 15:00:00,2025-10-17 17:00:00,3818.75,3707.37,2.917,112.67,TP,2,3.037,-0.116,5.1,DOWN,0.22144457772611142,0.22144457772611142,0.22144457772611142,112.89144457772612,51
L,200.0,1.028335792769771,4.0,3889.78,9843,9849,2025-10-23 15:00:00,2025-10-23 21:00:00,3889.78,3851.59,-0.982,-43.27,MH,6,0.403,-1.408,0.0,SIDE,-0.16649404600531195,-0.16649404600531195,-0.16649404600531195,-43.436494046005315,52
S,200.0,0.9770347970942985,4.0,4094.02,9959,9969,2025-10-28 11:00:00,2025-10-28 21:00:00,4094.02,4120.0,-0.635,-29.38,MH,10,0.726,-0.988,23.2,MILD_UP,0.18557764336167237,0.18557764336167237,0.18557764336167237,-29.194422356638327,53
L,200.0,0.962213861652891,4.0,4157.08,9970,9975,2025-10-28 22:00:00,2025-10-29 03:00:00,4157.08,4113.19,-1.056,-46.23,MH,5,0.409,-2.191,22.2,MILD_UP,-0.07077322158823021,-0.07077322158823021,-0.07077322158823021,-46.30077322158823,53
S,200.0,1.0125992663718315,4.0,3950.23,9996,9999,2025-10-30 00:00:00,2025-10-30 03:00:00,3950.23,3915.29,0.885,31.38,TP,3,2.892,-1.693,14.1,MILD_UP,0.0,0.0,0.15660000000000002,31.38,54
L,200.0,1.033017832470333,4.0,3872.15,10040,10046,2025-10-31 20:00:00,2025-11-01 02:00:00,3872.15,3826.68,-1.174,-50.97,MH,6,0.384,-1.795,22.2,SIDE,0.05114630166810232,0.05114630166810232,0.05114630166810232,-50.918853698331894,55
S,200.0,1.2121799844840961,4.0,3299.84,10206,10208,2025-11-07 18:00:00,2025-11-07 20:00:00,3299.84,3258.62,1.249,45.97,TP,2,2.297,-0.278,23.2,DOWN,0.0,0.0,0.0,45.97,56
