side,margin,qty_exact,fee_exact,entry_exact,entry_bar,exit_bar,entry_dt,exit_dt,entry_price,exit_price,pnl_pct,pnl,reason_code,bars_held,mfe_pct,mae_pct,gk_pctile,regime_code,funding,funding_low,funding_high,net,cluster
S,200.0,2.52641684614753,4.0,1583.27,15845,15849,2026-06-30 17:00:00,2026-06-30 21:00:00,1583.27,1551.81,1.987,75.48,TP,4,2.101,-0.202,16.2,DOWN,0.0,0.0,0.0,75.48,87
L,200.0,2.4351192904062384,4.0,1642.63,15894,15898,2026-07-02 18:00:00,2026-07-02 22:00:00,1642.63,1710.16,4.111,160.44,TP,4,4.338,-0.12,4.0,DOWN,0.0,0.0,0.0,160.44,88
L,200.0,2.33709020583922,4.0,1711.53,15910,15917,2026-07-03 10:00:00,2026-07-03 17:00:00,1711.53,1719.1,0.442,13.69,MFE,7,1.508,-0.948,3.0,DOWN,-0.40127838834259405,-0.40127838834259405,-0.40127838834259405,13.288721611657406,88
S,200.0,2.3136365739669613,4.0,1728.88,16043,16051,2026-07-08 23:00:00,2026-07-09 07:00:00,1728.88,1740.5,-0.672,-30.88,MH,8,0.95,-0.979,33.3,UP,0.18078535107253277,0.18078535107253277,0.18078535107253277,-30.699214648927466,89
L,200.0,2.126426699413638,4.0,1881.09,16195,16203,2026-07-15 07:00:00,2026-07-15 15:00:00,1881.09,1874.82,-0.333,-17.33,BE,8,0.607,-0.945,1.0,MILD_UP,-0.15415081383665855,-0.15415081383665855,-0.15415081383665855,-17.484150813836656,90
S,200.0,2.094339523851909,4.0,1909.91,16228,16233,2026-07-16 16:00:00,2026-07-16 21:00:00,1909.91,1871.73,1.999,75.96,TP,5,2.271,-0.119,12.1,MILD_UP,0.0,0.0,0.24316733515500374,75.96,91
S,200.0,2.1939326791757394,4.0,1823.21,16250,16260,2026-07-17 14:00:00,2026-07-18 00:00:00,1823.21,1830.2,-0.383,-19.34,MH,10,1.138,-1.066,33.3,MILD_UP,0.28945020661361004,0.191395711519792,0.28945020661361004,-19.05054979338639,91
S,200.0,2.0871489024205707,4.0,1916.49,16371,16381,2026-07-22 15:00:00,2026-07-23 01:00:00,1916.49,1949.0,-1.696,-71.85,MH,10,0.374,-2.205,26.3,MILD_UP,0.3187077370410133,0.3187077370410133,0.3187077370410133,-71.53129226295898,92
L,200.0,2.1108179419525066,4.0,1895.0,16420,16427,2026-07-24 16:00:00,2026-07-24 23:00:00,1895.0,1861.92,-1.746,-73.83,MH,7,0.0,-2.577,19.2,MILD_UP,0.0,-0.07103999999999999,0.0,-73.83,93
S,200.0,2.1151375103773935,4.0,1891.13,16548,16558,2026-07-30 00:00:00,2026-07-30 10:00:00,1891.13,1916.28,-1.33,-57.2,MH,10,1.104,-2.32,13.1,MILD_UP,0.15568234944516052,0.15568234944516052,0.24141725196867123,-57.044317650554845,94
L,200.0,1.7495210686074687,4.0,2286.34,17071,17072,2026-08-20 19:00:00,2026-08-20 20:00:00,2286.34,2295.6,0.405,12.2,MFE,1,1.419,-0.215,2.0,MILD_UP,0.0,0.0,0.0,12.2,95
S,200.0,1.6425418334873216,4.0,2435.25,17201,17209,2026-08-26 05:00:00,2026-08-26 13:00:00,2435.25,2455.77,-0.843,-37.7,MH,8,0.926,-1.509,27.3,UP,0.1260941206036341,0.1260941206036341,0.1260941206036341,-37.57390587939637,96
L,200.0,1.5954052329291641,4.0,2507.2,17490,17495,2026-09-07 06:00:00,2026-09-07 11:00:00,2507.2,2510.81,0.144,1.76,MFE,5,1.149,-0.863,23.2,SIDE,-0.2708064132272221,-0.2708064132272221,-0.2708064132272221,1.489193586772778,97
