repeat,net,delta,wr,mdd,n
31,5558.607578675337,-2368.0934749330954,62.4390243902439,332.0608168282197,205
32,4818.837168421764,-3107.863885186669,61.49732620320856,388.45852207544704,187
33,3859.5871743007197,-4067.113879307713,56.75675675675676,461.9019105846021,185
34,5401.16368868723,-2525.5373649212024,62.311557788944725,360.83274070348807,199
35,4387.314011145352,-3539.3870424630804,61.61616161616161,484.5324698302977,198
36,3414.211469048869,-4512.489584559564,58.42105263157895,424.204614775806,190
37,5534.476132269251,-2392.2249213391815,59.905660377358494,367.68435531702835,212
38,4193.358627191453,-3733.34242641698,58.76288659793815,337.8299430897926,194
39,5081.364014119157,-2845.3370394892754,60.97560975609756,352.2303022798658,205
40,4230.222242702907,-3696.4788109055253,59.70149253731343,357.03746995767165,201
41,5530.362440618773,-2396.33861298966,61.42131979695431,369.3157308113023,197
42,4562.637602031248,-3364.0634515771844,59.5,418.45191654636346,200
43,3053.413168326222,-4873.2878852822105,58.152173913043484,364.14952773999437,184
44,4041.727868027068,-3884.9731855813648,60.752688172043015,545.8457556012188,186
45,5689.55809399048,-2237.1429596179523,63.0,339.525286297584,200
46,4604.070042246231,-3322.631011362201,61.386138613861384,361.53536914827055,202
47,6517.29396961612,-1409.4070839923124,62.37623762376238,353.04612446248757,202
48,5079.478660085655,-2847.2223935227776,61.274509803921575,366.357805492175,204
49,4919.688139360817,-3007.0129142476153,63.49206349206349,372.057270622191,189
50,4041.9830165730114,-3884.7180370354213,57.948717948717956,418.86001590155274,195
51,4747.540595597698,-3179.160458010735,62.69430051813472,392.2812380603982,193
52,5955.788898258459,-1970.9121553499735,63.926940639269404,313.16198911106403,219
53,4659.413372221493,-3267.2876813869398,58.37563451776649,321.6057465019321,197
54,4663.838408126779,-3262.862645481654,58.048780487804876,344.2124330747579,205
55,4307.639647754718,-3619.061405853715,56.99999999999999,332.5051453133053,200
56,4006.1477455115846,-3920.553308096848,61.92893401015228,442.98625043908237,197
57,3585.847958584702,-4340.853095023731,56.00000000000001,389.29083348259144,200
58,5312.778187592843,-2613.9228660155895,62.371134020618555,400.70299356630767,194
59,5324.749903508658,-2601.951150099775,60.73298429319372,324.79783388991996,191
60,4236.4121006384,-3690.2889529700324,60.1063829787234,367.7102182892984,188
61,4056.174334038819,-3870.5267195696138,56.63265306122449,410.14237779936184,196
62,5066.54090290944,-2860.1601506989928,61.80904522613066,361.53536914827146,199
63,4503.818980929246,-3422.8820726791864,59.78835978835979,366.09726104018523,189
64,4078.012177110608,-3848.688876497825,61.73469387755102,355.4032055112906,196
65,4990.891172481971,-2935.8098811264617,59.0,351.1924905955293,200
66,4662.218427403723,-3264.48262620471,59.895833333333336,366.0777928931793,192
67,3954.1546873806683,-3972.5463662277643,57.59162303664922,396.96611366672687,191
68,5391.564991508812,-2535.13606209962,60.30927835051546,339.8469348394592,194
69,5998.05754991346,-1928.6435036949724,64.43298969072166,349.67118840203045,194
70,5638.358942616128,-2288.3421109923047,63.942307692307686,347.53054384377174,208
71,5694.046417051482,-2232.65463655695,62.441314553990615,338.03790593381154,213
72,4462.579264408569,-3464.121789199864,58.201058201058196,305.69889304733647,189
73,4551.862838582846,-3374.8382150255866,57.8125,484.5324698302977,192
74,5308.387324636678,-2618.3137289717542,58.91089108910891,287.71849830072324,202
75,4953.4558193384,-2973.2452342700326,60.0,376.00981250682685,195
76,3763.9034841165394,-4162.797569491893,56.18556701030928,341.0266325928135,194
77,5407.141250889784,-2519.559802718649,60.396039603960396,375.2986599139797,202
78,4461.567299717605,-3465.1337538908274,58.415841584158414,435.32761794227906,202
79,4862.21221176385,-3064.4888418445826,59.4059405940594,421.1194035385929,202
80,4565.150282380376,-3361.550771228057,59.798994974874375,358.6504272067848,199
81,5321.535303033299,-2605.1657505751336,63.33333333333333,433.5730809584752,210
82,5212.666236999854,-2714.0348166085787,61.92893401015228,411.874216071742,197
83,5465.425771606336,-2461.275282002097,61.73469387755102,256.1602782948862,196
84,4354.865150450365,-3571.8359031580676,60.215053763440864,347.91387546921624,186
85,4703.275734332569,-3223.4253192758633,61.37566137566137,353.5104938893055,189
86,5112.54363894823,-2814.1574146602024,63.1578947368421,414.493645163634,190
87,5603.485698320872,-2323.2153552875607,61.46341463414634,343.67108701807274,205
88,5210.263876337253,-2716.4371772711793,61.69154228855721,315.9537145970062,201
89,4489.923390975607,-3436.777662632826,59.2964824120603,373.7180173590664,199
90,4430.001317164843,-3496.6997364435892,60.0,358.6504272067848,190
91,4978.138130077256,-2948.5629235311762,61.458333333333336,393.2063587732132,192
92,4808.89367823814,-3117.807375370293,60.9375,351.57909744626875,192
93,5774.400680484224,-2152.300373124209,62.69430051813472,243.85818190661735,193
94,4682.194032731473,-3244.5070208769594,61.13989637305699,432.7669088061655,193
95,5258.486006924376,-2668.2150466840567,61.386138613861384,355.84932762972585,202
96,4552.148986392917,-3374.5520672155153,62.121212121212125,292.8920065639313,198
97,4175.453769225464,-3751.2472843829682,58.63874345549738,470.3195505544352,191
98,5088.452923033134,-2838.248130575299,60.66350710900474,269.23126219064807,211
99,5486.945180995348,-2439.7558726130846,61.386138613861384,375.80662721166595,202
