side,margin,qty_exact,fee_exact,entry_exact,entry_bar,exit_bar,entry_dt,exit_dt,entry_price,exit_price,pnl_pct,pnl,reason_code,bars_held,mfe_pct,mae_pct,gk_pctile,regime_code,funding,funding_low,funding_high,net,cluster
L,200.0,1.402952513564797,4.0,2851.13,11190,11194,2025-12-18 18:00:00,2025-12-18 22:00:00,2851.13,2962.87,3.919,152.77,TP,4,4.508,-0.11,1.0,DOWN,0.0,0.0,0.0,152.77,43
L,200.0,1.3541190609184313,4.0,2953.95,11214,11220,2025-12-19 18:00:00,2025-12-20 00:00:00,2953.95,2963.48,0.323,8.9,MFE,6,2.168,-0.422,20.2,DOWN,-0.36903346924344366,-0.36903346924344366,0.0,8.530966530756556,43
L,200.0,1.9455158292031651,4.0,2056.01,13157,13165,2026-03-10 17:00:00,2026-03-11 01:00:00,2056.01,2079.56,1.145,41.82,MHx,8,1.556,-2.346,16.2,SIDE,-0.10804435502792924,-0.10804435502792924,-0.10804435502792924,41.71195564497207,44
L,200.0,1.9404194216579915,4.0,2061.41,13637,13640,2026-03-30 17:00:00,2026-03-30 20:00:00,2061.41,2070.4,0.436,13.44,MFE,3,1.241,-0.728,23.2,DOWN,0.0,0.0,0.0,13.44,45
L,200.0,1.6862411156171222,4.0,2372.14,13995,14003,2026-04-14 15:00:00,2026-04-14 23:00:00,2372.14,2352.08,-0.846,-37.83,MFE,8,1.866,-0.849,3.0,MILD_UP,-0.40081445445884306,-0.40081445445884306,-0.40081445445884306,-38.230814454458844,46
L,200.0,1.6879916275615274,4.0,2369.68,14183,14187,2026-04-22 11:00:00,2026-04-22 15:00:00,2369.68,2392.4,0.959,34.35,MFE,4,1.885,-0.525,8.1,MILD_UP,0.0,0.0,0.0,34.35,47
L,200.0,1.679994624017203,4.0,2380.96,14496,14502,2026-05-05 12:00:00,2026-05-05 18:00:00,2380.96,2368.61,-0.519,-24.75,MH,6,0.378,-0.664,8.1,SIDE,0.09633277689351354,0.09633277689351354,0.09633277689351354,-24.653667223106485,48
L,200.0,2.4106405674647897,4.0,1659.31,15389,15395,2026-06-11 17:00:00,2026-06-11 23:00:00,1659.31,1642.25,-1.028,-45.13,MH,6,0.861,-1.284,12.1,DOWN,0.0,0.0,0.0,-45.13,49
L,200.0,2.126426699413638,4.0,1881.09,16195,16203,2026-07-15 07:00:00,2026-07-15 15:00:00,1881.09,1874.82,-0.333,-17.33,BE,8,0.607,-0.945,1.0,MILD_UP,-0.15415081383665855,-0.15415081383665855,-0.15415081383665855,-17.484150813836656,50
L,200.0,2.0860495436766624,4.0,1917.5,16567,16574,2026-07-30 19:00:00,2026-07-31 02:00:00,1917.5,1919.89,0.125,0.99,BE,7,0.992,-0.282,8.1,SIDE,-0.07962146158179921,-0.07962146158179921,-0.07962146158179921,0.9103785384182008,51
L,200.0,1.7495210686074687,4.0,2286.34,17071,17072,2026-08-20 19:00:00,2026-08-20 20:00:00,2286.34,2295.6,0.405,12.2,MFE,1,1.419,-0.215,2.0,MILD_UP,0.0,0.0,0.0,12.2,52
L,200.0,1.6958422188399591,4.0,2358.71,17086,17092,2026-08-21 10:00:00,2026-08-21 16:00:00,2358.71,2371.51,0.543,17.71,MFE,6,1.689,-0.957,21.2,MILD_UP,-0.40211992108737404,-0.40211992108737404,0.0,17.30788007891263,52
