side,margin_c,qty_exact_c,fee_exact_c,entry_exact_c,entry_bar_c,exit_bar_c,entry_dt,exit_dt_c,entry_price_c,exit_price_c,pnl_pct_c,pnl_c,reason_code_c,bars_held_c,mfe_pct_c,mae_pct_c,gk_pctile_c,regime_code_c,funding_c,funding_low_c,funding_high_c,net_c,margin_b,qty_exact_b,fee_exact_b,entry_exact_b,entry_bar_b,exit_bar_b,exit_dt_b,entry_price_b,exit_price_b,pnl_pct_b,pnl_b,reason_code_b,bars_held_b,mfe_pct_b,mae_pct_b,gk_pctile_b,regime_code_b,funding_b,funding_low_b,funding_high_b,net_b,_merge
L,200.0,1.1567480342513095,4.0,3457.97,1927.0,1935.0,2024-11-27 19:00:00,2024-11-28 03:00:00,3457.97,3587.98,3.76,146.39,TP,8.0,4.001,-0.595,24.2,MILD_UP,-0.6457629247217299,-0.6457629247217299,-0.6457629247217299,145.74423707527825,200.0,1.1567480342513095,4.0,3457.97,1927.0,1935.0,2024-11-28 03:00:00,3457.97,3587.98,3.76,146.39,TP,8.0,4.001,-0.595,24.2,MILD_UP,-0.6457629247217299,-0.6457629247217299,-0.6457629247217299,145.74423707527825,both
L,200.0,1.1002855240935023,4.0,3635.42,2083.0,2087.0,2024-12-04 07:00:00,2024-12-04 11:00:00,3635.42,3651.03,0.429,13.18,MFE,4.0,2.101,-0.592,11.1,MILD_UP,-0.7454401470886075,-0.7454401470886075,-0.7454401470886075,12.434559852911391,200.0,1.1002855240935023,4.0,3635.42,2083.0,2087.0,2024-12-04 11:00:00,3635.42,3651.03,0.429,13.18,MFE,4.0,2.101,-0.592,11.1,MILD_UP,-0.7454401470886075,-0.7454401470886075,-0.7454401470886075,12.434559852911391,both
L,200.0,1.0727513121089487,4.0,3728.73,2094.0,2098.0,2024-12-04 18:00:00,2024-12-04 22:00:00,3728.73,3710.68,-0.484,-23.36,ACX,4.0,0.679,-1.026,1.0,MILD_UP,0.0,0.0,0.0,-23.36,200.0,1.0727513121089487,4.0,3728.73,2094.0,2100.0,2024-12-05 00:00:00,3728.73,3824.39,2.565,98.62,MFE,6.0,3.472,-1.026,1.0,MILD_UP,-0.8140225663619525,-0.8140225663619525,0.0,97.80597743363805,both
L,200.0,1.0192796750536395,4.0,3924.34,2118.0,2125.0,2024-12-05 18:00:00,2024-12-06 01:00:00,3924.34,3904.55,-0.504,-24.17,MH,7.0,0.909,-1.579,22.2,MILD_UP,-1.2362945188235475,-1.2362945188235475,-1.2362945188235475,-25.40629451882355,200.0,1.0192796750536395,4.0,3924.34,2118.0,2125.0,2024-12-06 01:00:00,3924.34,3904.55,-0.504,-24.17,MH,7.0,0.909,-1.579,22.2,MILD_UP,-1.2362945188235475,-1.2362945188235475,-1.2362945188235475,-25.40629451882355,both
L,200.0,1.0885064602858416,4.0,3674.76,2259.0,2268.0,2024-12-11 15:00:00,2024-12-12 00:00:00,3674.76,3786.75,3.048,117.9,TP,9.0,3.952,-0.668,24.2,MILD_UP,-0.8096778589872535,-0.8096778589872535,-0.39754106390621424,117.09032214101275,200.0,1.0885064602858416,4.0,3674.76,2259.0,2268.0,2024-12-12 00:00:00,3674.76,3786.75,3.048,117.9,TP,9.0,3.952,-0.668,24.2,MILD_UP,-0.8096778589872535,-0.8096778589872535,-0.39754106390621424,117.09032214101275,both
L,200.0,1.031097913057824,4.0,3879.36,2279.0,2281.0,2024-12-12 11:00:00,2024-12-12 13:00:00,3879.36,3907.74,0.732,25.26,MFE,2.0,1.76,-0.807,22.2,MILD_UP,0.0,0.0,0.0,25.26,200.0,1.031097913057824,4.0,3879.36,2279.0,2281.0,2024-12-12 13:00:00,3879.36,3907.74,0.732,25.26,MFE,2.0,1.76,-0.807,22.2,MILD_UP,0.0,0.0,0.0,25.26,both
L,200.0,1.1581345926116804,4.0,3453.83,2579.0,2581.0,2024-12-24 23:00:00,2024-12-25 01:00:00,3453.83,3478.26,0.707,24.29,MFE,2.0,1.839,-0.35,23.2,DOWN,-0.11148045488148971,-0.11148045488148971,-0.11148045488148971,24.178519545118508,200.0,1.1581345926116804,4.0,3453.83,2579.0,2581.0,2024-12-25 01:00:00,3453.83,3478.26,0.707,24.29,MFE,2.0,1.839,-0.35,23.2,DOWN,-0.11148045488148971,-0.11148045488148971,-0.11148045488148971,24.178519545118508,both
L,200.0,1.144990095835671,4.0,3493.48,2598.0,2599.0,2024-12-25 18:00:00,2024-12-25 19:00:00,3493.48,3513.09,0.561,18.45,MFE,1.0,1.532,-0.091,17.2,DOWN,0.0,0.0,0.0,18.45,200.0,1.144990095835671,4.0,3493.48,2598.0,2599.0,2024-12-25 19:00:00,3493.48,3513.09,0.561,18.45,MFE,1.0,1.532,-0.091,17.2,DOWN,0.0,0.0,0.0,18.45,both
L,200.0,1.2746931972810793,4.0,3138.01,3070.0,3078.0,2025-01-14 10:00:00,2025-01-14 18:00:00,3138.01,3242.52,3.33,129.22,MHx,8.0,3.755,-0.244,22.2,DOWN,-0.30115578063804765,-0.30115578063804765,-0.30115578063804765,128.91884421936194,200.0,1.2746931972810793,4.0,3138.01,3070.0,3078.0,2025-01-14 18:00:00,3138.01,3242.52,3.33,129.22,MHx,8.0,3.755,-0.244,22.2,DOWN,-0.30115578063804765,-0.30115578063804765,-0.30115578063804765,128.91884421936194,both
L,200.0,1.1744326022490383,4.0,3405.9,3149.0,3154.0,2025-01-17 17:00:00,2025-01-17 22:00:00,3405.9,3400.8,-0.15,-9.99,ACX,5.0,0.949,-0.467,8.1,DOWN,0.0,0.0,0.0,-9.99,200.0,1.1744326022490383,4.0,3405.9,3149.0,3156.0,2025-01-18 00:00:00,3405.9,3420.44,0.427,13.08,MFE,7.0,1.295,-0.467,8.1,DOWN,-0.40170762500367013,-0.40170762500367013,0.0,12.67829237499633,both
L,200.0,1.2494260449106194,4.0,3201.47,3408.0,3412.0,2025-01-28 12:00:00,2025-01-28 16:00:00,3201.47,3194.62,-0.214,-12.56,ACX,4.0,0.641,-0.436,6.1,DOWN,-0.16149580618462647,-0.16149580618462647,0.0,-12.721495806184627,200.0,1.2494260449106194,4.0,3201.47,3408.0,3414.0,2025-01-28 18:00:00,3201.47,3195.71,-0.18,-11.2,MH,6.0,0.641,-0.613,6.1,DOWN,-0.16149580618462647,-0.16149580618462647,-0.16149580618462647,-11.361495806184626,both
L,200.0,1.2498828234852981,4.0,3200.3,3456.0,3459.0,2025-01-30 12:00:00,2025-01-30 15:00:00,3200.3,3185.1,-0.475,-23.0,ACX,3.0,0.455,-0.591,23.2,DOWN,0.0,0.0,0.0,-23.0,200.0,1.2498828234852981,4.0,3200.3,3456.0,3464.0,2025-01-30 20:00:00,3200.3,3221.16,0.652,22.07,MHx,8.0,0.896,-0.728,23.2,DOWN,-0.3986763185401368,-0.3986763185401368,-0.3986763185401368,21.671323681459864,both
L,200.0,1.4480896077849297,4.0,2762.26,3568.0,3571.0,2025-02-04 04:00:00,2025-02-04 07:00:00,2762.26,2867.86,3.823,148.92,TP,3.0,5.687,-2.485,10.1,DOWN,0.0,0.0,0.0,148.92,200.0,1.4480896077849297,4.0,2762.26,3568.0,3571.0,2025-02-04 07:00:00,2762.26,2867.86,3.823,148.92,TP,3.0,5.687,-2.485,10.1,DOWN,0.0,0.0,0.0,148.92,both
L,200.0,1.429296285973601,4.0,2798.58,3608.0,3611.0,2025-02-05 20:00:00,2025-02-05 23:00:00,2798.58,2785.76,-0.458,-22.32,MFE,3.0,1.051,-1.131,17.2,DOWN,0.0,0.0,0.0,-22.32,200.0,1.429296285973601,4.0,2798.58,3608.0,3611.0,2025-02-05 23:00:00,2798.58,2785.76,-0.458,-22.32,MFE,3.0,1.051,-1.131,17.2,DOWN,0.0,0.0,0.0,-22.32,both
L,200.0,1.4417895491884527,4.0,2774.33,3658.0,3661.0,2025-02-07 22:00:00,2025-02-08 01:00:00,2774.33,2692.38,-2.954,-122.15,ACX,3.0,0.785,-3.053,22.2,DOWN,0.046953797306073755,0.046953797306073755,0.046953797306073755,-122.10304620269393,200.0,1.4417895491884527,4.0,2774.33,3658.0,3662.0,2025-02-08 02:00:00,2774.33,2672.94,-3.655,-150.18,SN,4.0,0.785,-4.118,22.2,DOWN,0.046953797306073755,0.046953797306073755,0.046953797306073755,-150.13304620269395,both
L,200.0,1.5132656651370073,4.0,2643.29,3725.0,3731.0,2025-02-10 17:00:00,2025-02-10 23:00:00,2643.29,2649.48,0.234,5.37,MFE,6.0,1.603,-0.503,24.2,DOWN,0.0,0.0,0.0,5.37,200.0,1.5132656651370073,4.0,2643.29,3725.0,3731.0,2025-02-10 23:00:00,2643.29,2649.48,0.234,5.37,MFE,6.0,1.603,-0.503,24.2,DOWN,0.0,0.0,0.0,5.37,both
L,200.0,1.4577259475218658,4.0,2744.0,3787.0,3793.0,2025-02-13 07:00:00,2025-02-13 13:00:00,2744.0,2720.68,-0.85,-37.99,MH,6.0,0.456,-1.156,21.2,DOWN,-0.380646,-0.380646,-0.380646,-38.370646,200.0,1.4577259475218658,4.0,2744.0,3787.0,3793.0,2025-02-13 13:00:00,2744.0,2720.68,-0.85,-37.99,MH,6.0,0.456,-1.156,21.2,DOWN,-0.380646,-0.380646,-0.380646,-38.370646,both
L,200.0,1.491296421261413,4.0,2682.23,3814.0,3817.0,2025-02-14 10:00:00,2025-02-14 13:00:00,2682.23,2698.39,0.602,20.1,MFE,3.0,1.434,-0.132,24.2,DOWN,0.0,0.0,0.0,20.1,200.0,1.491296421261413,4.0,2682.23,3814.0,3817.0,2025-02-14 13:00:00,2682.23,2698.39,0.602,20.1,MFE,3.0,1.434,-0.132,24.2,DOWN,0.0,0.0,0.0,20.1,both
L,200.0,1.4826950948739523,4.0,2697.79,3939.0,3945.0,2025-02-19 15:00:00,2025-02-19 21:00:00,2697.79,2703.32,0.205,4.2,MFE,6.0,1.421,-0.054,21.2,SIDE,-0.29192348069460056,-0.29192348069460056,-0.29192348069460056,3.9080765193053995,200.0,1.4826950948739523,4.0,2697.79,3939.0,3945.0,2025-02-19 21:00:00,2697.79,2703.32,0.205,4.2,MFE,6.0,1.421,-0.054,21.2,SIDE,-0.29192348069460056,-0.29192348069460056,-0.29192348069460056,3.9080765193053995,both
L,200.0,1.4575347257648412,4.0,2744.36,3967.0,3972.0,2025-02-20 19:00:00,2025-02-21 00:00:00,2744.36,2711.25,-1.206,-52.26,ACX,5.0,0.952,-1.398,0.0,MILD_UP,-0.25307913903423745,-0.25307913903423745,0.0,-52.51307913903423,200.0,1.4575347257648412,4.0,2744.36,3967.0,3974.0,2025-02-21 02:00:00,2744.36,2734.17,-0.371,-18.85,MH,7.0,0.952,-1.411,0.0,MILD_UP,-0.25307913903423745,-0.25307913903423745,-0.25307913903423745,-19.10307913903424,both
L,200.0,1.4519108962282985,4.0,2754.99,3986.0,3989.0,2025-02-21 14:00:00,2025-02-21 17:00:00,2754.99,2749.83,-0.187,-11.49,ACX,3.0,0.506,-0.306,17.2,MILD_UP,-0.2649513442880011,-0.2649513442880011,-0.2649513442880011,-11.754951344288001,200.0,1.4519108962282985,4.0,2754.99,3986.0,3990.0,2025-02-21 18:00:00,2754.99,2780.72,0.934,33.36,MFE,4.0,2.755,-0.306,17.2,MILD_UP,-0.2649513442880011,-0.2649513442880011,-0.2649513442880011,33.095048655712,both
L,,,,,,,2025-02-27 18:00:00,,,,,,,,,,,,,,,,200.0,1.6961010876248226,4.0,2358.35,4134.0,4140.0,2025-02-28 00:00:00,2358.35,2322.32,-1.528,-65.11,MH,6.0,0.979,-2.912,9.1,DOWN,-0.1980305389704044,-0.1980305389704044,0.0,-65.3080305389704,right_only
L,200.0,1.8268176835951773,4.0,2189.6,4275.0,4278.0,2025-03-05 15:00:00,2025-03-05 18:00:00,2189.6,2238.03,2.212,84.47,MFE,3.0,3.297,-0.107,1.0,DOWN,-0.288110787575258,-0.288110787575258,-0.288110787575258,84.18188921242474,200.0,1.8268176835951773,4.0,2189.6,4275.0,4278.0,2025-03-05 18:00:00,2189.6,2238.03,2.212,84.47,MFE,3.0,3.297,-0.107,1.0,DOWN,-0.288110787575258,-0.288110787575258,-0.288110787575258,84.18188921242474,both
L,200.0,1.9284543438434096,4.0,2074.2,4396.0,4398.0,2025-03-10 16:00:00,2025-03-10 18:00:00,2074.2,2100.98,1.291,47.64,MFE,2.0,3.799,-1.323,19.2,DOWN,0.0,-0.10300996031005206,0.0,47.64,200.0,1.9284543438434096,4.0,2074.2,4396.0,4398.0,2025-03-10 18:00:00,2074.2,2100.98,1.291,47.64,MFE,2.0,3.799,-1.323,19.2,DOWN,0.0,-0.10300996031005206,0.0,47.64,both
L,200.0,2.0874974558624757,4.0,1916.17,4422.0,4425.0,2025-03-11 18:00:00,2025-03-11 21:00:00,1916.17,1894.21,-1.146,-49.84,ACX,3.0,0.612,-1.568,10.1,DOWN,0.0,0.0,0.0,-49.84,200.0,2.0874974558624757,4.0,1916.17,4422.0,4426.0,2025-03-11 22:00:00,1916.17,1902.49,-0.714,-32.56,MFE,4.0,2.797,-2.673,10.1,DOWN,0.0,0.0,0.0,-32.56,both
L,200.0,2.111029601912593,4.0,1894.81,4490.0,4497.0,2025-03-14 14:00:00,2025-03-14 21:00:00,1894.81,1901.8,0.369,10.76,BE,7.0,0.707,-0.393,23.2,DOWN,-0.3068054428676227,-0.3068054428676227,-0.3068054428676227,10.453194557132377,200.0,2.111029601912593,4.0,1894.81,4490.0,4497.0,2025-03-14 21:00:00,1894.81,1901.8,0.369,10.76,BE,7.0,0.707,-0.393,23.2,DOWN,-0.3068054428676227,-0.3068054428676227,-0.3068054428676227,10.453194557132377,both
L,200.0,2.0274928024005514,4.0,1972.88,4615.0,4617.0,2025-03-19 19:00:00,2025-03-19 21:00:00,1972.88,2003.11,1.532,57.29,MFE,2.0,3.034,-0.009,20.2,DOWN,0.0,0.0,0.0,57.29,200.0,2.0274928024005514,4.0,1972.88,4615.0,4617.0,2025-03-19 21:00:00,1972.88,2003.11,1.532,57.29,MFE,2.0,3.034,-0.009,20.2,DOWN,0.0,0.0,0.0,57.29,both
L,200.0,2.154243860404998,4.0,1856.8,4923.0,4927.0,2025-04-01 15:00:00,2025-04-01 19:00:00,1856.8,1872.49,0.845,29.8,MFE,4.0,1.864,-0.288,4.0,DOWN,-0.11486887725464735,-0.11486887725464735,-0.11486887725464735,29.685131122745354,200.0,2.154243860404998,4.0,1856.8,4923.0,4927.0,2025-04-01 19:00:00,1856.8,1872.49,0.845,29.8,MFE,4.0,1.864,-0.288,4.0,DOWN,-0.11486887725464735,-0.11486887725464735,-0.11486887725464735,29.685131122745354,both
L,200.0,2.2015763286513144,4.0,1816.88,4996.0,5000.0,2025-04-04 16:00:00,2025-04-04 20:00:00,1816.88,1783.16,-1.856,-78.24,ACX,4.0,0.981,-3.267,10.1,DOWN,0.0,0.0,0.08371953921007441,-78.24,200.0,2.2015763286513144,4.0,1816.88,4996.0,5002.0,2025-04-04 22:00:00,1816.88,1801.33,-0.856,-38.23,MH,6.0,0.981,-3.267,10.1,DOWN,0.0,0.0,0.08371953921007441,-38.23,both
L,200.0,2.54741373820229,4.0,1570.22,5081.0,5085.0,2025-04-08 05:00:00,2025-04-08 09:00:00,1570.22,1543.77,-1.684,-71.38,ACX,4.0,0.915,-1.721,15.2,DOWN,0.017321616588758266,0.017321616588758266,0.017321616588758266,-71.36267838341124,200.0,2.54741373820229,4.0,1570.22,5081.0,5087.0,2025-04-08 11:00:00,1570.22,1588.95,1.193,43.71,MFE,6.0,3.043,-1.912,15.2,DOWN,0.017321616588758266,0.017321616588758266,0.017321616588758266,43.72732161658876,both
L,,,,,,,2025-04-09 19:00:00,,,,,,,,,,,,,,,,200.0,2.6928229536228567,4.0,1485.43,5119.0,5123.0,2025-04-09 23:00:00,1485.43,1470.35,-1.015,-44.61,MFE,4.0,1.05,-3.124,23.2,DOWN,0.0,0.0,0.0,-44.61,right_only
L,,,,,,,2025-04-11 16:00:00,,,,,,,,,,,,,,,,200.0,2.577336194176509,4.0,1551.99,5164.0,5165.0,2025-04-11 17:00:00,1551.99,1550.79,-0.077,-7.09,MFE,1.0,1.31,-1.0,6.1,DOWN,0.0,0.0,0.23428000000000002,-7.09,right_only
L,,,,,,,2025-04-14 17:00:00,,,,,,,,,,,,,,,,200.0,2.442643673247556,4.0,1637.57,5237.0,5240.0,2025-04-14 20:00:00,1637.57,1674.63,2.263,86.52,MFE,3.0,3.298,-0.426,9.1,DOWN,0.0,0.0,0.0,86.52,right_only
L,,,,,,,2025-04-15 18:00:00,,,,,,,,,,,,,,,,200.0,2.4276116549635556,4.0,1647.71,5262.0,5267.0,2025-04-15 23:00:00,1647.71,1619.57,-1.708,-72.31,MH,5.0,0.787,-2.895,0.0,DOWN,0.0,0.0,0.0,-72.31,right_only
L,,,,,,,2025-04-17 14:00:00,,,,,,,,,,,,,,,,200.0,2.502674733621558,4.0,1598.29,5306.0,5312.0,2025-04-17 20:00:00,1598.29,1592.5,-0.362,-18.49,MH,6.0,0.726,-0.663,2.0,DOWN,-0.20771029437711555,-0.20771029437711555,-0.20771029437711555,-18.697710294377114,right_only
L,,,,,,,2025-04-18 20:00:00,,,,,,,,,,,,,,,,200.0,2.5158973262301165,4.0,1589.89,5336.0,5343.0,2025-04-19 03:00:00,1589.89,1592.72,0.178,3.12,BE,7.0,0.424,-0.776,23.2,SIDE,0.05939702858873406,0.05939702858873406,0.05939702858873406,3.1793970285887343,right_only
L,,,,,,,2025-04-22 22:00:00,,,,,,,,,,,,,,,,200.0,2.4355937673155497,4.0,1642.31,5434.0,5436.0,2025-04-23 00:00:00,1642.31,1702.41,3.659,142.38,TP,2.0,5.092,-0.315,22.2,SIDE,-0.33599588129401886,-0.33599588129401886,0.0,142.04400411870597,right_only
L,,,,,,,2025-04-23 06:00:00,,,,,,,,,,,,,,,,200.0,2.2809568614033586,4.0,1753.65,5442.0,5446.0,2025-04-23 10:00:00,1753.65,1761.34,0.439,13.54,MFE,4.0,2.016,-0.914,24.2,SIDE,-0.2674540260599321,-0.2674540260599321,-0.2674540260599321,13.272545973940067,right_only
L,,,,,,,2025-04-25 09:00:00,,,,,,,,,,,,,,,,200.0,2.2556942180917954,4.0,1773.29,5493.0,5498.0,2025-04-25 14:00:00,1773.29,1766.62,-0.376,-19.05,MH,5.0,0.936,-2.024,12.1,MILD_UP,0.0,0.0,0.0,-19.05,right_only
L,200.0,2.170138888888889,4.0,1843.2,5790.0,5794.0,2025-05-07 18:00:00,2025-05-07 22:00:00,1843.2,1827.97,-0.826,-37.05,ACX,4.0,0.179,-1.17,2.0,SIDE,0.0,0.0,0.0,-37.05,200.0,2.170138888888889,4.0,1843.2,5790.0,5796.0,2025-05-08 00:00:00,1843.2,1816.73,-1.436,-61.44,MH,6.0,0.179,-1.619,2.0,SIDE,0.025547765624999996,0.0,0.025547765624999996,-61.414452234375,both
L,200.0,1.7730968022199172,4.0,2255.94,5835.0,5836.0,2025-05-09 15:00:00,2025-05-09 16:00:00,2255.94,2363.81,4.782,187.26,TP,1.0,6.105,-0.032,16.2,MILD_UP,-0.41919909217443724,-0.41919909217443724,0.0,186.84080090782555,200.0,1.7730968022199172,4.0,2255.94,5835.0,5836.0,2025-05-09 16:00:00,2255.94,2363.81,4.782,187.26,TP,1.0,6.105,-0.032,16.2,MILD_UP,-0.41919909217443724,-0.41919909217443724,0.0,186.84080090782555,both
L,200.0,1.5183665412748966,4.0,2634.41,6148.0,6150.0,2025-05-22 16:00:00,2025-05-22 18:00:00,2634.41,2664.36,1.137,41.48,MFE,2.0,2.209,-0.304,16.2,SIDE,0.0,-0.3999104163740649,0.0,41.48,200.0,1.5183665412748966,4.0,2634.41,6148.0,6150.0,2025-05-22 18:00:00,2634.41,2664.36,1.137,41.48,MFE,2.0,2.209,-0.304,16.2,SIDE,0.0,-0.3999104163740649,0.0,41.48,both
L,200.0,1.4954389113204725,4.0,2674.8,6166.0,6167.0,2025-05-23 10:00:00,2025-05-23 11:00:00,2674.8,2704.83,1.123,40.91,MFE,1.0,2.224,-0.133,24.2,SIDE,0.0,0.0,0.0,40.91,200.0,1.4954389113204725,4.0,2674.8,6166.0,6167.0,2025-05-23 11:00:00,2674.8,2704.83,1.123,40.91,MFE,1.0,2.224,-0.133,24.2,SIDE,0.0,0.0,0.0,40.91,both
L,200.0,1.513637877274241,4.0,2642.64,6462.0,6465.0,2025-06-04 18:00:00,2025-06-04 21:00:00,2642.64,2615.72,-1.019,-44.75,ACX,3.0,0.255,-1.102,14.1,SIDE,0.0,0.0,0.0,-44.75,200.0,1.513637877274241,4.0,2642.64,6462.0,6470.0,2025-06-05 02:00:00,2642.64,2634.09,-0.324,-16.94,MFE,8.0,1.4,-1.871,14.1,SIDE,-0.31878104123149575,-0.31878104123149575,-0.31878104123149575,-17.258781041231497,both
L,200.0,1.598631571374903,4.0,2502.14,6514.0,6516.0,2025-06-06 22:00:00,2025-06-07 00:00:00,2502.14,2508.29,0.246,5.83,MFE,2.0,1.1,-0.359,8.1,SIDE,-0.10763518254203648,-0.10763518254203648,0.0,5.722364817457963,200.0,1.598631571374903,4.0,2502.14,6514.0,6516.0,2025-06-07 00:00:00,2502.14,2508.29,0.246,5.83,MFE,2.0,1.1,-0.359,8.1,SIDE,-0.10763518254203648,-0.10763518254203648,0.0,5.722364817457963,both
L,200.0,1.4424862693338238,4.0,2772.99,6608.0,6611.0,2025-06-10 20:00:00,2025-06-10 23:00:00,2772.99,2735.14,-1.365,-58.6,ACX,3.0,0.199,-2.019,21.2,SIDE,0.0,0.0,0.0,-58.6,200.0,1.4424862693338238,4.0,2772.99,6608.0,6613.0,2025-06-11 01:00:00,2772.99,2729.74,-1.56,-66.39,MH,5.0,0.199,-3.046,21.2,SIDE,-0.394062726515422,-0.394062726515422,-0.394062726515422,-66.78406272651543,both
L,200.0,1.6312548427878146,4.0,2452.1,7135.0,7141.0,2025-07-02 19:00:00,2025-07-03 01:00:00,2452.1,2559.78,4.391,171.65,TP,6.0,4.524,-0.884,2.0,MILD_UP,-0.21338911232090896,-0.21338911232090896,-0.21338911232090896,171.4366108876791,200.0,1.6312548427878146,4.0,2452.1,7135.0,7141.0,2025-07-03 01:00:00,2452.1,2559.78,4.391,171.65,TP,6.0,4.524,-0.884,2.0,MILD_UP,-0.21338911232090896,-0.21338911232090896,-0.21338911232090896,171.4366108876791,both
