side,margin,qty_exact,fee_exact,entry_exact,entry_bar,exit_bar,entry_dt,exit_dt,entry_price,exit_price,pnl_pct,pnl,reason_code,bars_held,mfe_pct,mae_pct,gk_pctile,regime_code,funding,funding_low,funding_high,net
S,200.0,1.5229366090345393,4.0,2626.5045940000005,381,387,2024-09-24 09:00:00,2024-09-24 15:00:00,2626.5,2639.77,-0.505,-24.2,ACX,6,0.714,-0.863,33.3,MILD_UP,0.0,0.0,0.0,-24.2
S,200.0,1.5318817164487386,4.0,2611.1676620000003,395,398,2024-09-24 23:00:00,2024-09-25 02:00:00,2611.17,2647.27,-1.383,-59.3,ACX,3,0.236,-1.725,13.1,UP,0.1895964676664259,0.1895964676664259,0.1895964676664259,-59.11040353233357
S,200.0,1.5290480751346271,4.0,2616.006694,417,422,2024-09-25 21:00:00,2024-09-26 02:00:00,2616.01,2575.07,1.565,58.59,TP,5,2.096,-0.483,14.1,UP,0.1406492055406032,0.1406492055406032,0.1406492055406032,58.73064920554061
L,200.0,1.5058760340727433,4.0,2656.261146,555,558,2024-10-01 15:00:00,2024-10-01 18:00:00,2656.26,2633.67,-0.85,-38.01,ACX,3,0.025,-0.871,8.1,MILD_UP,-0.3982725876155251,-0.3982725876155251,-0.3982725876155251,-38.40827258761552
S,200.0,1.5508660474904277,4.0,2579.204056,562,564,2024-10-01 22:00:00,2024-10-02 00:00:00,2579.2,2524.04,2.139,81.54,TP,2,3.846,-0.443,1.0,MILD_UP,0.32874750943386244,0.0,0.32874750943386244,81.86874750943387
L,200.0,1.682612677642864,4.0,2377.255356,622,629,2024-10-04 10:00:00,2024-10-04 17:00:00,2377.26,2379.74,0.105,0.19,BE,7,0.639,-0.726,16.2,DOWN,-0.1497672755690281,-0.1497672755690281,-0.1497672755690281,0.040232724430971895
L,200.0,1.634327813636292,4.0,2447.4894,730,735,2024-10-08 22:00:00,2024-10-09 03:00:00,2447.49,2435.02,-0.509,-24.37,MH,5,0.32,-1.94,10.1,DOWN,-0.33110217048098306,-0.33110217048098306,-0.33110217048098306,-24.701102170480983
L,200.0,1.6248258691379822,4.0,2461.8022619999997,742,745,2024-10-09 10:00:00,2024-10-09 13:00:00,2461.8,2443.51,-0.743,-33.72,ACX,3,0.006,-0.98,19.2,DOWN,0.0,0.0,0.0,-33.72
S,200.0,1.6431740430556947,4.0,2434.3130400000005,748,751,2024-10-09 16:00:00,2024-10-09 19:00:00,2434.31,2434.14,0.007,-3.71,ACX,3,0.332,-0.203,19.2,DOWN,0.0,0.0,0.14563606532276058,-3.71
S,200.0,1.698846357353899,4.0,2354.5389980000004,761,766,2024-10-10 05:00:00,2024-10-10 10:00:00,2354.54,2391.12,-1.554,-66.14,ACX,5,0.193,-1.928,31.3,DOWN,0.26822881167789614,0.26822881167789614,0.26822881167789614,-65.8717711883221
S,200.0,1.5419124214868796,4.0,2594.18106,890,893,2024-10-15 14:00:00,2024-10-15 17:00:00,2594.18,2617.28,-0.891,-39.62,ACX,3,0.092,-1.149,6.1,MILD_UP,0.40324093646724873,0.40324093646724873,0.40324093646724873,-39.21675906353275
S,200.0,1.516695538786282,4.0,2637.312432,1053,1059,2024-10-22 09:00:00,2024-10-22 15:00:00,2637.31,2654.43,-0.649,-29.96,ACX,6,0.411,-0.845,34.3,UP,0.0,0.0,0.0,-29.96
S,200.0,1.5375274432312387,4.0,2601.57958,1084,1087,2024-10-23 16:00:00,2024-10-23 19:00:00,2601.58,2581.81,0.76,26.4,ACX,3,1.501,-0.341,27.3,MILD_UP,0.0,0.0,0.40008871821633835,26.4
S,200.0,1.5170521079136388,4.0,2636.692556,1277,1283,2024-10-31 17:00:00,2024-10-31 23:00:00,2636.69,2556.56,3.039,117.56,TP,6,3.634,-0.467,10.1,DOWN,0.0,0.0,0.0,117.56
S,200.0,1.5992773351902583,4.0,2501.1296740000003,1294,1298,2024-11-01 10:00:00,2024-11-01 14:00:00,2501.13,2511.04,-0.396,-19.85,ACX,4,1.353,-0.754,32.3,DOWN,0.0,0.0,0.0,-19.85
L,200.0,1.576461932643233,4.0,2537.327364,1305,1307,2024-11-01 21:00:00,2024-11-01 23:00:00,2537.33,2561.49,0.952,34.09,MFE,2,1.992,-0.288,17.2,SIDE,0.0,0.0,0.0,34.09
L,200.0,1.6374595302695822,4.0,2442.808464,1396,1399,2024-11-05 16:00:00,2024-11-05 19:00:00,2442.81,2434.17,-0.354,-18.14,ACX,3,0.184,-0.558,9.1,SIDE,0.0,-0.3999351426498086,0.0,-18.14
L,200.0,1.5181378441046534,4.0,2634.806856,1428,1435,2024-11-07 00:00:00,2024-11-07 07:00:00,2634.81,2735.72,3.83,149.2,TP,7,4.221,-0.044,14.1,SIDE,0.0,-0.3999260091905575,0.0,149.2
L,200.0,1.3673460863747504,4.0,2925.374958,1471,1475,2024-11-08 19:00:00,2024-11-08 23:00:00,2925.37,2912.88,-0.427,-21.09,MFE,4,1.115,-0.585,2.0,MILD_UP,0.0,0.0,0.0,-21.09
S,200.0,1.2461183887273777,4.0,3209.9678780000004,1584,1586,2024-11-13 12:00:00,2024-11-13 14:00:00,3209.97,3144.49,2.04,77.59,TP,2,2.33,-0.73,4.0,UP,0.0,0.0,0.0,77.59
