side,margin,qty_exact,fee_exact,entry_exact,entry_bar,exit_bar,entry_dt,exit_dt,entry_price,exit_price,pnl_pct,pnl,reason_code,bars_held,mfe_pct,mae_pct,gk_pctile,regime_code,funding,funding_low,funding_high,net
S,200.0,1.5231569337490745,4.0,2626.12467,382,392,2024-09-24 10:00:00,2024-09-24 20:00:00,2626.12,2636.81,-0.407,-20.27,MH,10,0.7,-1.564,27.3,MILD_UP,0.19308893176042555,0.19308893176042555,0.19308893176042555,-20.076911068239575
S,200.0,1.5290480751346271,4.0,2616.006694,417,422,2024-09-25 21:00:00,2024-09-26 02:00:00,2616.01,2575.07,1.565,58.59,TP,5,2.096,-0.483,14.1,UP,0.1406492055406032,0.1406492055406032,0.1406492055406032,58.73064920554061
L,200.0,1.5058760340727433,4.0,2656.261146,555,562,2024-10-01 15:00:00,2024-10-01 22:00:00,2656.26,2579.2,-2.901,-120.04,MH,7,0.025,-3.429,8.1,MILD_UP,-0.3982725876155251,-0.3982725876155251,-0.3982725876155251,-120.43827258761553
S,200.0,1.5698092514025426,4.0,2548.0802820000004,563,564,2024-10-01 23:00:00,2024-10-02 00:00:00,2548.08,2524.04,0.943,33.73,TP,1,2.672,-0.111,28.3,MILD_UP,0.3327630278062472,0.0,0.3327630278062472,34.06276302780624
S,200.0,1.6463317435824447,4.0,2429.643974,749,761,2024-10-09 17:00:00,2024-10-10 05:00:00,2429.64,2355.48,3.052,118.1,TP,12,3.232,-1.728,16.2,DOWN,0.40505358420056325,0.40505358420056325,0.40505358420056325,118.50505358420055
S,200.0,1.5419124214868796,4.0,2594.18106,890,900,2024-10-15 14:00:00,2024-10-16 00:00:00,2594.18,2573.09,0.813,28.51,TP,10,2.218,-3.646,6.1,MILD_UP,0.7999102421941204,0.40324093646724873,0.7999102421941204,29.30991024219412
S,200.0,1.516695538786282,4.0,2637.312432,1053,1063,2024-10-22 09:00:00,2024-10-22 19:00:00,2637.31,2632.99,0.164,2.56,MHx,10,0.922,-0.845,34.3,UP,0.40141002010944143,0.40141002010944143,0.40141002010944143,2.9614100201094415
S,200.0,1.5531900646898535,4.0,2575.3448280000002,1085,1093,2024-10-23 17:00:00,2024-10-24 01:00:00,2575.34,2491.99,3.237,125.47,TP,8,3.533,-0.513,32.3,MILD_UP,0.39444727574788285,0.39444727574788285,0.39444727574788285,125.86444727574788
S,200.0,1.5170521079136388,4.0,2636.692556,1277,1283,2024-10-31 17:00:00,2024-10-31 23:00:00,2636.69,2556.56,3.039,117.56,TP,6,3.634,-0.467,10.1,DOWN,0.0,0.0,0.0,117.56
S,200.0,1.5992773351902583,4.0,2501.1296740000003,1294,1304,2024-11-01 10:00:00,2024-11-01 20:00:00,2501.13,2516.34,-0.608,-28.33,MH,10,1.353,-1.005,32.3,DOWN,0.40049544888810906,0.40049544888810906,0.40049544888810906,-27.92950455111189
