name,side,origin_bar,outcome,matched_baseline,baseline_net
wait24,L,4996,cross_blocked,True,-38.23
wait24,L,5081,second_entry,True,43.72732161658876
wait24,L,5119,second_entry,True,-44.61
wait24,L,5164,second_entry,True,-7.09
wait24,L,5237,cross_blocked,True,86.52
wait24,L,5262,expired,True,-72.31
wait24,L,5306,cross_blocked,True,-18.697710294377117
wait24,L,5336,cross_blocked,True,3.1793970285887343
wait24,L,5434,expired,True,142.04400411870597
wait24,L,5493,second_entry,True,-19.05
wait24,S,5666,second_entry,True,-24.24351649480857
wait24,L,5790,second_entry,True,-61.414452234375
wait24,L,5835,expired,True,186.84080090782555
wait24,S,5974,second_entry,True,69.67268863439679
wait24,S,6105,expired,True,-55.41307763017488
wait24,L,6148,expired,True,41.48
wait24,S,6286,second_entry,True,-37.54973876459957
wait24,S,6324,second_entry,True,102.58773444623311
wait24,L,6462,second_entry,True,-17.258781041231497
wait24,S,6647,second_entry,True,-13.152449101698666
wait24,L,7135,second_entry,True,171.4366108876791
wait24,S,7178,expired,True,77.84126456666174
wait24,L,7274,expired,True,14.598468474864688
wait24,L,7305,expired,True,153.03961944791274
wait24,L,7346,second_entry,True,10.1947338460002
wait24,S,7438,second_entry,True,-0.1999032137732176
wait24,L,7779,second_entry,True,-3.3750996282391914
wait24,L,7823,expired,True,-11.910136428037369
wait24,S,7840,expired,False,
wait24,S,7948,second_entry,True,42.104159480764565
wait24,L,7970,second_entry,True,-25.25810911720312
wait24,L,7996,expired,True,155.38
wait24,L,8026,expired,True,53.49459564149089
wait24,S,8167,second_entry,True,114.36
wait24,S,8195,expired,True,52.38533207335098
wait24,L,8309,second_entry,True,11.235773093488566
wait24,L,8357,second_entry,True,258.56
wait24,L,8503,expired,True,-108.70498856361512
wait24,L,8646,expired,True,106.13932753908308
wait24,S,8666,second_entry,True,67.33012066117392
wait24,L,8692,expired,True,19.76
wait24,L,8813,second_entry,True,60.12
wait24,L,8834,expired,True,2.1080313588061377
wait24,S,8962,second_entry,True,-28.80125801781819
wait24,L,8975,second_entry,True,-20.96498356164868
wait24,S,9024,expired,True,61.91382965079406
wait24,L,9155,expired,True,-31.256324779651557
wait24,S,9162,second_entry,True,37.53528688209362
wait24,L,9317,expired,True,26.470002936510344
wait24,L,9345,second_entry,False,
wait24,S,9459,second_entry,True,131.48734078306495
wait24,S,9480,second_entry,True,-42.81743330077919
wait24,S,9503,second_entry,True,72.62093198287823
wait24,S,9539,expired,True,161.52264982376084
wait24,S,9626,second_entry,True,61.79
wait24,L,9675,second_entry,True,8.39967720662908
wait24,S,9699,cross_blocked,True,112.89144457772612
wait24,L,9763,second_entry,True,36.43169057145151
wait24,S,9792,second_entry,True,69.64
wait24,S,9822,second_entry,True,93.17578202527356
wait24,L,9843,second_entry,True,-43.43649404600532
wait24,S,9959,second_entry,True,-29.194422356638327
wait24,L,9970,cross_blocked,True,-46.30077322158823
wait24,S,9996,cross_blocked,True,31.38
wait24,S,10017,cross_blocked,True,43.96717865205059
wait24,L,10040,second_entry,True,-50.91885369833189
wait24,L,10161,expired,True,135.42378202999805
wait24,S,10179,second_entry,True,94.95194227347687
wait24,S,10206,expired,True,45.97
wait24,S,10306,expired,True,63.50143455484156
wait24,L,10326,cross_blocked,True,17.68
wait24,S,10356,expired,True,150.92
wait24,L,10442,expired,True,-8.081466595094817
wait24,L,10471,second_entry,True,86.84972659898285
wait24,S,10490,second_entry,True,85.8514001074663
wait24,S,10524,expired,True,122.34
wait24,S,10637,second_entry,True,-77.41757411070347
wait24,S,10662,second_entry,True,-167.78402024567558
wait24,L,10677,cross_blocked,True,-1.36
wait24,L,10803,second_entry,True,271.35118790097727
wait24,L,10823,expired,True,31.53532623239785
wait24,S,10858,cross_blocked,True,61.67965362546105
wait24,S,10882,expired,True,81.73582861091246
wait24,L,10949,second_entry,True,-6.1
wait24,S,11027,second_entry,True,-41.20485966989328
wait24,L,11190,second_entry,True,152.77
wait24,L,11219,cross_blocked,False,
wait24,S,11307,expired,True,53.48206728184744
wait24,S,11334,second_entry,True,-40.47434393813037
wait24,L,11347,second_entry,True,-24.22000599256355
wait24,S,11357,second_entry,True,-42.76915523102394
wait24,L,11386,expired,True,-86.13519406250734
wait24,L,11472,second_entry,True,31.223258065334655
wait24,L,11483,second_entry,True,-54.72910389957265
wait24,L,11527,second_entry,True,-6.967563437213013
wait24,L,11651,second_entry,True,-6.489692340089176
wait24,S,11670,second_entry,False,
wait24,S,11691,expired,True,-25.37950492548435
wait24,S,11717,cross_blocked,False,
wait24,L,11810,second_entry,True,-0.1954359707156272
wait24,S,11892,expired,True,-35.80191220469256
wait24,S,11971,expired,True,86.84453337004038
wait24,S,12009,cross_blocked,True,34.14560340022936
wait24,S,12053,second_entry,True,-87.02647942206686
wait24,L,12131,cross_blocked,True,-33.122616705978864
wait24,L,12176,expired,False,
wait24,S,12203,expired,True,68.504161269521
wait24,S,12318,second_entry,True,84.89309727661998
wait24,S,12346,expired,True,81.10055603796255
wait24,L,12395,expired,True,174.53587356425035
wait24,S,12507,expired,True,35.51260529735108
wait24,L,12530,second_entry,True,16.300479594663777
wait24,S,12540,expired,True,77.44
wait24,L,12557,expired,True,149.8330174058244
wait24,L,12629,cross_blocked,True,-22.91
wait24,L,12675,expired,True,33.07253517570161
wait24,S,12682,cross_blocked,True,56.20509207864542
wait24,S,12706,second_entry,True,-62.7036096591622
wait24,S,12826,expired,True,-84.66124705779703
wait24,L,12835,second_entry,True,125.77774798619105
wait24,L,12848,expired,True,177.71939694253405
wait24,S,12875,expired,True,127.51566968578982
wait24,L,12971,expired,True,133.46868468381612
wait24,S,13036,second_entry,True,43.71198344652854
wait24,S,13062,expired,True,74.09
wait24,L,13157,second_entry,True,41.71195564497207
wait24,L,13220,expired,True,83.93
wait24,S,13351,expired,True,71.41
wait24,S,13377,second_entry,False,
wait24,S,13538,expired,True,66.52865137191294
wait24,S,13566,expired,True,94.42
wait24,L,13637,second_entry,True,13.44
wait24,L,13677,cross_blocked,True,26.497242357905492
wait24,L,13682,expired,False,
wait24,S,13713,expired,True,-69.82605870102284
wait24,S,13831,cross_blocked,True,-54.2989361228484
wait24,L,13850,expired,True,-0.7347229833096558
wait24,S,13859,expired,False,
wait24,L,13904,expired,False,
wait24,L,13995,expired,True,-38.23081445445885
wait24,S,14003,cross_blocked,False,
wait24,S,14050,cross_blocked,False,
wait24,S,14169,second_entry,False,
wait24,L,14183,expired,True,34.35
wait24,S,14204,expired,False,
wait24,L,14398,expired,True,12.94
wait24,L,14496,second_entry,True,-24.653667223106485
wait24,L,14836,expired,True,-46.21
wait24,S,14840,second_entry,True,-15.726505170115749
wait24,S,14907,second_entry,True,7.98089591431054
wait24,L,14983,second_entry,True,14.409430761640571
wait24,S,15034,cross_blocked,True,80.84472139746285
wait24,S,15178,expired,True,62.44
wait24,S,15208,second_entry,True,92.2477447406528
wait24,S,15239,expired,True,102.73
wait24,S,15333,second_entry,True,-32.12854510613719
wait24,L,15389,cross_blocked,True,-45.13
wait24,L,15487,expired,True,172.21
wait24,S,15533,cross_blocked,True,-14.639615300437812
wait24,S,15564,expired,True,-78.87344448537709
wait24,L,15652,expired,True,14.28
wait24,S,15674,expired,True,148.7931589567837
wait24,L,15692,cross_blocked,True,10.701217234727928
wait24,L,15704,expired,False,
wait24,S,15730,expired,True,-82.370157490192
wait24,S,15845,second_entry,True,75.48
wait24,L,15894,expired,True,160.44
wait24,S,16043,cross_blocked,True,-30.699214648927462
wait24,L,16183,expired,True,131.9
wait24,S,16228,expired,True,75.96
wait24,L,16341,second_entry,True,52.36329893309847
wait24,S,16371,second_entry,True,-71.53129226295898
wait24,S,16396,second_entry,True,72.9212869674764
wait24,L,16420,expired,True,-73.83
wait24,S,16426,expired,True,-11.774269760284156
wait24,S,16548,second_entry,True,-57.044317650554845
wait24,L,16567,second_entry,True,0.9103785384182008
wait24,L,16874,second_entry,True,16.188383034854816
wait24,L,17012,second_entry,True,-41.91
wait24,L,17071,second_entry,True,12.2
wait24,L,17086,cross_blocked,True,17.30788007891263
wait24,S,17201,cross_blocked,True,-37.57390587939637
wait24,S,17255,second_entry,True,-27.695329760997605
wait24,L,17490,second_entry,True,1.489193586772778
