name,side,origin_bar,original_exit_bar,original_reason,original_net,retry_entry_bar,retry_net,retry_reason
outside48,L,3568,3571,TP,148.92,3583,8.74,MFE
outside48,L,3608,3611,MFE,-22.32,3618,59.94235844715258,MHx
outside48,S,3635,3636,TP,57.80491671542466,3644,-81.65265304959956,MH
outside48,L,3725,3731,MFE,5.37,3737,11.702683165282728,MFE
outside48,S,3754,3763,TP,68.75002274953377,3771,-0.2951364644813996,TP
outside48,L,3814,3817,MFE,20.1,3823,73.56301011465327,MFE
outside48,L,3939,3945,MFE,3.9080765193054,3952,39.40829045451571,MHx
outside48,L,3967,3974,MH,-19.10307913903424,3984,50.5139050711773,MFE
outside48,S,4113,4115,TP,-8.57,4123,-9.189930378399724,MH
outside48,S,4144,4145,TP,59.02,4154,38.68,TP
outside48,S,4240,4246,TP,95.66441467629858,4254,14.27,TP
outside48,L,4275,4278,MFE,84.18188921242474,4288,32.08191345522442,MFE
outside48,L,4422,4426,MFE,-32.56,4432,-67.53591793956917,MH
outside48,L,4615,4617,MFE,57.29,4624,0.1890125036011661,MFE
outside48,S,4634,4639,TP,64.31182297414328,4648,-1.0996577359473003,BE
outside48,S,4786,4792,TP,51.58127157282073,4800,52.32634699411909,TP
outside48,S,4824,4825,TP,121.48,4833,-40.79408634691872,MH
outside48,L,4923,4927,MFE,29.685131122745357,4936,-40.62666106268856,MH
outside48,S,4946,4956,MH,-100.87719166278544,4964,-40.28146616050456,MH
outside48,L,5081,5087,MFE,43.72732161658876,5096,-145.26,SN
outside48,S,5099,5101,TP,111.84281945685274,5109,84.65,TP
outside48,S,5141,5146,TP,55.7,5154,-77.6352423646323,MH
outside48,S,5267,5273,TP,58.20340446785258,5282,-58.78994508942078,MH
outside48,S,5471,5477,TP,96.59545444646874,5488,-13.772234158244476,MH
outside48,S,5625,5626,TP,72.97,5634,-51.09264195385642,MH
outside48,L,5790,5796,MH,-61.414452234375,5808,53.05428249277559,MFE
outside48,L,5835,5836,TP,186.84080090782555,5842,-150.8,SN
outside48,S,5974,5980,TP,69.67268863439679,5988,47.71,TP
outside48,L,6148,6150,MFE,41.48,6156,-46.62,MH
outside48,S,6286,6296,MH,-37.54973876459957,6304,-163.60022194318603,SN
outside48,S,6647,6659,BE,-13.152449101698666,6667,162.42505481310005,TP
outside48,L,7135,7141,TP,171.4366108876791,7147,-12.86626439249284,MH
outside48,L,7274,7283,MFE,14.598468474864688,7289,5.982622786630886,MFE
outside48,L,7305,7312,TP,153.03961944791274,7318,19.167017577359747,MFE
outside48,S,7638,7642,TP,73.53,7650,-2.026003977742071,TP
outside48,L,7779,7783,MFE,-3.3750996282391914,7799,-31.90323575212841,MH
outside48,S,7835,7844,TP,70.15538225460736,7852,51.3,TP
outside48,S,7948,7960,MHx,42.104159480764565,7968,-24.85683737109229,MH
outside48,L,7970,7976,MH,-25.25810911720312,7984,-22.109025517738218,MH
outside48,L,7996,8001,TP,155.38,8008,29.86769464444156,MFE
outside48,L,8026,8033,MHx,53.49459564149089,8080,52.07494796628367,MFE
outside48,S,8167,8169,TP,114.36,8177,-84.3287971634186,MH
outside48,L,8309,8316,MFE,11.235773093488566,8322,-47.0289640921659,MH
outside48,L,8646,8654,MHx,106.13932753908308,8660,-71.81,MH
outside48,S,8666,8677,TP,67.33012066117392,8685,-105.96198556112046,MH
outside48,L,8813,8819,MFE,60.12,8825,71.83611273852325,MHx
outside48,L,8851,8854,MFE,36.4154382598818,8860,14.36,BE
outside48,S,8962,8972,MH,-28.80125801781819,8982,-23.473972990465334,MH
outside48,L,8975,8981,BE,-20.96498356164868,8994,49.32121155872617,MFE
outside48,S,9162,9167,TP,37.53528688209362,9175,30.89,TP
outside48,L,9317,9325,MHx,26.470002936510344,9331,16.920030008050016,MFE
outside48,L,9359,9360,MFE,-12.02,9372,-12.78,MFE
outside48,S,9459,9468,TP,131.48734078306495,9476,-17.537647726912834,MH
outside48,S,9503,9509,TP,72.62093198287823,9520,-11.846701986207576,MH
outside48,S,9626,9627,TP,61.79,9635,-173.17911820472625,SN
outside48,L,9763,9770,MHx,36.43169057145151,9776,-86.82818081539324,MH
outside48,S,9792,9793,TP,69.64,9801,-176.82,SN
outside48,L,9843,9849,MH,-43.43649404600532,9856,28.87450078144297,MHx
outside48,S,9822,9834,TP,93.17578202527356,9857,-165.87422143019324,SN
outside48,S,9959,9969,MH,-29.194422356638327,9977,-50.29639006460206,MH
outside48,S,10017,10022,TP,43.96717865205059,10030,-31.42020359732908,MH
outside48,L,10161,10167,TP,135.42378202999805,10173,-26.2,MFE
outside48,S,10179,10188,TP,94.95194227347687,10196,62.68367009943672,TP
outside48,S,10306,10310,TP,63.50143455484156,10318,-123.05673424530757,MH
outside48,L,10326,10331,MFE,17.68,10346,-9.871187210487376,MFE
outside48,S,10356,10358,TP,150.92,10366,50.76,TP
outside48,L,10471,10478,MFE,86.84972659898285,10484,-151.29,SN
outside48,S,10490,10501,TP,85.8514001074663,10509,-9.53435051634556,BE
outside48,L,10677,10679,MFE,-1.36,10709,-1.58,MFE
outside48,L,10803,10812,TP,271.35118790097727,10818,91.35203104043288,MHx
outside48,S,10858,10864,TP,61.67965362546105,10872,58.50116800073195,TP
outside48,L,10949,10952,MFE,-6.1,10962,-53.6498591868078,MH
outside48,L,11190,11194,TP,152.77,11208,54.644289881526426,MFE
outside48,S,11307,11315,TP,53.48206728184744,11323,41.09853721892252,MHx
outside48,L,11347,11353,MH,-24.22000599256355,11364,-22.81,MH
outside48,L,11504,11510,MH,-38.69031923025649,11518,-12.271281597896987,MH
outside48,L,11810,11817,BE,-0.1954359707156272,11824,140.05,TP
outside48,S,11971,11979,TP,86.84453337004038,11987,58.75904608186056,TP
outside48,L,12131,12137,MH,-33.122616705978864,12143,-34.225840599144085,MH
outside48,S,12318,12325,TP,84.89309727661998,12333,-39.40535685224607,MH
outside48,S,12507,12516,TP,35.51260529735108,12524,-88.9391077670232,MH
outside48,L,12629,12634,MFE,-22.91,12640,30.89550479028261,MFE
outside48,S,12682,12688,TP,56.20509207864542,12696,99.32904529547598,TP
outside48,L,12835,12839,TP,125.77774798619105,12845,178.67,TP
outside48,S,12875,12877,TP,127.51566968578982,12885,101.3634774903542,TP
outside48,L,12971,12972,TP,133.46868468381612,12978,-71.63571094744677,MH
outside48,S,13036,13045,TP,43.71198344652854,13053,47.544333985036346,MHx
outside48,L,13157,13165,MHx,41.71195564497207,13187,6.031076895260636,MFE
outside48,L,13220,13221,TP,83.93,13227,3.622524161929174,MFE
outside48,S,13351,13352,TP,71.41,13360,-51.54531978912012,MH
outside48,S,13377,13385,MH,-29.687377006765697,13394,16.66100203449124,BE
outside48,S,13538,13542,TP,66.52865137191294,13552,-28.06836599064389,MH
outside48,L,13637,13640,MFE,13.44,13654,-37.26933963903098,MH
outside48,L,13677,13684,MFE,26.497242357905492,13690,28.45159000311529,MFE
outside48,L,14398,14403,MFE,12.94,14409,-2.574503315677125,MFE
outside48,L,14496,14502,MH,-24.653667223106485,14508,-13.36,MH
outside48,L,14836,14841,MH,-46.21,14877,-30.56,MH
outside48,S,15034,15042,TP,80.84472139746285,15050,-27.96733600683636,MH
outside48,S,15178,15179,TP,62.44,15187,83.01046518971417,TP
outside48,S,15208,15214,TP,92.2477447406528,15222,63.39,TP
outside48,S,15239,15242,TP,102.73,15250,74.98028659671542,TP
outside48,S,15333,15343,MH,-32.12854510613719,15352,76.12820932631477,TP
outside48,L,15389,15395,MH,-45.13,15401,-1.753777868129633,BE
outside48,L,15487,15490,TP,172.21,15496,-69.33708041347874,MH
outside48,S,15533,15543,MH,-14.639615300437812,15551,32.44738523564075,MHx
outside48,S,15674,15677,TP,148.7931589567837,15688,-32.216351781992344,MH
outside48,S,15730,15740,MH,-82.370157490192,15748,77.83,TP
outside48,S,15845,15849,TP,75.48,15857,-4.034567537023049,MH
outside48,L,15894,15898,TP,160.44,15904,6.606424079274105,MFE
outside48,L,16183,16185,TP,131.9,16192,7.15,MFE
outside48,S,16228,16233,TP,75.96,16241,98.46461890740152,TP
outside48,L,16341,16350,MHx,52.36329893309847,16356,-27.08,MH
outside48,S,16396,16406,TP,72.9212869674764,16414,-27.578085642855616,MH
outside48,L,16874,16882,MFE,16.188383034854816,16898,-37.27083639929854,MH
outside48,L,17012,17018,MH,-41.91,17028,-15.83,MH
