name,slip,historical,n,net_pnl,closed_net,funding,pf,wr,mdd,worst30,mh,mh_net,sn,worst_trade,hours
flow,0,True,208,5818.002384617335,5818.002384617334,-7.437615382665503,2.694687509345726,64.42307692307693,393.92395796529763,-335.6347954475905,57,-2767.396112865543,2,-169.89386723817032,1232
hour,0,True,232,5382.758303816925,5382.758303816928,-5.501696183072156,2.2506980918896815,59.48275862068966,434.4852554290828,-359.4064625154824,69,-3305.388976361364,4,-185.33,1407
base,2,True,269,7500.237328066414,7500.237328066414,-8.392671933585234,2.6978383262577337,62.45353159851301,432.97637083770405,-357.3486270670164,77,-3765.5462067888684,2,-167.99400504668492,1633
quality,2,True,269,7500.237328066414,7500.237328066414,-8.392671933585234,2.6978383262577337,62.45353159851301,432.97637083770405,-357.3486270670164,77,-3765.5462067888684,2,-167.99400504668492,1633
pair,2,True,265,7704.082421962639,7704.082421962641,-9.387578037359114,2.84508282678508,63.77358490566037,381.2718771909613,-308.4193224269866,73,-3531.2594234069747,2,-167.99400504668492,1601
pair_long,2,True,267,7491.264135573949,7491.264135573949,-8.62586442605106,2.734209381632946,62.92134831460674,432.97637083770314,-357.3486270670164,75,-3667.724620895696,2,-167.99400504668492,1618
pair_short,2,True,267,7713.055614455105,7713.055614455107,-9.15438554489329,2.804946118718176,63.29588014981273,381.2718771909613,-308.4193224269866,75,-3629.0810093001473,2,-167.99400504668492,1616
price,2,True,217,5071.454962463867,5071.454962463869,-4.005037536130995,2.241741055618017,59.907834101382484,413.9956038709074,-378.5768186292321,63,-3162.1168977441303,4,-167.99400504668492,1323
flow,2,True,208,5496.70218538787,5496.702185387874,-7.327814612126604,2.552291084829186,62.5,412.33684411824606,-341.5794061785723,59,-2875.3640781063,2,-170.09385200857201,1233
hour,2,True,230,4979.14474291496,4979.144742914962,-5.715257085037295,2.1030921174608137,59.130434782608695,413.9956038709074,-378.57681862923164,68,-3363.735161191948,5,-185.52,1387
base,5,True,267,6900.967747016464,6900.967747016459,-7.982252983540695,2.511730329273403,61.42322097378277,491.8698205508508,-399.9021130713227,78,-3919.4291882101716,2,-168.31398223679395,1632
quality,5,True,267,6900.967747016464,6900.967747016459,-7.982252983540695,2.511730329273403,61.42322097378277,491.8698205508508,-399.9021130713227,78,-3919.4291882101716,2,-168.31398223679395,1632
pair,5,True,263,7116.942682207079,7116.9426822070745,-8.977317792925819,2.6518484332501755,62.737642585551335,400.3716378349627,-340.7502925427889,74,-3673.1226077948318,2,-168.31398223679395,1600
