side,margin,qty_exact,fee_exact,entry_exact,entry_bar,exit_bar,entry_dt,exit_dt,entry_price,exit_price,pnl_pct,pnl,reason_code,bars_held,mfe_pct,mae_pct,gk_pctile,regime_code,funding,funding_low,funding_high,net,valid,F45,F15,F60,R15,strong,weak,divergent,V45,V15,B45,B15
L,200.0,0.9055387276275337,4.0,4417.26,8834,8841,2025-09-11 14:00:00,2025-09-11 21:00:00,4417.26,4424.45,0.163,2.51,MFE,7,1.498,-2.001,14.1,SIDE,-0.4019686411938623,-0.4019686411938623,-0.4019686411938623,2.1080313588061377,True,0.015460378247304174,-0.01177087602804383,0.011592171920412175,0.0005481512353788798,False,False,False,139091.487,23029.297000000002,70620.947,11379.111
L,200.0,0.8985977382294928,4.0,4451.38,8851,8854,2025-09-12 07:00:00,2025-09-12 10:00:00,4451.38,4496.57,1.015,36.61,MFE,3,1.959,-0.068,0.0,SIDE,-0.1945617401182044,-0.1945617401182044,-0.1945617401182044,36.415438259881796,True,0.1612587798524605,0.11929379337358825,0.1507648025997559,0.0012280922733651778,False,False,False,151164.12900000002,50405.531,87770.33599999998,28209.299
S,200.0,0.8945564006628663,4.0,4471.49,8962,8972,2025-09-16 22:00:00,2025-09-17 08:00:00,4471.49,4499.41,-0.624,-28.98,MH,10,1.129,-1.156,29.3,MILD_UP,0.17874198218181275,0.08137504062404254,0.17874198218181275,-28.80125801781819,True,0.18721771051920133,0.013109123656201982,0.09599311167514846,-0.004163532040557305,False,True,False,255421.53500000003,281124.589,103801.04999999999,138719.646
L,200.0,0.8833454057205449,4.0,4528.24,8975,8981,2025-09-17 11:00:00,2025-09-17 17:00:00,4528.24,4509.28,-0.419,-20.75,BE,6,0.571,-1.477,16.2,MILD_UP,-0.21498356164867588,-0.21498356164867588,-0.21498356164867588,-20.964983561648676,True,0.12165286463874248,0.021480515569628045,0.07366065958197132,-0.001673343136757821,False,True,False,106466.601,97921.67199999999,59709.284,50012.54
S,200.0,0.8796119152230036,4.0,4547.46,9024,9036,2025-09-19 12:00:00,2025-09-20 00:00:00,4547.46,4472.29,1.653,62.12,TP,12,2.312,-0.211,16.2,MILD_UP,-0.20617034920594407,-0.20617034920594407,-0.03607565566632731,61.91382965079406,True,0.2176223677509448,0.008812739939569547,0.1793469647993703,0.0007624815147673214,False,False,False,284751.88300000003,63910.884,111391.75200000001,31673.827
L,200.0,0.9542508296018148,4.0,4191.77,9155,9161,2025-09-24 23:00:00,2025-09-25 05:00:00,4191.77,4163.06,-0.685,-31.4,MH,6,0.1,-1.097,22.2,DOWN,0.14367522034844468,0.14367522034844468,0.14367522034844468,-31.256324779651553,True,0.059217130721056055,0.08987748940837248,0.07483853392345519,0.0029549554722905214,True,False,False,97711.89400000001,101496.204,51749.056,55309.214
S,200.0,0.965509583889507,4.0,4142.89,9162,9167,2025-09-25 06:00:00,2025-09-25 11:00:00,4142.89,4099.51,1.047,37.88,TP,5,2.001,-0.455,26.3,DOWN,-0.3447131179063796,-0.3447131179063796,-0.3447131179063796,37.53528688209362,True,-0.015180449953579478,0.27288004943126365,0.18229158086199293,0.004954941972177385,True,False,False,24319.042,53012.604,12344.108,19273.261
L,200.0,0.9324031058347456,4.0,4289.99,9317,9325,2025-10-01 17:00:00,2025-10-02 01:00:00,4289.99,4322.64,0.761,26.44,MHx,8,1.242,-0.321,9.1,DOWN,0.03000293651034152,0.03000293651034152,0.03000293651034152,26.470002936510344,True,0.24138873317157872,-0.03897885358312825,0.09951969339045053,0.004528584641682265,False,False,False,524456.429,537219.571,325527.151,258139.684
L,200.0,0.9204183301310445,4.0,4345.85,9332,9340,2025-10-02 08:00:00,2025-10-02 16:00:00,4345.85,4373.65,0.64,21.59,MFE,8,1.759,-0.362,12.1,DOWN,-0.12209622840042907,-0.18157910259074855,0.0,21.46790377159957,True,0.13320551126346358,0.23098267506829018,0.1765207304769254,0.0028522045741423696,True,False,False,79587.195,63298.085,45094.32399999999,38959.423
L,200.0,0.9060084213482764,4.0,4414.97,9346,9354,2025-10-02 22:00:00,2025-10-03 06:00:00,4414.97,4466.66,1.171,42.83,MFE,8,2.303,-1.874,8.1,DOWN,-0.15002499229655494,-0.15002499229655494,-0.15002499229655494,42.67997500770344,True,-0.02511200262251745,-0.003576824626021158,-0.018025260293708212,0.004317571241063023,False,False,False,184171.134,90333.196,89773.11399999999,45005.045
S,200.0,0.8569934954193699,4.0,4667.48,9459,9468,2025-10-07 15:00:00,2025-10-08 00:00:00,4667.48,4510.3,3.368,130.7,TP,9,4.168,-1.854,20.2,UP,0.7873407830649517,0.40080128891821715,0.7873407830649517,131.48734078306495,True,0.1299560423010928,0.02332773839035207,0.11377003678503461,0.0002998577817379111,False,False,False,171300.823,30656.851,74519.62299999999,14970.847999999998
S,200.0,0.9005297366175653,4.0,4441.83,9480,9488,2025-10-08 12:00:00,2025-10-08 20:00:00,4441.83,4485.21,-0.977,-43.06,MH,8,0.746,-1.422,27.3,UP,0.24256669922081664,0.24256669922081664,0.24256669922081664,-42.817433300779186,True,0.17006945036857057,0.07412087250275079,0.15574335024816044,-0.0009960765401439975,False,True,False,158696.638,27853.895000000004,65853.594,12894.669999999998
S,200.0,0.9068731919215736,4.0,4410.76,9503,9509,2025-10-09 11:00:00,2025-10-09 17:00:00,4410.76,4326.26,1.916,72.63,TP,6,2.135,-1.09,25.3,UP,-0.009068017121765862,-0.009068017121765862,-0.009068017121765862,72.62093198287823,True,0.21730498331052428,0.12978018922347334,0.1883289031552935,0.0020904977375565403,False,False,False,202751.72400000002,100342.94200000001,79346.382,43660.208
S,200.0,0.9350797506142305,4.0,4277.71,9539,9540,2025-10-10 23:00:00,2025-10-11 00:00:00,4277.71,4100.48,4.143,161.72,TP,1,4.915,-0.086,15.2,MILD_UP,-0.197350176239156,-0.197350176239156,0.0,161.52264982376084,True,0.046627830338151544,0.21122073128266405,0.12646716620117726,0.0117521219429928,True,False,False,197597.635,186140.41700000002,94192.043,73411.851
S,200.0,0.9831536620016026,4.0,4068.54,9626,9627,2025-10-14 14:00:00,2025-10-14 15:00:00,4068.54,4001.62,1.645,61.79,TP,1,2.56,-0.535,29.3,DOWN,0.0,0.0,0.0,61.79,True,0.058515899862790155,-0.04292278360666857,0.039108763650910316,-0.0024441805342703127,False,True,False,328660.006,77754.83600000001,154714.085,40546.145000000004
L,200.0,0.990103911405502,4.0,4039.98,9675,9681,2025-10-16 15:00:00,2025-10-16 21:00:00,4039.98,4052.53,0.311,8.43,MFE,6,1.222,-2.542,17.2,DOWN,-0.03032279337091916,-0.03032279337091916,-0.03032279337091916,8.39967720662908,True,0.08416004202658933,0.16004231026531368,0.11628790893892216,0.005317759125667898,True,False,False,89375.799,65626.627,48448.835,38064.832
S,200.0,1.0474631751227497,4.0,3818.75,9699,9701,2025-10-17 15:00:00,2025-10-17 17:00:00,3818.75,3707.37,2.917,112.67,TP,2,3.037,-0.116,5.1,DOWN,0.22144457772611142,0.22144457772611142,0.22144457772611142,112.89144457772612,True,0.10427113369075913,0.05390432829023495,0.08806075053452533,0.0021765941657869714,False,False,False,291498.883,138343.195,130551.982,65442.94900000001
L,200.0,0.9953863841096517,4.0,4018.54,9763,9770,2025-10-20 07:00:00,2025-10-20 14:00:00,4018.54,4059.26,1.013,36.53,MHx,7,1.375,-2.778,16.2,DOWN,-0.09830942854849135,-0.09830942854849135,-0.09830942854849135,36.43169057145151,True,0.11999175360382308,0.04399218486926637,0.10176506726286938,-0.0005844477217730182,False,True,False,82072.215,25892.849000000002,45960.102,13515.966
S,200.0,1.0200412606689941,4.0,3921.41,9792,9793,2025-10-21 12:00:00,2025-10-21 13:00:00,3921.41,3849.22,1.841,69.64,TP,1,2.038,-0.0,33.3,DOWN,0.0,0.0,0.0,69.64,True,-0.10228652289129503,0.33200294192766955,0.09591581951799755,0.003144558160344646,True,False,False,46496.976,39035.63,25626.495,13037.843
S,200.0,1.042853455625282,4.0,3835.63,9822,9834,2025-10-22 18:00:00,2025-10-23 06:00:00,3835.63,3742.54,2.427,93.08,TP,12,3.372,-1.041,21.2,DOWN,0.0957820252735535,0.0957820252735535,0.0957820252735535,93.17578202527355,True,0.12631002253745327,0.013660145404254309,0.10475177052307083,-0.0004799428242028281,False,True,False,133671.26899999997,31635.388,58393.623999999996,15601.622
L,200.0,1.028335792769771,4.0,3889.78,9843,9849,2025-10-23 15:00:00,2025-10-23 21:00:00,3889.78,3851.59,-0.982,-43.27,MH,6,0.403,-1.408,0.0,SIDE,-0.16649404600531195,-0.16649404600531195,-0.16649404600531195,-43.436494046005315,True,0.04177780946774301,0.024703755259212423,0.038357594892576286,0.0030712736631193227,False,False,False,199263.918,49914.557,103794.36399999999,25573.817000000003
S,200.0,0.9770347970942985,4.0,4094.02,9959,9969,2025-10-28 11:00:00,2025-10-28 21:00:00,4094.02,4120.0,-0.635,-29.38,MH,10,0.726,-0.988,23.2,MILD_UP,0.18557764336167237,0.18557764336167237,0.18557764336167237,-29.194422356638327,True,0.06398225101299437,0.24066843657483017,0.18010284739518334,0.004188517332970099,True,False,False,68250.88100000001,130855.377,31942.018,49681.309
L,200.0,0.962213861652891,4.0,4157.08,9970,9975,2025-10-28 22:00:00,2025-10-29 03:00:00,4157.08,4113.19,-1.056,-46.23,MH,5,0.409,-2.191,22.2,MILD_UP,-0.07077322158823021,-0.07077322158823021,-0.07077322158823021,-46.30077322158823,True,0.09778786903974446,0.00726226095279614,0.06926875138763666,0.0012283296162314272,False,False,False,192680.22900000002,88620.886,105761.009,44632.236999999994
S,200.0,1.0125992663718315,4.0,3950.23,9996,9999,2025-10-30 00:00:00,2025-10-30 03:00:00,3950.23,3915.29,0.885,31.38,TP,3,2.892,-1.693,14.1,MILD_UP,0.0,0.0,0.15660000000000002,31.38,True,0.09470251152803166,0.07526775389968454,0.08823827283653873,0.001700800614613196,False,False,False,182292.61,90850.871,82514.52100000001,42006.365000000005
S,200.0,1.0483114323603255,4.0,3815.66,10017,10022,2025-10-30 21:00:00,2025-10-31 02:00:00,3815.66,3769.66,1.206,44.22,TP,5,2.35,-0.507,12.1,MILD_UP,-0.25282134794940553,-0.25282134794940553,-0.25282134794940553,43.96717865205059,True,0.13625904128688293,0.009837604179440573,0.0895549483787087,-0.001672227632971035,False,True,False,325757.554,190851.956,140685.071,94487.215
L,200.0,1.033017832470333,4.0,3872.15,10040,10046,2025-10-31 20:00:00,2025-11-01 02:00:00,3872.15,3826.68,-1.174,-50.97,MH,6,0.384,-1.795,22.2,SIDE,0.05114630166810232,0.05114630166810232,0.05114630166810232,-50.918853698331894,True,-0.005035781191981004,0.03425547594315326,0.020456651966769712,0.008025886934699411,True,False,False,61542.388,113695.57400000001,30616.237,58795.135
L,200.0,1.1963332386236185,4.0,3343.55,10161,10167,2025-11-05 21:00:00,2025-11-06 03:00:00,3343.55,3460.24,3.49,135.6,TP,6,4.036,-0.78,7.1,DOWN,-0.17621797000194403,-0.17621797000194403,-0.17621797000194403,135.42378202999805,True,0.1114082339096305,0.09949149807999547,0.10948454914746719,-0.0017376402129354318,False,True,False,232322.2,44722.545,129102.40299999999,24586.029000000002
S,200.0,1.182193797029147,4.0,3383.54,10179,10188,2025-11-06 15:00:00,2025-11-07 00:00:00,3383.54,3300.01,2.469,94.75,TP,9,3.202,-0.909,21.2,DOWN,0.20194227347689106,0.19917239341045176,0.20194227347689106,94.95194227347689,True,-0.01710904123755208,0.07151661558956046,-0.006648153306533455,0.0024323439835602922,True,False,False,120124.03100000002,16076.347999999998,61089.619,7463.311
S,200.0,1.2121799844840961,4.0,3299.84,10206,10208,2025-11-07 18:00:00,2025-11-07 20:00:00,3299.84,3258.62,1.249,45.97,TP,2,2.297,-0.278,23.2,DOWN,0.0,0.0,0.0,45.97,True,0.01861618724728409,-0.07154987563424853,0.000759592570708123,-0.001979765100263542,False,True,False,164409.498,40600.405999999995,80674.41,21752.679999999997
S,200.0,1.1328267709622515,4.0,3530.99,10306,10310,2025-11-11 22:00:00,2025-11-12 02:00:00,3530.99,3471.5,1.685,63.39,TP,4,2.491,-0.432,29.3,DOWN,0.11143455484156002,0.11143455484156002,0.11143455484156002,63.50143455484156,True,-0.11803191235673993,0.22683779073735855,0.07163099454783084,0.008513721074548508,True,False,False,107625.207,131518.14299999998,60164.208,50842.429
L,200.0,1.1487419839348434,4.0,3482.07,10326,10331,2025-11-12 18:00:00,2025-11-12 23:00:00,3482.07,3500.94,0.542,17.68,MFE,5,3.02,-0.115,19.2,DOWN,0.0,0.0,0.0,17.68,True,0.029719056820694423,-0.13628193655129361,0.012516858914178197,-0.0009095499879491209,False,True,False,162840.935,18825.569,83840.207,8129.991999999999
S,200.0,1.181502398449869,4.0,3385.52,10356,10358,2025-11-14 00:00:00,2025-11-14 02:00:00,3385.52,3254.4,3.873,150.92,TP,2,3.944,-0.367,33.3,DOWN,0.0,0.0,0.0928553938968949,150.92,True,0.018741393843274334,0.031615811698295304,0.022600137767524675,0.0013922318183963167,True,False,False,397490.87299999996,170127.658,195020.67,82374.467
L,200.0,1.2556464852885318,4.0,3185.61,10442,10449,2025-11-17 14:00:00,2025-11-17 21:00:00,3185.61,3182.68,-0.092,-7.68,MFE,7,1.181,-0.498,21.2,DOWN,-0.401466595094817,-0.401466595094817,-0.401466595094817,-8.081466595094817,True,-0.07933860468634946,0.18865536205243716,-0.043119496486532016,0.0015499830224985356,True,False,False,88960.715,13901.756999999998,40951.348,8262.199
L,200.0,1.3052700277369882,4.0,3064.5,10471,10478,2025-11-18 19:00:00,2025-11-19 02:00:00,3064.5,3134.29,2.277,87.09,MFE,7,3.374,-1.452,22.2,DOWN,-0.24027340101714895,-0.24027340101714895,-0.24027340101714895,86.84972659898285,True,-0.031143134283457385,-0.1702020140060242,-0.05583525753063723,0.00040479750331345876,False,False,False,126098.965,27225.142,61085.924,11295.684000000001
S,200.0,1.326119244642478,4.0,3016.32,10490,10501,2025-11-19 14:00:00,2025-11-20 01:00:00,3016.32,2948.87,2.236,85.45,TP,11,2.695,-3.204,19.2,DOWN,0.4014001074663037,0.4014001074663037,0.4014001074663037,85.8514001074663,True,0.10465131817313544,-0.10736293406479791,0.041923416823140824,-0.007051282051282248,False,True,False,338474.695,142222.026,151526.43600000002,78745.7
S,200.0,1.3538532355400013,4.0,2954.53,10524,10525,2025-11-21 00:00:00,2025-11-21 01:00:00,2954.53,2861.21,3.159,122.34,TP,1,3.673,-0.189,22.2,DOWN,0.0,0.0,0.2715190810044237,122.34,True,0.026613884353462902,0.15769272316247573,0.0644533874699541,0.01065183468727604,True,False,False,313488.85000000003,127223.797,152572.84699999998,53580.765
S,200.0,1.3936359613823475,4.0,2870.19,10637,10647,2025-11-25 17:00:00,2025-11-26 03:00:00,2870.19,2922.89,-1.836,-77.44,MH,10,0.529,-3.025,18.2,DOWN,0.022425889296527404,0.022425889296527404,0.022425889296527404,-77.41757411070347,True,0.07798957343687452,0.1785600682458487,0.13393901360464733,0.00907995539428752,True,False,False,118311.46900000001,148348.364,54542.204000000005,60929.635
S,200.0,1.3765382815296092,4.0,2905.84,10662,10670,2025-11-26 18:00:00,2025-11-27 02:00:00,2905.84,3024.88,-4.097,-167.86,SN,8,0.645,-4.386,28.3,DOWN,0.0759797543244231,0.0759797543244231,0.0759797543244231,-167.78402024567558,True,0.057560940721886,0.07865773186946923,0.0613680302321431,0.000529686521885675,True,False,False,127516.54,28078.384,60088.28399999999,12934.901000000002
L,200.0,1.3185002060156572,4.0,3033.75,10677,10679,2025-11-27 09:00:00,2025-11-27 11:00:00,3033.75,3035.75,0.066,-1.36,MFE,2,1.195,-0.247,13.1,DOWN,0.0,0.0,0.0,-1.36,True,-0.2417939728061672,0.16251180273319576,-0.043953457571268895,0.004114095825665576,True,False,False,103028.87499999999,98725.01400000001,39058.55699999999,57384.497
S,200.0,1.3376852694098134,4.0,2990.24,10689,10699,2025-11-27 21:00:00,2025-11-28 07:00:00,2990.24,3009.41,-0.641,-29.64,MH,10,0.215,-1.781,15.2,DOWN,0.03977796822234148,0.03977796822234148,0.03977796822234148,-29.60022203177766,True,0.08364027291520593,0.1469642104177986,0.11326592175831751,0.005193206580501375,True,False,False,145996.702,128352.12700000001,66892.749,54744.479
L,200.0,1.4226167612706815,4.0,2811.72,10803,10812,2025-12-02 15:00:00,2025-12-03 00:00:00,2811.72,3005.55,6.894,271.75,TP,9,7.622,-1.107,23.2,MILD_UP,-0.3988120990227102,-0.3988120990227102,-0.22149692041317576,271.35118790097727,True,0.1404505650133765,0.1041628652948936,0.12988078363884958,0.0004305268438822285,False,False,False,52085.935,21406.746,29700.716999999997,11818.267000000002
L,200.0,1.320367326190146,4.0,3029.46,10823,10828,2025-12-03 11:00:00,2025-12-03 16:00:00,3029.46,3056.41,0.89,31.58,MFE,5,1.812,-0.323,12.1,MILD_UP,-0.04467376760214692,-0.04467376760214692,0.0,31.53532623239785,True,0.1501079139697714,-0.052073141917726606,0.11960759401375953,0.00020139656965523223,False,False,False,202640.122,36000.477999999996,116529.004,17062.91
S,200.0,1.2620725123761987,4.0,3169.39,10858,10864,2025-12-04 22:00:00,2025-12-05 04:00:00,3169.39,3117.66,1.632,61.29,TP,6,3.3,-1.839,0.0,MILD_UP,0.38965362546105087,0.38965362546105087,0.38965362546105087,61.67965362546105,True,0.06501133199799214,0.05381690245156312,0.06329517818797825,0.0012510399072277467,False,False,False,228940.21000000002,41452.33,107028.25099999999,19610.747
S,200.0,1.2911805909733565,4.0,3097.94,10882,10885,2025-12-05 22:00:00,2025-12-06 01:00:00,3097.94,3031.69,2.139,81.54,TP,3,3.261,-1.906,34.3,MILD_UP,0.1958286109124613,0.1958286109124613,0.1958286109124613,81.73582861091246,True,0.17054597947871264,0.008664374572690647,0.12905691313120615,-0.0007591444603451958,False,True,False,270326.314,93158.48400000001,112111.624,46175.662000000004
L,200.0,1.2729691368632767,4.0,3142.26,10949,10952,2025-12-08 17:00:00,2025-12-08 20:00:00,3142.26,3140.61,-0.053,-6.1,MFE,3,1.201,-0.297,8.1,MILD_UP,0.0,0.0,0.0,-6.1,True,-0.004438233983617423,0.09797482671538282,0.04483117127672487,0.002632410234810978,True,False,False,53360.863999999994,49470.778999999995,26562.018000000004,27158.835
S,200.0,1.2665602756035161,4.0,3158.16,11027,11037,2025-12-11 23:00:00,2025-12-12 09:00:00,3158.16,3187.61,-0.933,-41.3,MH,10,0.155,-3.618,0.0,MILD_UP,0.0951403301067214,0.0951403301067214,0.0951403301067214,-41.204859669893274,True,0.07405138781760057,0.038600851653516455,0.05858521254028137,0.008980852145425877,False,False,False,300191.538,232322.413,138980.969,111677.285
S,200.0,1.3029315960912051,4.0,3070.0,11052,11062,2025-12-13 00:00:00,2025-12-13 10:00:00,3070.0,3083.19,-0.43,-21.19,MH,10,0.941,-0.921,11.1,MILD_UP,0.004298597785016287,-0.005147872022423971,0.004298597785016287,-21.185701402214985,True,0.09276643060471879,0.059665993798715955,0.08300936712880214,0.012153409036061213,False,False,False,915341.934,382594.63300000003,415214.46499999997,179883.372
L,200.0,1.402952513564797,4.0,2851.13,11190,11194,2025-12-18 18:00:00,2025-12-18 22:00:00,2851.13,2962.87,3.919,152.77,TP,4,4.508,-0.11,1.0,DOWN,0.0,0.0,0.0,152.77,True,0.16992854669792568,-0.12105121959019816,0.08836168978376491,-0.0015024059507883214,False,True,False,74577.799,29048.240999999998,43625.348000000005,12765.958
L,200.0,1.3541190609184313,4.0,2953.95,11214,11220,2025-12-19 18:00:00,2025-12-20 00:00:00,2953.95,2963.48,0.323,8.9,MFE,6,2.168,-0.422,20.2,DOWN,-0.36903346924344366,-0.36903346924344366,0.0,8.530966530756556,True,-0.006567756426386406,-0.021073945955423667,-0.008837600129981804,0.0007995690458362237,False,False,False,69853.839,12957.896,34697.528,6342.411
S,200.0,1.3520456450609772,4.0,2958.48,11307,11315,2025-12-23 15:00:00,2025-12-23 23:00:00,2958.48,2916.17,1.43,53.21,TP,8,2.0,-0.54,28.3,DOWN,0.27206728184743517,0.27206728184743517,0.27206728184743517,53.482067281847435,True,0.09281130912557267,-0.15150149556882342,0.06528841758406434,-0.0006054067217056147,False,True,False,221280.41500000004,28092.99,100371.54500000001,16174.560000000001
S,200.0,1.370797221394032,4.0,2918.01,11334,11344,2025-12-24 18:00:00,2025-12-25 04:00:00,2918.01,2944.78,-0.917,-40.7,MH,10,1.071,-1.26,29.3,DOWN,0.22565606186963838,0.22565606186963838,0.22565606186963838,-40.47434393813037,True,-0.00029838325022946144,0.05190548815820584,0.00853892114339072,0.00047270148900957487,True,False,False,84686.389,17257.52,42355.829000000005,8180.88
L,200.0,1.352082206598161,4.0,2958.4,11347,11353,2025-12-25 07:00:00,2025-12-25 13:00:00,2958.4,2943.64,-0.499,-23.96,MH,6,0.024,-0.802,12.1,DOWN,-0.26000599256354784,-0.26000599256354784,-0.26000599256354784,-24.22000599256355,True,0.160261834602637,-0.04285339885886741,0.1355734784948599,0.0003009288218804862,False,False,False,51953.560999999994,7188.647999999999,30139.867000000002,3440.295
S,200.0,1.3654906378548142,4.0,2929.35,11357,11367,2025-12-25 17:00:00,2025-12-26 03:00:00,2929.35,2957.89,-0.974,-42.97,MH,10,0.656,-1.387,0.0,DOWN,0.2008447689760527,0.2008447689760527,0.2008447689760527,-42.769155231023944,True,0.1300627372924933,-0.0636986432381148,0.10811570383277591,-0.0010593763348996088,False,True,False,151024.847,19291.447,65691.07100000001,10260.143
L,200.0,1.3409274524725026,4.0,2983.01,11386,11391,2025-12-26 22:00:00,2025-12-27 03:00:00,2983.01,2921.86,-2.05,-86.0,MH,5,0.031,-3.017,1.0,SIDE,-0.1351940625073332,-0.1351940625073332,-0.1351940625073332,-86.13519406250734,True,0.14483035923011833,0.1397670773273061,0.14347591479223265,0.0013225603963653576,False,False,False,71740.44900000001,26199.166999999998,41065.322,14930.474
L,200.0,1.3556564766488173,4.0,2950.6,11472,11477,2025-12-30 12:00:00,2025-12-30 17:00:00,2950.6,2976.7,0.885,31.38,MFE,5,1.776,-0.499,13.1,SIDE,-0.15674193466533992,-0.15674193466533992,-0.15674193466533992,31.223258065334658,True,-0.019852017236576258,0.2609992513633177,0.1005098892084273,0.003680547523964295,True,False,False,100298.573,75220.733,49153.722,47426.644
L,200.0,1.3354700854700856,4.0,2995.2,11483,11489,2025-12-30 23:00:00,2025-12-31 05:00:00,2995.2,2957.51,-1.258,-54.33,MH,6,0.208,-1.801,20.2,SIDE,-0.39910389957264963,-0.39910389957264963,-0.39910389957264963,-54.72910389957265,True,-0.03211472404043647,0.09403214079231481,0.016262484124335064,0.008209882153352055,True,False,False,304123.17999999993,189182.144,147178.17399999997,103485.673
L,200.0,1.3331200341278728,4.0,3000.48,11504,11510,2025-12-31 20:00:00,2026-01-01 02:00:00,3000.48,2974.56,-0.864,-38.55,MH,6,0.908,-1.429,13.1,SIDE,-0.1403192302564923,-0.1403192302564923,-0.1403192302564923,-38.69031923025649,True,0.09521066130924671,-0.1035769313520537,0.034865337833703824,0.0006169484064388886,False,False,False,140804.095,61374.815,77105.073,27508.9
L,200.0,1.3406712741069453,4.0,2983.58,11527,11533,2026-01-01 19:00:00,2026-01-02 01:00:00,2983.58,2981.35,-0.075,-6.99,MH,6,0.346,-0.254,0.0,SIDE,0.02243656278698744,0.02243656278698744,0.02243656278698744,-6.967563437213013,True,-0.17731340029140374,0.2247187476621233,-0.09204116829852382,0.0008621239110233603,True,False,False,14051.978,3782.813,5780.187,2316.441
L,200.0,1.2207515556952637,4.0,3276.67,11651,11658,2026-01-06 23:00:00,2026-01-07 06:00:00,3276.67,3274.77,-0.058,-6.32,MH,7,0.739,-2.929,8.1,MILD_UP,-0.16969234008917589,-0.16969234008917589,-0.16969234008917589,-6.489692340089176,True,0.09038820605162812,0.04717779864177185,0.08059926749215296,-0.004048644524755285,False,True,False,775662.612,227186.713,422886.68200000003,118952.44099999999
S,200.0,1.2886639454379687,4.0,3103.99,11691,11701,2026-01-08 15:00:00,2026-01-09 01:00:00,3103.99,3120.82,-0.542,-25.69,MH,10,1.661,-1.022,28.3,MILD_UP,0.31049507451565017,0.31049507451565017,0.31049507451565017,-25.37950492548435,True,0.18253434827565773,0.24714712480199652,0.19747864967604356,0.0052334375961441415,True,False,False,244412.70599999998,73539.144,99899.49600000001,27682.078
L,200.0,1.2776776930251574,4.0,3130.68,11810,11817,2026-01-13 14:00:00,2026-01-13 21:00:00,3130.68,3133.94,0.104,0.17,BE,7,0.558,-0.32,17.2,SIDE,-0.3654359707156272,-0.3654359707156272,-0.3654359707156272,-0.1954359707156272,True,0.13021582837997148,-0.16517032011033872,0.0928605738036159,-0.0013110926090743602,False,True,False,241686.00999999995,34988.998,136578.677,14604.927
S,200.0,1.2258507404138472,4.0,3263.04,11892,11902,2026-01-17 00:00:00,2026-01-17 10:00:00,3263.04,3289.26,-0.804,-36.14,MH,10,0.154,-1.098,4.0,MILD_UP,0.3380877953074434,0.3380877953074434,0.44876813450034325,-35.801912204692556,True,0.0968659819927612,0.13585057780860876,0.10701945085804632,0.0015696857874590853,True,False,False,384717.062,135485.953,173725.533,58540.054
S,200.0,1.2549767672425964,4.0,3187.31,11971,11979,2026-01-20 07:00:00,2026-01-20 15:00:00,3187.31,3115.2,2.262,86.5,TP,8,2.53,-0.39,11.1,MILD_UP,0.3445333700403803,0.3445333700403803,0.3445333700403803,86.84453337004038,True,0.13930041660135462,0.19609368510011838,0.15254871863988761,0.0038660116011600687,True,False,False,104810.74900000001,31888.058999999997,45105.284,12817.506000000001
S,200.0,1.3652249890782,4.0,2929.92,12009,12014,2026-01-21 21:00:00,2026-01-22 02:00:00,2929.92,2902.01,0.953,34.1,TP,5,2.24,-3.281,22.2,MILD_UP,0.04560340022935779,0.04560340022935779,0.04560340022935779,34.14560340022936,True,0.17326919203101565,-0.23475590904879806,0.12913329520618455,-0.004167580609782728,False,True,False,477361.059,57898.828,197324.54700000002,35745.46
S,200.0,1.3669185214042354,4.0,2926.29,12053,12063,2026-01-23 17:00:00,2026-01-24 03:00:00,2926.29,2987.18,-2.081,-87.23,MH,10,1.233,-3.218,16.2,DOWN,0.20352057793315084,0.20352057793315084,0.20352057793315084,-87.02647942206686,True,0.05903297261953555,0.007150842483733766,0.04847675390346551,0.0020563922082174058,False,False,False,123781.97600000001,31618.652,58237.379,15696.276000000002
L,200.0,1.369206544807284,4.0,2921.4,12131,12137,2026-01-26 23:00:00,2026-01-27 05:00:00,2921.4,2900.17,-0.727,-33.07,MH,6,0.979,-1.248,22.2,DOWN,-0.05261670597886054,-0.05261670597886054,-0.05261670597886054,-33.122616705978864,True,-0.020446600926805503,-0.036603513101960417,-0.022833444732090036,0.001762531461529493,False,False,False,509493.927,88313.463,249538.25400000002,42540.44
S,200.0,1.3914059809586092,4.0,2874.79,12203,12204,2026-01-29 23:00:00,2026-01-30 00:00:00,2874.79,2822.65,1.814,68.55,TP,1,2.774,-0.042,11.1,DOWN,-0.04583873047898873,-0.04583873047898873,0.0,68.504161269521,True,0.10406323294861475,0.13276223302860546,0.11755909110253893,0.011342024988221233,True,False,False,237720.877,211025.277,106491.437,91504.545
S,200.0,1.7460539181449923,4.0,2290.88,12318,12325,2026-02-03 18:00:00,2026-02-04 01:00:00,2290.88,2239.88,2.226,85.05,TP,7,2.476,-1.112,21.2,DOWN,-0.15690272338001848,-0.15690272338001848,-0.15690272338001848,84.89309727661998,True,0.07878402802142936,0.021724755745224367,0.07579029544963056,0.0006717791678662044,False,False,False,603346.2390000001,33408.661,277906.096,16341.432999999999
