side,margin,qty_exact,fee_exact,entry_exact,entry_bar,exit_bar,entry_dt,exit_dt,entry_price,exit_price,pnl_pct,pnl,reason_code,bars_held,mfe_pct,mae_pct,gk_pctile,regime_code,funding,funding_low,funding_high,net,valid,F45,F15,F60,R15,strong,weak,divergent,V45,V15,B45,B15
L,200.0,1.1002855240935023,4.0,3635.42,2083,2087,2024-12-04 07:00:00,2024-12-04 11:00:00,3635.42,3651.03,0.429,13.18,MFE,4,2.101,-0.592,11.1,MILD_UP,-0.7454401470886075,-0.7454401470886075,-0.7454401470886075,12.434559852911391,True,-0.09868557063820038,0.517690997592724,0.05561721164962519,0.005771103536806654,True,False,False,67177.136,22432.822,30273.861,17023.046000000002
L,200.0,1.0727513121089487,4.0,3728.73,2094,2100,2024-12-04 18:00:00,2024-12-05 00:00:00,3728.73,3824.39,2.565,98.62,MFE,6,3.472,-1.026,1.0,MILD_UP,-0.8140225663619525,-0.8140225663619525,0.0,97.80597743363805,True,0.03797457224979861,-0.17004616092860914,-0.006692815648949635,-0.0006378798802501029,False,True,False,108276.98000000001,29607.29,56194.376000000004,12286.342
L,200.0,1.0192796750536395,4.0,3924.34,2118,2125,2024-12-05 18:00:00,2024-12-06 01:00:00,3924.34,3904.55,-0.504,-24.17,MH,7,0.909,-1.579,22.2,MILD_UP,-1.2362945188235475,-1.2362945188235475,-1.2362945188235475,-25.40629451882355,True,-0.029030560915092818,-0.04703553057083809,-0.032071291158418336,0.0004716391883727855,False,False,False,148932.844,30263.122000000003,72304.62,14419.84
S,200.0,1.0433131452239732,4.0,3833.94,2128,2131,2024-12-06 04:00:00,2024-12-06 07:00:00,3833.94,3805.76,0.735,25.4,TP,3,5.711,-0.8,6.1,UP,0.0,0.0,0.0,25.4,True,0.16681318289238212,0.11825084910605888,0.14940803801097446,0.002575549450549497,False,False,False,181673.84900000002,101487.322,75684.128,44743.17999999999
S,200.0,1.0878463090734543,4.0,3676.99,2241,2244,2024-12-10 21:00:00,2024-12-11 00:00:00,3676.99,3568.08,2.962,114.48,TP,3,3.332,-1.509,6.1,MILD_UP,0.3880004618397113,0.0,0.3880004618397113,114.86800046183971,True,0.09184498476917013,0.011731732654379545,0.05767019029461473,0.004580512248538837,False,False,False,177921.691,132360.5,80790.238,65403.841
L,200.0,1.0885064602858416,4.0,3674.76,2259,2268,2024-12-11 15:00:00,2024-12-12 00:00:00,3674.76,3786.75,3.048,117.9,TP,9,3.952,-0.668,24.2,MILD_UP,-0.8096778589872535,-0.8096778589872535,-0.39754106390621424,117.09032214101275,True,0.05514923773936631,0.08654251305910976,0.06345836135077354,0.0009015511582617375,True,False,False,42698.65,15369.347999999998,22526.724,8349.725
L,200.0,1.031097913057824,4.0,3879.36,2279,2281,2024-12-12 11:00:00,2024-12-12 13:00:00,3879.36,3907.74,0.732,25.26,MFE,2,1.76,-0.807,22.2,MILD_UP,0.0,0.0,0.0,25.26,True,0.1495394204296634,0.3702338184807117,0.2829456729752624,0.014742348940622652,True,False,False,53605.50399999999,81927.61300000001,30810.82,56129.993
L,200.0,1.1581345926116804,4.0,3453.83,2579,2581,2024-12-24 23:00:00,2024-12-25 01:00:00,3453.83,3478.26,0.707,24.29,MFE,2,1.839,-0.35,23.2,DOWN,-0.11148045488148971,-0.11148045488148971,-0.11148045488148971,24.178519545118508,True,-0.0011660753047336714,-0.18774443661595475,-0.03977888929528506,-0.0021437342000723003,False,True,False,168142.657,43878.195,83973.295,17820.154
L,200.0,1.144990095835671,4.0,3493.48,2598,2599,2024-12-25 18:00:00,2024-12-25 19:00:00,3493.48,3513.09,0.561,18.45,MFE,1,1.532,-0.091,17.2,DOWN,0.0,0.0,0.0,18.45,True,0.05835590245786926,-0.11658004336901528,0.012573449901364775,0.000538435101386181,False,False,False,27210.478000000003,9645.596000000001,14399.185,4260.5560000000005
S,200.0,1.1886083773118432,4.0,3365.28,2621,2633,2024-12-26 17:00:00,2024-12-27 05:00:00,3365.28,3328.8,1.084,39.36,MHx,12,1.792,-0.522,32.3,DOWN,0.25048804353377074,0.25048804353377074,0.25048804353377074,39.61048804353377,True,0.10900021568508078,-0.13039756914219058,0.07533661086792531,-0.0011125853031646038,False,True,False,336152.13300000003,55003.46400000001,149755.73900000003,31087.891
S,200.0,1.0928513858721636,4.0,3660.15,2910,2915,2025-01-07 18:00:00,2025-01-07 23:00:00,3660.15,3567.95,2.519,96.76,TP,5,4.376,-0.13,6.1,MILD_UP,0.0,0.0,0.0,96.76,True,0.32433709862931703,-0.0042539545137016965,0.19264864349255895,-0.0007053863630770429,False,True,False,40004.292,26754.87,13514.708,13434.342
S,200.0,1.2093360744951023,4.0,3307.6,2931,2941,2025-01-08 15:00:00,2025-01-09 01:00:00,3307.6,3313.17,-0.168,-10.74,MH,10,0.033,-2.337,23.2,MILD_UP,0.8101949339811344,0.8101949339811344,0.8101949339811344,-9.929805066018865,True,0.10130751281100292,0.16938280669376282,0.12439620168045318,0.006007350665196198,True,False,False,161665.72,82972.465,72643.88399999999,34459.178
L,200.0,1.2746931972810793,4.0,3138.01,3070,3078,2025-01-14 10:00:00,2025-01-14 18:00:00,3138.01,3242.52,3.33,129.22,MHx,8,3.755,-0.244,22.2,DOWN,-0.30115578063804765,-0.30115578063804765,-0.30115578063804765,128.91884421936194,True,0.1782544940422719,-0.024976612130320208,0.15315628786896962,-0.0007833222415751795,False,True,False,93027.66300000002,13107.222000000002,54805.130999999994,6389.924000000001
L,200.0,1.1744326022490383,4.0,3405.9,3149,3156,2025-01-17 17:00:00,2025-01-18 00:00:00,3405.9,3420.44,0.427,13.08,MFE,7,1.295,-0.467,8.1,DOWN,-0.40170762500367013,-0.40170762500367013,0.0,12.67829237499633,True,0.032021172705320344,0.07354199777700021,0.0455473357960674,0.0038581588712600645,True,False,False,102394.095,49473.69,52836.43699999999,26556.042
S,200.0,1.2169521433569626,4.0,3286.9,3268,3279,2025-01-22 16:00:00,2025-01-23 03:00:00,3286.9,3248.92,1.155,42.22,BE,11,1.518,-1.364,18.2,MILD_UP,0.3988524141288144,0.3988524141288144,0.7988548480331011,42.61885241412881,True,0.1521877997586666,0.006384221940408663,0.12207450181400714,0.0003649524041239305,False,False,False,74685.08,19439.957,31659.461000000003,9657.923999999999
L,200.0,1.2494260449106194,4.0,3201.47,3408,3414,2025-01-28 12:00:00,2025-01-28 18:00:00,3201.47,3195.71,-0.18,-11.2,MH,6,0.641,-0.613,6.1,DOWN,-0.16149580618462647,-0.16149580618462647,-0.16149580618462647,-11.361495806184626,True,0.11745387143231367,-0.25242819060248467,0.03076329351467466,-0.004056605827948978,False,True,False,104211.83099999999,31901.326,58225.956999999995,11924.266
L,200.0,1.2498828234852981,4.0,3200.3,3456,3464,2025-01-30 12:00:00,2025-01-30 20:00:00,3200.3,3221.16,0.652,22.07,MHx,8,0.896,-0.728,23.2,DOWN,-0.3986763185401368,-0.3986763185401368,-0.3986763185401368,21.671323681459864,True,0.18181698347802344,0.3156307484374894,0.2589444493557975,0.00859430890978019,True,False,False,63952.095,87013.31899999999,37789.835999999996,57238.699
L,200.0,1.4480896077849297,4.0,2762.26,3568,3571,2025-02-04 04:00:00,2025-02-04 07:00:00,2762.26,2867.86,3.823,148.92,TP,3,5.687,-2.485,10.1,DOWN,0.0,0.0,0.0,148.92,True,0.06871329876814691,0.0806986723105716,0.07115556061926642,0.005430707520729161,True,False,False,275243.99700000003,70440.118,147078.46,38062.271
L,200.0,1.429296285973601,4.0,2798.58,3608,3611,2025-02-05 20:00:00,2025-02-05 23:00:00,2798.58,2785.76,-0.458,-22.32,MFE,3,1.051,-1.131,17.2,DOWN,0.0,0.0,0.0,-22.32,True,0.002006359360031462,0.10523434654414854,0.01875804732950148,0.0020947245168705386,True,False,False,177203.051,34326.748999999996,88779.29199999999,18969.551
S,200.0,1.4561869744075138,4.0,2746.9,3635,3636,2025-02-06 23:00:00,2025-02-07 00:00:00,2746.9,2704.25,1.553,58.11,TP,1,2.424,-0.461,20.2,DOWN,-0.30508328457533945,-0.30508328457533945,0.0,57.80491671542466,True,0.05793638368688203,-0.048153637041726594,0.03625146122481904,0.0009892276023595326,False,False,False,248303.261,63792.793,116958.734,33432.324
L,200.0,1.4417895491884527,4.0,2774.33,3658,3662,2025-02-07 22:00:00,2025-02-08 02:00:00,2774.33,2672.94,-3.655,-150.18,SN,4,0.785,-4.118,22.2,DOWN,0.046953797306073755,0.046953797306073755,0.046953797306073755,-150.13304620269395,True,-0.09316596253296394,0.10286232868434664,-0.05468689824068995,0.004780651399970193,True,False,False,284752.97500000003,69546.695,129111.845,38350.215000000004
L,200.0,1.5132656651370073,4.0,2643.29,3725,3731,2025-02-10 17:00:00,2025-02-10 23:00:00,2643.29,2649.48,0.234,5.37,MFE,6,1.603,-0.503,24.2,DOWN,0.0,0.0,0.0,5.37,True,0.027369624457003416,-0.03887333247154112,0.0165920800721977,-0.0009675529602962696,False,True,False,71740.334,13939.942,36851.92,6699.025
S,200.0,1.5192892764764643,4.0,2632.81,3754,3763,2025-02-11 22:00:00,2025-02-12 07:00:00,2632.81,2584.89,1.82,68.8,TP,9,3.036,-1.651,19.2,DOWN,-0.0499772504662319,-0.0499772504662319,-0.0499772504662319,68.75002274953377,True,0.1204322407217403,0.08523712982847409,0.10081349595792932,0.011140031624769398,False,False,False,113912.636,143475.244,50096.941000000006,65622.913
L,200.0,1.4577259475218658,4.0,2744.0,3787,3793,2025-02-13 07:00:00,2025-02-13 13:00:00,2744.0,2720.68,-0.85,-37.99,MH,6,0.456,-1.156,21.2,DOWN,-0.380646,-0.380646,-0.380646,-38.370646,True,0.12446995691375307,-0.1774325008086518,0.07963702587313626,-0.007250256870378169,False,True,False,459285.304,80099.367,258226.26299999998,32943.568
S,200.0,1.5067615926470035,4.0,2654.7,3800,3810,2025-02-13 20:00:00,2025-02-14 06:00:00,2654.7,2665.6,-0.411,-20.42,MH,10,1.657,-0.871,0.0,DOWN,0.040960456508756696,0.040960456508756696,0.040960456508756696,-20.379039543491245,True,0.1428041382092251,0.0502856040364853,0.11673383110409885,0.003476028168591161,False,False,False,114087.03,44760.922,48897.465,21255.046
L,200.0,1.491296421261413,4.0,2682.23,3814,3817,2025-02-14 10:00:00,2025-02-14 13:00:00,2682.23,2698.39,0.602,20.1,MFE,3,1.434,-0.132,24.2,DOWN,0.0,0.0,0.0,20.1,True,0.02136663251166948,0.28884017139554663,0.12134711472837822,0.005329815105640456,True,False,False,41929.44300000001,25028.655,21412.666999999998,16128.968
L,200.0,1.4826950948739523,4.0,2697.79,3939,3945,2025-02-19 15:00:00,2025-02-19 21:00:00,2697.79,2703.32,0.205,4.2,MFE,6,1.421,-0.054,21.2,SIDE,-0.29192348069460056,-0.29192348069460056,-0.29192348069460056,3.9080765193053995,True,0.037511292189553735,0.1202131646759601,0.08224705106159491,0.0040193673962314325,True,False,False,45611.172000000006,53743.989,23661.053,30102.361999999997
L,200.0,1.4575347257648412,4.0,2744.36,3967,3974,2025-02-20 19:00:00,2025-02-21 02:00:00,2744.36,2734.17,-0.371,-18.85,MH,7,0.952,-1.411,0.0,MILD_UP,-0.25307913903423745,-0.25307913903423745,-0.25307913903423745,-19.10307913903424,True,0.09695662475942934,0.16284405716710815,0.11054786220318258,0.0009081393355629963,True,False,False,50011.25,12997.403999999999,27430.086000000003,7556.977
S,200.0,1.475334255417243,4.0,2711.25,3972,3982,2025-02-21 00:00:00,2025-02-21 10:00:00,2711.25,2740.31,-1.072,-46.87,MH,10,0.207,-2.077,31.3,MILD_UP,0.14431090279391426,0.14431090279391426,0.4004806643430152,-46.725689097206086,True,-0.04000972102956446,0.30517177953299424,0.05696154046711199,0.005866715555962965,True,False,False,181198.914,70791.14600000001,94224.316,24593.843
L,200.0,1.4519108962282985,4.0,2754.99,3986,3990,2025-02-21 14:00:00,2025-02-21 18:00:00,2754.99,2780.72,0.934,33.36,MFE,4,2.755,-0.306,17.2,MILD_UP,-0.2649513442880011,-0.2649513442880011,-0.2649513442880011,33.095048655712,True,0.0575252973569218,0.2493799034257871,0.13896601783151596,0.00017425966868866993,True,False,False,34658.265,25563.760000000002,18325.996,15969.424
S,200.0,1.644770657291474,4.0,2431.95,4113,4115,2025-02-26 21:00:00,2025-02-26 23:00:00,2431.95,2434.73,-0.114,-8.57,TP,2,2.618,-0.29,3.0,DOWN,0.0,0.0,0.0,-8.57,True,0.09870539288874813,0.04271611824987509,0.07242404821082771,0.00612601861917339,False,False,False,152422.614,134841.817,68688.84,64540.94899999999
L,200.0,1.6961010876248226,4.0,2358.35,4134,4140,2025-02-27 18:00:00,2025-02-28 00:00:00,2358.35,2322.32,-1.528,-65.11,MH,6,0.979,-2.912,9.1,DOWN,-0.1980305389704044,-0.1980305389704044,0.0,-65.3080305389704,True,0.12005150338560311,-0.12785188397782477,0.07758437253342021,-0.0005848126692461486,False,True,False,90013.5,18607.305,50409.878,8114.1630000000005
S,200.0,1.733477789815818,4.0,2307.5,4139,4145,2025-02-27 23:00:00,2025-02-28 05:00:00,2307.5,2255.1,2.271,86.83,TP,6,2.962,-1.277,14.1,DOWN,0.20239450556049976,0.20239450556049976,0.20239450556049976,87.0323945055605,True,0.023768598582686207,0.07057004899983388,0.041524451146867314,0.008805841924398594,True,False,False,209528.466,128086.761,102274.13399999999,59523.835999999996
S,200.0,1.8972901952785934,4.0,2108.27,4240,4246,2025-03-04 04:00:00,2025-03-04 10:00:00,2108.27,2055.65,2.496,95.84,TP,6,4.005,-3.057,26.3,DOWN,-0.17558532370142343,-0.17558532370142343,-0.17558532370142343,95.66441467629858,True,0.017467253726233145,0.14721313492454502,0.07866732110348251,0.03505046113005461,True,False,False,453182.86,404617.292,222633.5,172526.156
L,200.0,1.8268176835951773,4.0,2189.6,4275,4278,2025-03-05 15:00:00,2025-03-05 18:00:00,2189.6,2238.03,2.212,84.47,MFE,3,3.297,-0.107,1.0,DOWN,-0.288110787575258,-0.288110787575258,-0.288110787575258,84.18188921242474,True,-0.1198240892514989,0.38257235210230234,0.14550669593388177,0.004477392836171434,True,False,False,50667.967000000004,56709.064,22298.362,39202.191999999995
L,200.0,1.9284543438434096,4.0,2074.2,4396,4398,2025-03-10 16:00:00,2025-03-10 18:00:00,2074.2,2100.98,1.291,47.64,MFE,2,3.799,-1.323,19.2,DOWN,0.0,-0.10300996031005206,0.0,47.64,True,0.027448198588416295,0.018008148617737696,0.02573158715553925,0.0020967601673542724,False,False,False,67962.675,15105.384,34914.064,7688.701999999999
L,200.0,2.0874974558624757,4.0,1916.17,4422,4426,2025-03-11 18:00:00,2025-03-11 22:00:00,1916.17,1902.49,-0.714,-32.56,MFE,4,2.797,-2.673,10.1,DOWN,0.0,0.0,0.0,-32.56,True,0.09030233034938684,-0.09874416373720052,0.06609179251931208,-0.0013186011361859817,False,True,False,234012.034,34370.882,127571.93299999999,15488.479
L,200.0,2.111029601912593,4.0,1894.81,4490,4497,2025-03-14 14:00:00,2025-03-14 21:00:00,1894.81,1901.8,0.369,10.76,BE,7,0.707,-0.393,23.2,DOWN,-0.3068054428676227,-0.3068054428676227,-0.3068054428676227,10.453194557132377,True,0.026881826715195345,-0.03287589446502426,0.017332543327418515,-0.0008805787564329925,False,True,False,67175.792,12776.352,34490.8,6178.159
S,200.0,2.108048000252966,4.0,1897.49,4587,4599,2025-03-18 15:00:00,2025-03-19 03:00:00,1897.49,1889.46,0.423,12.93,MHx,12,1.389,-0.781,24.2,DOWN,0.22259508748136309,0.22259508748136309,0.22259508748136309,13.152595087481362,True,0.19367053818529179,-0.018864136887750682,0.15050424244678662,-0.0003637705609447206,False,True,False,115942.875,29549.934,46744.077999999994,15053.684000000001
L,200.0,2.0274928024005514,4.0,1972.88,4615,4617,2025-03-19 19:00:00,2025-03-19 21:00:00,1972.88,2003.11,1.532,57.29,MFE,2,3.034,-0.009,20.2,DOWN,0.0,0.0,0.0,57.29,True,0.1703065724549242,-0.027117372331516898,0.12678505195479062,0.001975632176902886,False,False,False,499619.25,141285.555,292353.84599999996,68727.131
S,200.0,1.9840187291368032,4.0,2016.11,4634,4639,2025-03-20 14:00:00,2025-03-20 19:00:00,2016.11,1981.71,1.706,64.25,TP,5,2.272,-0.271,26.3,DOWN,0.06182297414327591,0.06182297414327591,0.06182297414327591,64.31182297414328,True,-0.12646613497130388,-0.2289017394149091,-0.1522098891950492,-0.0006948890907374494,False,True,False,79114.47600000001,26556.976000000002,44559.888999999996,16317.956999999999
S,200.0,1.9732525615284815,4.0,2027.11,4786,4792,2025-03-26 22:00:00,2025-03-27 04:00:00,2027.11,1998.9,1.392,51.67,TP,6,2.304,-0.482,10.1,MILD_UP,-0.08872842717927198,-0.08872842717927198,-0.08872842717927198,51.58127157282073,True,0.032734353104706404,0.10999014725046796,0.07886330446857026,0.012846422432054694,True,False,False,166706.059,247052.865,80624.522,109939.742
S,200.0,2.0009804804354134,4.0,1999.02,4824,4825,2025-03-28 12:00:00,2025-03-28 13:00:00,1999.02,1936.31,3.137,121.48,TP,1,5.119,-0.243,25.3,MILD_UP,0.0,0.0,0.0,121.48,True,0.11456198217738556,-0.1358064257532785,0.08947226319890877,-0.0005155180956861738,False,True,False,103605.33899999999,11538.725,45868.053,6552.879
L,200.0,2.154243860404998,4.0,1856.8,4923,4927,2025-04-01 15:00:00,2025-04-01 19:00:00,1856.8,1872.49,0.845,29.8,MFE,4,1.864,-0.288,4.0,DOWN,-0.11486887725464735,-0.11486887725464735,-0.11486887725464735,29.685131122745354,True,0.19736841307964093,-0.07947659901234749,0.12556804453592663,-0.0021549755214127497,False,True,False,151828.388,53165.662000000004,90897.258,24470.118000000002
S,200.0,2.1562412402699613,4.0,1855.08,4946,4956,2025-04-02 14:00:00,2025-04-03 00:00:00,1855.08,1900.09,-2.426,-101.05,MH,10,0.237,-3.392,24.2,DOWN,0.17280833721456645,-0.0018089558401804772,0.17280833721456645,-100.87719166278544,True,0.21439460243083985,0.16414519640277925,0.2063172152949122,0.0026397991387050457,False,False,False,281498.56999999995,53916.625,110573.398,22533.235
S,200.0,2.2316571728251104,4.0,1792.39,4975,4977,2025-04-03 19:00:00,2025-04-03 21:00:00,1792.39,1758.57,1.887,71.47,TP,2,2.506,-0.526,4.0,DOWN,0.0,0.0,0.0,71.47,True,0.09300958065372944,0.07503436421313936,0.08926978919340611,0.0032254656070827004,False,False,False,219241.51100000003,57596.98299999999,99424.975,26637.614999999998
L,200.0,2.2015763286513144,4.0,1816.88,4996,5002,2025-04-04 16:00:00,2025-04-04 22:00:00,1816.88,1801.33,-0.856,-38.23,MH,6,0.981,-3.267,10.1,DOWN,0.0,0.0,0.08371953921007441,-38.23,True,0.09952953402268383,0.07555301453355168,0.09220221363612979,0.0015986945831818478,False,False,False,156792.847,69004.606,86199.18299999999,37109.056000000004
L,200.0,2.54741373820229,4.0,1570.22,5081,5087,2025-04-08 05:00:00,2025-04-08 11:00:00,1570.22,1588.95,1.193,43.71,MFE,6,3.043,-1.912,15.2,DOWN,0.017321616588758266,0.017321616588758266,0.017321616588758266,43.72732161658876,True,0.16742814786635085,-0.30071234821030735,0.10287711158607293,-0.004160377478151678,False,True,False,236566.35700000002,37836.973,138087.112,13229.464
S,200.0,2.613798240913784,4.0,1530.34,5099,5101,2025-04-08 23:00:00,2025-04-09 01:00:00,1530.34,1486.0,2.897,111.9,TP,2,3.208,-0.531,26.3,DOWN,-0.05718054314727447,-0.05718054314727447,-0.05718054314727447,111.84281945685274,True,0.04660476397732094,0.1195397728912353,0.06896281649739988,0.010353412875480972,True,False,False,465166.86600000004,205631.694,221743.93699999998,90525.264
L,200.0,2.6928229536228567,4.0,1485.43,5119,5123,2025-04-09 19:00:00,2025-04-09 23:00:00,1485.43,1470.35,-1.015,-44.61,MFE,4,1.05,-3.124,23.2,DOWN,0.0,0.0,0.0,-44.61,True,-0.08111491602067766,-0.02063629346280338,-0.05452495209825159,0.004721160675031255,False,False,False,192601.161,151120.113,88489.16699999999,74000.777
S,200.0,2.512562814070352,4.0,1592.0,5141,5146,2025-04-10 17:00:00,2025-04-10 22:00:00,1592.0,1568.24,1.492,55.7,TP,5,2.324,-2.237,17.2,DOWN,0.0,0.0,0.0,55.7,True,-0.02105430681686027,-0.18439305972981712,-0.05245686814743333,-0.001654743703479955,False,True,False,169509.309,40345.460999999996,86539.105,23892.442
L,200.0,2.577336194176509,4.0,1551.99,5164,5165,2025-04-11 16:00:00,2025-04-11 17:00:00,1551.99,1550.79,-0.077,-7.09,MFE,1,1.31,-1.0,6.1,DOWN,0.0,0.0,0.23428000000000002,-7.09,True,0.024611758832784547,-0.1249549282655561,-0.013477566710271893,-0.002500192816926816,False,True,False,106655.80699999999,36441.907999999996,54640.397000000004,15944.156
L,200.0,2.442643673247556,4.0,1637.57,5237,5240,2025-04-14 17:00:00,2025-04-14 20:00:00,1637.57,1674.63,2.263,86.52,MFE,3,3.298,-0.426,9.1,DOWN,0.0,0.0,0.0,86.52,True,0.05877704298441233,-0.06436677337666497,0.02959999155819104,-0.0006590791200073998,False,True,False,134068.228,41628.714,70974.181,19474.604
L,200.0,2.4276116549635556,4.0,1647.71,5262,5267,2025-04-15 18:00:00,2025-04-15 23:00:00,1647.71,1619.57,-1.708,-72.31,MH,5,0.787,-2.895,0.0,DOWN,0.0,0.0,0.0,-72.31,True,0.04550838630531917,0.027417139075125663,0.041493412720001066,0.0046093345120872264,False,False,False,148521.9,42362.881,77640.446,21762.175
S,200.0,2.4697913643744944,4.0,1619.57,5267,5273,2025-04-15 23:00:00,2025-04-16 05:00:00,1619.57,1594.39,1.555,58.19,TP,6,2.103,-0.704,33.3,DOWN,0.013404467852578154,0.013404467852578154,0.013404467852578154,58.20340446785258,True,0.023739606866896024,0.1240021640972383,0.03717611032060897,0.0031697769461815906,True,False,False,667832.5419999999,103348.40600000002,325989.23000000004,45266.490000000005
L,200.0,2.502674733621558,4.0,1598.29,5306,5312,2025-04-17 14:00:00,2025-04-17 20:00:00,1598.29,1592.5,-0.362,-18.49,MH,6,0.726,-0.663,2.0,DOWN,-0.20771029437711555,-0.20771029437711555,-0.20771029437711555,-18.697710294377114,True,0.03072904966314649,-0.1378263310068134,-0.004971558137046417,-0.0010125569563288472,False,True,False,131254.954,35270.706,67644.147,15204.737
