bar,decision_ts,daily_debit,L_month_debit,S_month_debit
4259,2025-03-04 23:00:00,-0.1755853237014234,0.0,-0.1755853237014234
4260,2025-03-05 00:00:00,-0.1755853237014234,0.0,-0.1755853237014234
4261,2025-03-05 01:00:00,0.0,0.0,-0.1755853237014234
4262,2025-03-05 02:00:00,0.0,0.0,-0.1755853237014234
4263,2025-03-05 03:00:00,0.0,0.0,-0.1755853237014234
4264,2025-03-05 04:00:00,0.0,0.0,-0.1755853237014234
4265,2025-03-05 05:00:00,0.0,0.0,-0.1755853237014234
4266,2025-03-05 06:00:00,0.0,0.0,-0.1755853237014234
4267,2025-03-05 07:00:00,0.0,0.0,-0.1755853237014234
4268,2025-03-05 08:00:00,0.0,0.0,-0.1755853237014234
4269,2025-03-05 09:00:00,0.0,0.0,-0.1755853237014234
4270,2025-03-05 10:00:00,0.0,0.0,-0.1755853237014234
4271,2025-03-05 11:00:00,0.0,0.0,-0.1755853237014234
4272,2025-03-05 12:00:00,0.0,0.0,-0.1755853237014234
4273,2025-03-05 13:00:00,0.0,0.0,-0.1755853237014234
4274,2025-03-05 14:00:00,0.0,0.0,-0.1755853237014234
4275,2025-03-05 15:00:00,0.0,0.0,-0.1755853237014234
4276,2025-03-05 16:00:00,0.0,0.0,-0.1755853237014234
4277,2025-03-05 17:00:00,-0.288110787575258,-0.288110787575258,-0.1755853237014234
4278,2025-03-05 18:00:00,-0.288110787575258,-0.288110787575258,-0.1755853237014234
4279,2025-03-05 19:00:00,-0.288110787575258,-0.288110787575258,-0.1755853237014234
4280,2025-03-05 20:00:00,-0.288110787575258,-0.288110787575258,-0.1755853237014234
4281,2025-03-05 21:00:00,-0.288110787575258,-0.288110787575258,-0.1755853237014234
4282,2025-03-05 22:00:00,-0.288110787575258,-0.288110787575258,-0.1755853237014234
4283,2025-03-05 23:00:00,-0.288110787575258,-0.288110787575258,-0.1755853237014234
4284,2025-03-06 00:00:00,-0.288110787575258,-0.288110787575258,-0.1755853237014234
4285,2025-03-06 01:00:00,0.0,-0.288110787575258,-0.1755853237014234
4286,2025-03-06 02:00:00,0.0,-0.288110787575258,-0.1755853237014234
4287,2025-03-06 03:00:00,0.0,-0.288110787575258,-0.1755853237014234
4288,2025-03-06 04:00:00,0.0,-0.288110787575258,-0.1755853237014234
4289,2025-03-06 05:00:00,0.0,-0.288110787575258,-0.1755853237014234
4290,2025-03-06 06:00:00,0.0,-0.288110787575258,-0.1755853237014234
4291,2025-03-06 07:00:00,0.0,-0.288110787575258,-0.1755853237014234
4292,2025-03-06 08:00:00,0.0,-0.288110787575258,-0.1755853237014234
4293,2025-03-06 09:00:00,0.0,-0.288110787575258,-0.1755853237014234
4294,2025-03-06 10:00:00,0.0,-0.288110787575258,-0.1755853237014234
4295,2025-03-06 11:00:00,0.0,-0.288110787575258,-0.1755853237014234
4296,2025-03-06 12:00:00,0.0,-0.288110787575258,-0.1755853237014234
4297,2025-03-06 13:00:00,0.0,-0.288110787575258,-0.1755853237014234
4298,2025-03-06 14:00:00,0.0,-0.288110787575258,-0.1755853237014234
4299,2025-03-06 15:00:00,0.0,-0.288110787575258,-0.1755853237014234
4300,2025-03-06 16:00:00,0.0,-0.288110787575258,-0.1755853237014234
4301,2025-03-06 17:00:00,0.0,-0.288110787575258,-0.1755853237014234
4302,2025-03-06 18:00:00,0.0,-0.288110787575258,-0.1755853237014234
4303,2025-03-06 19:00:00,0.0,-0.288110787575258,-0.1755853237014234
4304,2025-03-06 20:00:00,0.0,-0.288110787575258,-0.1755853237014234
4305,2025-03-06 21:00:00,0.0,-0.288110787575258,-0.1755853237014234
4306,2025-03-06 22:00:00,0.0,-0.288110787575258,-0.1755853237014234
4307,2025-03-06 23:00:00,0.0,-0.288110787575258,-0.1755853237014234
4308,2025-03-07 00:00:00,0.0,-0.288110787575258,-0.1755853237014234
4309,2025-03-07 01:00:00,0.0,-0.288110787575258,-0.1755853237014234
4310,2025-03-07 02:00:00,0.0,-0.288110787575258,-0.1755853237014234
4311,2025-03-07 03:00:00,0.0,-0.288110787575258,-0.1755853237014234
4312,2025-03-07 04:00:00,0.0,-0.288110787575258,-0.1755853237014234
4313,2025-03-07 05:00:00,0.0,-0.288110787575258,-0.1755853237014234
4314,2025-03-07 06:00:00,0.0,-0.288110787575258,-0.1755853237014234
4315,2025-03-07 07:00:00,0.0,-0.288110787575258,-0.1755853237014234
4316,2025-03-07 08:00:00,0.0,-0.288110787575258,-0.1755853237014234
4317,2025-03-07 09:00:00,0.0,-0.288110787575258,-0.1755853237014234
4318,2025-03-07 10:00:00,0.0,-0.288110787575258,-0.1755853237014234
4319,2025-03-07 11:00:00,0.0,-0.288110787575258,-0.1755853237014234
4320,2025-03-07 12:00:00,0.0,-0.288110787575258,-0.1755853237014234
4321,2025-03-07 13:00:00,0.0,-0.288110787575258,-0.1755853237014234
4322,2025-03-07 14:00:00,0.0,-0.288110787575258,-0.1755853237014234
4323,2025-03-07 15:00:00,0.0,-0.288110787575258,-0.1755853237014234
4324,2025-03-07 16:00:00,0.0,-0.288110787575258,-0.1755853237014234
4325,2025-03-07 17:00:00,0.0,-0.288110787575258,-0.1755853237014234
4326,2025-03-07 18:00:00,0.0,-0.288110787575258,-0.1755853237014234
4327,2025-03-07 19:00:00,0.0,-0.288110787575258,-0.1755853237014234
4328,2025-03-07 20:00:00,0.0,-0.288110787575258,-0.1755853237014234
4329,2025-03-07 21:00:00,0.0,-0.288110787575258,-0.1755853237014234
4330,2025-03-07 22:00:00,0.0,-0.288110787575258,-0.1755853237014234
4331,2025-03-07 23:00:00,0.0,-0.288110787575258,-0.1755853237014234
4332,2025-03-08 00:00:00,0.0,-0.288110787575258,-0.1755853237014234
4333,2025-03-08 01:00:00,0.0,-0.288110787575258,-0.1755853237014234
4334,2025-03-08 02:00:00,0.0,-0.288110787575258,-0.1755853237014234
4335,2025-03-08 03:00:00,0.0,-0.288110787575258,-0.1755853237014234
4336,2025-03-08 04:00:00,0.0,-0.288110787575258,-0.1755853237014234
4337,2025-03-08 05:00:00,0.0,-0.288110787575258,-0.1755853237014234
4338,2025-03-08 06:00:00,0.0,-0.288110787575258,-0.1755853237014234
4339,2025-03-08 07:00:00,0.0,-0.288110787575258,-0.1755853237014234
4340,2025-03-08 08:00:00,0.0,-0.288110787575258,-0.1755853237014234
4341,2025-03-08 09:00:00,0.0,-0.288110787575258,-0.1755853237014234
4342,2025-03-08 10:00:00,0.0,-0.288110787575258,-0.1755853237014234
4343,2025-03-08 11:00:00,0.0,-0.288110787575258,-0.1755853237014234
4344,2025-03-08 12:00:00,0.0,-0.288110787575258,-0.1755853237014234
4345,2025-03-08 13:00:00,0.0,-0.288110787575258,-0.1755853237014234
4346,2025-03-08 14:00:00,0.0,-0.288110787575258,-0.1755853237014234
4347,2025-03-08 15:00:00,0.0,-0.288110787575258,-0.1755853237014234
4348,2025-03-08 16:00:00,0.0,-0.288110787575258,-0.1755853237014234
4349,2025-03-08 17:00:00,0.0,-0.288110787575258,-0.1755853237014234
4350,2025-03-08 18:00:00,0.0,-0.288110787575258,-0.1755853237014234
4351,2025-03-08 19:00:00,0.0,-0.288110787575258,-0.1755853237014234
4352,2025-03-08 20:00:00,0.0,-0.288110787575258,-0.1755853237014234
4353,2025-03-08 21:00:00,0.0,-0.288110787575258,-0.1755853237014234
4354,2025-03-08 22:00:00,0.0,-0.288110787575258,-0.1755853237014234
4355,2025-03-08 23:00:00,0.0,-0.288110787575258,-0.1755853237014234
4356,2025-03-09 00:00:00,0.0,-0.288110787575258,-0.1755853237014234
4357,2025-03-09 01:00:00,0.0,-0.288110787575258,-0.1755853237014234
4358,2025-03-09 02:00:00,0.0,-0.288110787575258,-0.1755853237014234
4359,2025-03-09 03:00:00,0.0,-0.288110787575258,-0.1755853237014234
4360,2025-03-09 04:00:00,0.0,-0.288110787575258,-0.1755853237014234
4361,2025-03-09 05:00:00,0.0,-0.288110787575258,-0.1755853237014234
4362,2025-03-09 06:00:00,0.0,-0.288110787575258,-0.1755853237014234
4363,2025-03-09 07:00:00,0.0,-0.288110787575258,-0.1755853237014234
4364,2025-03-09 08:00:00,0.0,-0.288110787575258,-0.1755853237014234
4365,2025-03-09 09:00:00,0.0,-0.288110787575258,-0.1755853237014234
4366,2025-03-09 10:00:00,0.0,-0.288110787575258,-0.1755853237014234
4367,2025-03-09 11:00:00,0.0,-0.288110787575258,-0.1755853237014234
4368,2025-03-09 12:00:00,0.0,-0.288110787575258,-0.1755853237014234
4369,2025-03-09 13:00:00,0.0,-0.288110787575258,-0.1755853237014234
4370,2025-03-09 14:00:00,0.0,-0.288110787575258,-0.1755853237014234
4371,2025-03-09 15:00:00,0.0,-0.288110787575258,-0.1755853237014234
4372,2025-03-09 16:00:00,0.0,-0.288110787575258,-0.1755853237014234
4373,2025-03-09 17:00:00,0.0,-0.288110787575258,-0.1755853237014234
4374,2025-03-09 18:00:00,0.0,-0.288110787575258,-0.1755853237014234
4375,2025-03-09 19:00:00,0.0,-0.288110787575258,-0.1755853237014234
4376,2025-03-09 20:00:00,0.0,-0.288110787575258,-0.1755853237014234
4377,2025-03-09 21:00:00,0.0,-0.288110787575258,-0.1755853237014234
4378,2025-03-09 22:00:00,0.0,-0.288110787575258,-0.1755853237014234
4379,2025-03-09 23:00:00,0.0,-0.288110787575258,-0.1755853237014234
4380,2025-03-10 00:00:00,0.0,-0.288110787575258,-0.1755853237014234
4381,2025-03-10 01:00:00,0.0,-0.288110787575258,-0.1755853237014234
4382,2025-03-10 02:00:00,0.0,-0.288110787575258,-0.1755853237014234
4383,2025-03-10 03:00:00,0.0,-0.288110787575258,-0.1755853237014234
4384,2025-03-10 04:00:00,0.0,-0.288110787575258,-0.1755853237014234
4385,2025-03-10 05:00:00,0.0,-0.288110787575258,-0.1755853237014234
4386,2025-03-10 06:00:00,0.0,-0.288110787575258,-0.1755853237014234
4387,2025-03-10 07:00:00,0.0,-0.288110787575258,-0.1755853237014234
4388,2025-03-10 08:00:00,0.0,-0.288110787575258,-0.1755853237014234
4389,2025-03-10 09:00:00,0.0,-0.288110787575258,-0.1755853237014234
4390,2025-03-10 10:00:00,0.0,-0.288110787575258,-0.1755853237014234
4391,2025-03-10 11:00:00,0.0,-0.288110787575258,-0.1755853237014234
4392,2025-03-10 12:00:00,0.0,-0.288110787575258,-0.1755853237014234
4393,2025-03-10 13:00:00,0.0,-0.288110787575258,-0.1755853237014234
4394,2025-03-10 14:00:00,0.0,-0.288110787575258,-0.1755853237014234
4395,2025-03-10 15:00:00,0.0,-0.288110787575258,-0.1755853237014234
4396,2025-03-10 16:00:00,0.0,-0.288110787575258,-0.1755853237014234
4397,2025-03-10 17:00:00,0.0,-0.288110787575258,-0.1755853237014234
4398,2025-03-10 18:00:00,0.0,-0.288110787575258,-0.1755853237014234
4399,2025-03-10 19:00:00,0.0,-0.288110787575258,-0.1755853237014234
4400,2025-03-10 20:00:00,0.0,-0.288110787575258,-0.1755853237014234
4401,2025-03-10 21:00:00,0.0,-0.288110787575258,-0.1755853237014234
4402,2025-03-10 22:00:00,0.0,-0.288110787575258,-0.1755853237014234
4403,2025-03-10 23:00:00,0.0,-0.288110787575258,-0.1755853237014234
4404,2025-03-11 00:00:00,0.0,-0.288110787575258,-0.1755853237014234
4405,2025-03-11 01:00:00,0.0,-0.288110787575258,-0.1755853237014234
4406,2025-03-11 02:00:00,0.0,-0.288110787575258,-0.1755853237014234
4407,2025-03-11 03:00:00,0.0,-0.288110787575258,-0.1755853237014234
4408,2025-03-11 04:00:00,0.0,-0.288110787575258,-0.1755853237014234
4409,2025-03-11 05:00:00,0.0,-0.288110787575258,-0.1755853237014234
4410,2025-03-11 06:00:00,0.0,-0.288110787575258,-0.1755853237014234
4411,2025-03-11 07:00:00,0.0,-0.288110787575258,-0.1755853237014234
4412,2025-03-11 08:00:00,0.0,-0.288110787575258,-0.1755853237014234
4413,2025-03-11 09:00:00,0.0,-0.288110787575258,-0.1755853237014234
4414,2025-03-11 10:00:00,0.0,-0.288110787575258,-0.1755853237014234
4415,2025-03-11 11:00:00,0.0,-0.288110787575258,-0.1755853237014234
4416,2025-03-11 12:00:00,0.0,-0.288110787575258,-0.1755853237014234
4417,2025-03-11 13:00:00,0.0,-0.288110787575258,-0.1755853237014234
4418,2025-03-11 14:00:00,0.0,-0.288110787575258,-0.1755853237014234
4419,2025-03-11 15:00:00,0.0,-0.288110787575258,-0.1755853237014234
4420,2025-03-11 16:00:00,0.0,-0.288110787575258,-0.1755853237014234
4421,2025-03-11 17:00:00,0.0,-0.288110787575258,-0.1755853237014234
4422,2025-03-11 18:00:00,0.0,-0.288110787575258,-0.1755853237014234
4423,2025-03-11 19:00:00,0.0,-0.288110787575258,-0.1755853237014234
