total_pnl,trades,win_rate,profit_factor,max_drawdown,avg_duration_bars,long_trades,short_trades,long_pnl,short_pnl,real_sl_count,real_sl_pnl,breakeven_sl_count,breakeven_sl_pnl
8922.57,270,90.4,18.24,-262.75,2.1,176,94,6226.35,2696.22,255,8457.72,3,1.72
