total_pnl,trades,win_rate,profit_factor,max_drawdown,avg_duration_bars,long_trades,short_trades,long_pnl,short_pnl,real_sl_count,real_sl_pnl,breakeven_sl_count,breakeven_sl_pnl
-690.03,219,53.4,0.73,-735.45,5.9,125,94,-1054.4,364.37,99,-2563.8,24,26.31
