total_pnl,trades,win_rate,profit_factor,max_drawdown,avg_duration_bars,long_trades,short_trades,long_pnl,short_pnl
-2433.17,1788,35.6,0.6,-2519.53,4.8,1016,772,-1500.61,-932.56
