side,entry_price,entry_time,exit_price,exit_time,exit_reason,pnl,tp1_done,duration_bars
long,110753.42,2025-09-07 07:00:00+00:00,111202.02,2025-09-07 17:00:00+00:00,atr_trail,6.0562601859157885,True,10
long,116058.01,2025-09-15 04:00:00+00:00,116058.01,2025-09-15 06:00:00+00:00,stop_loss,-0.9674259474698476,True,2
long,115905.88,2025-09-16 15:00:00+00:00,116258.12,2025-09-17 12:00:00+00:00,atr_trail,4.593394650408065,True,21
long,109639.0,2025-09-28 13:00:00+00:00,110447.89285714286,2025-09-28 20:00:00+00:00,atr_trail,12.042734011489612,True,7
long,113595.05,2025-09-30 14:00:00+00:00,112956.35535714286,2025-09-30 15:00:00+00:00,stop_loss,-12.845113987927098,False,1
long,120038.6,2025-10-03 08:00:00+00:00,120038.6,2025-10-03 14:00:00+00:00,stop_loss,-0.8345831138602756,True,6
long,112338.1,2025-10-12 14:00:00+00:00,114810.61,2025-10-13 11:00:00+00:00,atr_trail,39.51264375767685,True,21
long,115345.79,2025-10-13 13:00:00+00:00,114197.49178571429,2025-10-13 14:00:00+00:00,stop_loss,-21.51053534395503,False,1
long,107401.47,2025-10-19 09:00:00+00:00,107401.47,2025-10-19 13:00:00+00:00,stop_loss,-0.6747240237959414,True,4
long,112170.52,2025-10-21 14:00:00+00:00,112170.52,2025-10-21 17:00:00+00:00,stop_loss,0.1609758020964145,True,3
long,108783.36,2025-10-22 13:00:00+00:00,107762.43642857143,2025-10-22 14:00:00+00:00,stop_loss,-20.36984809861683,False,1
long,110670.27,2025-11-02 04:00:00+00:00,110670.27,2025-11-02 09:00:00+00:00,stop_loss,-1.0568317992847525,True,5
long,102873.14,2025-11-13 14:00:00+00:00,101513.4842857143,2025-11-13 15:00:00+00:00,stop_loss,-28.03363883489326,False,1
long,86616.44,2025-11-24 15:00:00+00:00,87384.81,2025-11-25 08:00:00+00:00,atr_trail,16.198829941686313,True,17
long,87820.01,2025-11-26 16:00:00+00:00,90986.56,2025-11-27 13:00:00+00:00,atr_trail,64.67543573009655,True,21
long,91690.0,2025-11-28 08:00:00+00:00,92377.0,2025-11-28 14:00:00+00:00,atr_trail,12.815756508732841,True,6
long,91063.5,2025-11-29 15:00:00+00:00,90630.525,2025-11-29 17:00:00+00:00,stop_loss,-11.10929845657164,False,2
long,92971.49,2025-12-04 15:00:00+00:00,92004.00928571429,2025-12-04 17:00:00+00:00,stop_loss,-22.412417103043463,False,2
long,90004.76,2025-12-06 14:00:00+00:00,89567.08785714285,2025-12-06 15:00:00+00:00,stop_loss,-11.325533246400463,False,1
long,89554.52,2025-12-07 15:00:00+00:00,91439.05,2025-12-07 21:00:00+00:00,atr_trail,37.42275396038077,True,6
long,92707.51,2025-12-09 15:00:00+00:00,93800.83,2025-12-09 20:00:00+00:00,atr_trail,21.008060555180602,True,5
long,90710.5,2025-12-11 18:00:00+00:00,92108.47678571429,2025-12-11 21:00:00+00:00,atr_trail,27.41626682058386,True,3
long,89242.32,2025-12-15 01:00:00+00:00,89242.32,2025-12-15 03:00:00+00:00,stop_loss,-0.3073397464341967,True,2
long,87297.99,2025-12-16 14:00:00+00:00,87297.99,2025-12-16 17:00:00+00:00,stop_loss,-0.021145124385355984,True,3
long,86891.39,2025-12-19 03:00:00+00:00,86891.39,2025-12-19 17:00:00+00:00,stop_loss,0.9450524252994861,True,14
long,88003.63,2025-12-23 16:00:00+00:00,87222.30035714286,2025-12-23 17:00:00+00:00,stop_loss,-19.356759416791068,False,1
long,87283.23,2025-12-24 16:00:00+00:00,87283.23,2025-12-25 10:00:00+00:00,stop_loss,-0.5816355002313408,True,18
long,87638.25,2025-12-25 13:00:00+00:00,88371.27,2025-12-25 16:00:00+00:00,atr_trail,13.946171742524445,True,3
long,89199.99,2025-12-26 02:00:00+00:00,88410.23785714287,2025-12-26 07:00:00+00:00,stop_loss,-19.307449134403143,False,5
long,87877.01,2025-12-27 23:00:00+00:00,87617.53785714286,2025-12-28 05:00:00+00:00,stop_loss,-7.505347550107489,False,6
long,87900.09,2025-12-28 22:00:00+00:00,87900.09,2025-12-29 01:00:00+00:00,stop_loss,-1.1496900433857777,True,3
long,87872.68,2025-12-30 08:00:00+00:00,88875.82,2025-12-30 15:00:00+00:00,atr_trail,19.708626786586763,True,7
