side,entry_price,entry_time,exit_price,exit_time,exit_reason,pnl,tp1_done
short,111213.71,2025-10-15 19:35:00+00:00,110699.17,2025-10-16 01:00:00+00:00,ema9_trail,8.21762693004062,True
short,111060.54,2025-10-15 20:25:00+00:00,111060.54,2025-10-16 09:40:00+00:00,stop_loss,-0.060236191900375324,True
short,108349.47,2025-10-16 19:00:00+00:00,105448.0,2025-10-17 08:30:00+00:00,ema9_trail,48.72245065105404,True
short,108071.6,2025-10-17 00:00:00+00:00,105448.0,2025-10-17 08:30:00+00:00,ema9_trail,44.088094083657865,True
short,106627.0,2025-10-19 08:20:00+00:00,106359.99,2025-10-19 09:30:00+00:00,ema9_trail,3.6008992629847647,True
short,107953.85,2025-10-21 08:00:00+00:00,109230.55714285714,2025-10-21 12:20:00+00:00,stop_loss,-25.252832073281986,False
short,108316.01,2025-10-21 13:05:00+00:00,109788.70285714285,2025-10-21 14:10:00+00:00,stop_loss,-28.792524117955566,False
short,108366.43,2025-10-22 05:05:00+00:00,107966.45,2025-10-22 11:10:00+00:00,ema9_trail,6.868425138670652,True
short,107738.01,2025-10-22 13:30:00+00:00,109099.24142857143,2025-10-22 15:00:00+00:00,stop_loss,-26.869288500343348,False
short,111524.76,2025-10-29 18:05:00+00:00,111071.64,2025-10-29 18:50:00+00:00,ema9_trail,7.072500809941787,True
short,109427.1,2025-10-29 18:35:00+00:00,110942.92571428572,2025-10-29 18:50:00+00:00,stop_loss,-29.304758954330662,False
short,110460.76,2025-10-30 01:55:00+00:00,109006.89,2025-10-30 05:10:00+00:00,ema9_trail,23.84787333141128,True
short,110708.05,2025-10-30 03:00:00+00:00,109006.89,2025-10-30 05:10:00+00:00,ema9_trail,27.800661082395216,True
short,110740.99,2025-10-30 03:15:00+00:00,109006.89,2025-10-30 05:10:00+00:00,ema9_trail,28.327327335098488,True
short,107476.04,2025-11-03 07:40:00+00:00,107336.58,2025-11-03 11:00:00+00:00,ema9_trail,1.8949437501205,True
short,107363.71,2025-11-03 10:30:00+00:00,106073.24,2025-11-03 16:10:00+00:00,ema9_trail,21.420864578649816,True
short,106898.73,2025-11-03 18:40:00+00:00,106633.58,2025-11-03 22:45:00+00:00,ema9_trail,4.684158581009912,True
short,104215.18,2025-11-04 12:15:00+00:00,103929.42,2025-11-04 14:40:00+00:00,ema9_trail,5.103233773483898,True
short,104114.83,2025-11-04 15:40:00+00:00,101266.0,2025-11-04 18:40:00+00:00,ema9_trail,49.61456349137366,True
short,102774.2,2025-11-06 14:05:00+00:00,102471.44,2025-11-06 15:15:00+00:00,ema9_trail,5.1986045413842366,True
short,102438.02,2025-11-06 15:25:00+00:00,102141.97,2025-11-06 15:50:00+00:00,ema9_trail,5.150632514875158,True
short,101141.15,2025-11-07 01:30:00+00:00,100234.46,2025-11-07 11:45:00+00:00,ema9_trail,16.624992639352936,True
short,101975.72,2025-11-08 13:40:00+00:00,101642.41,2025-11-09 03:40:00+00:00,ema9_trail,5.329552866673925,True
short,101738.43,2025-11-08 16:40:00+00:00,102735.24428571429,2025-11-09 13:30:00+00:00,stop_loss,-21.19562941386644,False
