long_entry,long_exit,short_entry,short_exit,total_pnl,long_pnl,short_pnl,trades,long_trades,short_trades,win_rate,profit_factor,max_drawdown
m5_first_reversal,atr_trail,m5_next_open,fixed_2atr,17228.55,11876.21,5352.34,601,323,278,90.8,26.64,-263.04
