side,entry_price,entry_time,exit_price,exit_time,exit_reason,pnl,tp1_done,duration_bars,sl_was_breakeven
short,112261.37,2025-09-03 14:00:00+00:00,111858.66,2025-09-03 16:00:00+00:00,ema9_trail,6.538360257978966,True,2,False
short,112222.74,2025-09-03 15:00:00+00:00,112065.61,2025-09-04 00:00:00+00:00,ema9_trail,2.597184239639401,True,9,False
short,112312.64,2025-09-03 17:00:00+00:00,112065.61,2025-09-04 00:00:00+00:00,ema9_trail,4.085145253718275,True,7,False
short,112954.32,2025-09-05 07:00:00+00:00,112303.87,2025-09-05 09:00:00+00:00,ema9_trail,10.506068026690729,True,2,False
short,111115.98,2025-09-07 09:00:00+00:00,111115.98,2025-09-07 19:00:00+00:00,stop_loss,-0.44640800000143266,True,10,True
short,111225.02,2025-09-07 10:00:00+00:00,111225.02,2025-09-07 19:00:00+00:00,stop_loss,-0.43867329645278885,True,9,True
short,111071.25,2025-09-07 08:00:00+00:00,111420.66535714286,2025-09-07 23:00:00+00:00,stop_loss,-7.8917335879962,False,15,False
short,111684.25,2025-09-08 08:00:00+00:00,111716.02392857143,2025-09-08 09:00:00+00:00,stop_loss,-2.1689956922562352,False,1,False
short,112094.99,2025-09-08 09:00:00+00:00,112702.85964285715,2025-09-08 14:00:00+00:00,stop_loss,-12.445616612430975,False,5,False
short,112048.0,2025-09-08 10:00:00+00:00,112660.37821428571,2025-09-08 14:00:00+00:00,stop_loss,-12.530640694804172,False,4,False
short,112052.43,2025-09-08 11:00:00+00:00,112674.14142857143,2025-09-08 14:00:00+00:00,stop_loss,-12.696795108708205,False,3,False
short,112645.05,2025-09-08 14:00:00+00:00,112214.4,2025-09-08 17:00:00+00:00,ema9_trail,6.7574898725815675,True,3,False
short,113022.61,2025-09-09 06:00:00+00:00,113062.02092857142,2025-09-09 07:00:00+00:00,stop_loss,-2.297399017266052,False,1,False
short,113413.51,2025-09-10 12:00:00+00:00,114111.64321428571,2025-09-10 13:00:00+00:00,stop_loss,-13.911288386819411,False,1,False
short,113952.0,2025-09-10 13:00:00+00:00,113738.01,2025-09-10 17:00:00+00:00,ema9_trail,3.405802041962616,True,4,False
short,113899.99,2025-09-10 14:00:00+00:00,113584.85,2025-09-10 18:00:00+00:00,ema9_trail,4.989115026762888,True,4,False
short,114628.08,2025-09-11 13:00:00+00:00,114463.73,2025-09-11 14:00:00+00:00,ema9_trail,2.4814426263244007,True,1,False
short,115084.0,2025-09-11 22:00:00+00:00,115854.66571428571,2025-09-12 00:00:00+00:00,stop_loss,-14.993099202073525,False,2,False
