total_pnl,trades,win_rate,profit_factor,max_drawdown,avg_duration_bars,long_trades,short_trades,long_pnl,short_pnl,real_sl_count,real_sl_pnl,breakeven_sl_count,breakeven_sl_pnl
8243.64,320,91.6,55.88,-50.67,2.0,147,173,5516.25,2727.39,295,7872.82,7,2.63
