total_pnl,trades,win_rate,profit_factor,max_drawdown,avg_duration_bars,long_trades,short_trades,long_pnl,short_pnl,real_sl_count,real_sl_pnl,breakeven_sl_count,breakeven_sl_pnl
17337.48,599,91.0,26.96,-262.75,2.0,323,276,11742.6,5594.88,558,16508.16,11,4.24
