total_pnl,trades,win_rate,profit_factor,max_drawdown,avg_duration_bars,long_trades,short_trades,long_pnl,short_pnl,real_sl_count,real_sl_pnl,breakeven_sl_count,breakeven_sl_pnl
-1437.61,523,54.9,0.7,-1489.15,5.5,248,275,-1748.13,310.52,213,-4774.03,66,45.72
