side,entry_dt,exit_dt,entry_price,exit_price,pnl,reason,month
L,2024-04-28 11:00:00,2024-04-28 23:00:00,3309.04,3319.24,8.329860019824261,MH,2024-04
S,2024-04-30 17:00:00,2024-05-01 05:00:00,3066.01,2985.95,100.44845254907897,MH,2024-05
L,2024-05-02 20:00:00,2024-05-03 08:00:00,2994.44,2982.54,-19.89612748961421,MH,2024-05
S,2024-05-06 23:00:00,2024-05-07 11:00:00,3075.76,3048.0,32.101646422347926,MH,2024-05
L,2024-05-15 16:00:00,2024-05-16 04:00:00,2914.56,3020.13,140.88636363636385,MH,2024-05
L,2024-05-16 04:00:00,2024-05-16 16:00:00,3023.43,3008.06,-24.33452072645954,MH,2024-05
L,2024-05-18 09:00:00,2024-05-18 21:00:00,3095.3,3107.09,11.2360029722482,MH,2024-05
L,2024-05-21 05:00:00,2024-05-21 17:00:00,3500.83,3684.01,205.29893768049325,MH,2024-05
S,2024-05-29 01:00:00,2024-05-29 13:00:00,3828.74,3869.88,-46.980197140574006,MH,2024-05
S,2024-06-28 16:00:00,2024-06-29 04:00:00,3431.27,3389.96,44.157096352079485,MH,2024-06
S,2024-07-09 23:00:00,2024-07-10 11:00:00,3044.06,3078.31,-49.005683199411315,MH,2024-07
L,2024-07-11 18:00:00,2024-07-12 06:00:00,3142.32,3101.76,-55.63064232796143,MH,2024-07
L,2024-07-14 17:00:00,2024-07-15 05:00:00,3209.08,3253.2,50.99395465367007,MH,2024-07
L,2024-07-16 07:00:00,2024-07-16 16:00:00,3471.49,3349.9878499999995,-144.0000000000003,SL,2024-07
L,2024-07-20 04:00:00,2024-07-20 16:00:00,3520.9,3484.47,-45.38714533215972,MH,2024-07
S,2024-07-21 15:00:00,2024-07-22 03:00:00,3485.25,3489.0,-8.303851947493007,MH,2024-07
S,2024-07-22 15:00:00,2024-07-23 03:00:00,3474.93,3497.36,-29.819225135470692,MH,2024-07
S,2024-07-24 01:00:00,2024-07-24 13:00:00,3402.0,3439.95,-48.62081128747774,MH,2024-07
L,2024-07-26 11:00:00,2024-07-26 23:00:00,3243.14,3253.84,9.197086773929307,MH,2024-07
L,2024-07-29 12:00:00,2024-07-30 00:00:00,3348.01,3270.16,-97.01047487910772,MH,2024-07
S,2024-07-30 00:00:00,2024-07-30 12:00:00,3306.88,3317.26,-16.555641571511647,MH,2024-07
S,2024-08-01 13:00:00,2024-08-02 01:00:00,3146.0,3118.86,30.507310870947073,MH,2024-08
L,2024-08-11 16:00:00,2024-08-12 04:00:00,2676.2,2582.533,-143.9999999999999,SL,2024-08
L,2024-08-20 08:00:00,2024-08-20 20:00:00,2635.16,2645.28,11.361496076140115,MH,2024-08
S,2024-08-20 20:00:00,2024-08-21 08:00:00,2641.03,2575.47,95.29459339727364,MH,2024-08
L,2024-08-22 04:00:00,2024-08-22 16:00:00,2645.01,2632.68,-22.646432338630675,MH,2024-08
L,2024-08-24 05:00:00,2024-08-24 17:00:00,2751.33,2773.49,28.21714588944235,MH,2024-08
S,2024-08-27 20:00:00,2024-08-28 08:00:00,2625.59,2439.26,279.86762594312125,MH,2024-08
S,2024-09-07 03:00:00,2024-09-07 15:00:00,2209.01,2286.32535,-143.99999999999974,SL,2024-09
L,2024-09-07 16:00:00,2024-09-08 04:00:00,2287.03,2270.17,-33.48802595505984,MH,2024-09
S,2024-09-09 00:00:00,2024-09-09 06:00:00,2244.68,2323.2437999999997,-143.99999999999983,SL,2024-09
S,2024-09-16 06:00:00,2024-09-16 18:00:00,2352.31,2302.42,80.83575719186649,MH,2024-09
L,2024-09-17 16:00:00,2024-09-18 04:00:00,2308.09,2343.08,56.63888323245589,MH,2024-09
L,2024-09-19 13:00:00,2024-09-20 01:00:00,2415.49,2474.66,93.98425992241752,MH,2024-09
S,2024-09-24 09:00:00,2024-09-24 21:00:00,2627.03,2632.72,-12.663776203544838,MH,2024-09
S,2024-09-24 23:00:00,2024-09-25 11:00:00,2611.69,2645.51,-55.79787800236653,MH,2024-09
S,2024-09-28 17:00:00,2024-09-29 05:00:00,2665.0,2669.56,-10.844277673545884,MH,2024-09
S,2024-10-01 21:00:00,2024-10-02 09:00:00,2620.8,2479.93,211.00305250305303,MH,2024-10
L,2024-10-11 10:00:00,2024-10-11 22:00:00,2405.79,2431.12,38.115064074586606,MH,2024-10
L,2024-10-12 00:00:00,2024-10-12 12:00:00,2442.36,2444.47,-0.5443259797905755,MH,2024-10
S,2024-10-21 21:00:00,2024-10-22 09:00:00,2698.12,2646.72,72.20120676619288,MH,2024-10
L,2024-10-27 05:00:00,2024-10-27 17:00:00,2489.94,2470.82,-34.71559957268029,MH,2024-10
L,2024-10-28 18:00:00,2024-10-29 06:00:00,2541.58,2568.28,38.0211049819408,MH,2024-10
L,2024-10-30 18:00:00,2024-10-31 06:00:00,2693.42,2660.05,-53.55781125854845,MH,2024-10
L,2024-11-05 16:00:00,2024-11-06 04:00:00,2442.33,2425.74,-31.170775448035517,MH,2024-11
L,2024-11-07 04:00:00,2024-11-07 16:00:00,2687.74,2822.45,196.48070125830628,MH,2024-11
L,2024-11-08 05:00:00,2024-11-08 17:00:00,2896.58,2914.42,20.63594998239323,MH,2024-11
L,2024-11-12 17:00:00,2024-11-12 18:00:00,3426.37,3306.4470499999998,-144.00000000000014,SL,2024-11
L,2024-11-23 22:00:00,2024-11-24 10:00:00,3438.24,3432.9,-10.212480804131987,MH,2024-11
L,2024-11-25 07:00:00,2024-11-25 19:00:00,3361.69,3475.22,131.0868164524388,MH,2024-11
L,2024-11-29 22:00:00,2024-11-30 10:00:00,3612.8,3627.66,12.452612931797688,MH,2024-11
L,2024-12-07 03:00:00,2024-12-07 15:00:00,4054.41,3989.09,-68.44340853539697,MH,2024-12
S,2024-12-10 05:00:00,2024-12-10 17:00:00,3745.41,3752.37,-11.433098112089237,MH,2024-12
L,2024-12-11 22:00:00,2024-12-12 10:00:00,3742.59,3879.36,142.17684544660244,MH,2024-12
S,2024-12-14 21:00:00,2024-12-15 09:00:00,3867.81,3888.11,-24.993792352778634,MH,2024-12
S,2024-12-17 09:00:00,2024-12-17 21:00:00,3957.19,4005.97,-53.30771582865594,MH,2024-12
S,2024-12-19 10:00:00,2024-12-19 22:00:00,3608.48,3636.6,-35.171019376579494,MH,2024-12
L,2024-12-21 04:00:00,2024-12-21 16:00:00,3478.1,3483.44,2.141284034386758,MH,2024-12
L,2024-12-25 00:00:00,2024-12-25 12:00:00,3491.58,3487.55,-8.616821038039793,MH,2024-12
L,2024-12-31 22:00:00,2025-01-01 10:00:00,3427.91,3361.81,-81.13154662753679,MH,2025-01
L,2025-01-03 23:00:00,2025-01-04 11:00:00,3526.54,3597.19,76.1352033437875,MH,2025-01
S,2025-01-08 04:00:00,2025-01-08 16:00:00,3384.36,3364.56,19.401765769599194,MH,2025-01
L,2025-01-13 00:00:00,2025-01-13 12:00:00,3284.39,3237.35,-61.28917698568071,MH,2025-01
S,2025-01-13 15:00:00,2025-01-14 03:00:00,3190.0,3023.97,204.18808777429493,MH,2025-01
S,2025-01-18 16:00:00,2025-01-19 04:00:00,3286.42,3264.87,22.22914904364041,MH,2025-01
L,2025-01-20 02:00:00,2025-01-20 05:00:00,3442.35,3321.86775,-144.00000000000003,SL,2025-01
L,2025-01-20 15:00:00,2025-01-20 20:00:00,3417.24,3297.6366,-143.99999999999997,SL,2025-01
S,2025-01-25 09:00:00,2025-01-25 21:00:00,3272.21,3306.29,-45.659917914803664,MH,2025-01
S,2025-01-27 11:00:00,2025-01-27 23:00:00,3169.45,3132.04,43.21323889002806,MH,2025-01
S,2025-02-07 00:00:00,2025-02-07 12:00:00,2704.26,2719.19,-26.083675386242202,MH,2025-02
L,2025-02-07 22:00:00,2025-02-08 01:00:00,2774.32,2677.2188,-144.00000000000009,SL,2025-02
S,2025-02-13 17:00:00,2025-02-14 05:00:00,2665.15,2665.6,-4.675384124720662,MH,2025-02
L,2025-02-14 11:00:00,2025-02-14 23:00:00,2689.39,2733.34,61.367983074229144,MH,2025-02
L,2025-02-17 23:00:00,2025-02-18 00:00:00,2825.54,2726.6461,-144.00000000000003,SL,2025-02
S,2025-02-18 15:00:00,2025-02-19 03:00:00,2661.83,2628.8,45.63502552755021,MH,2025-02
L,2025-02-19 08:00:00,2025-02-19 20:00:00,2670.56,2703.32,45.06836019411692,MH,2025-02
S,2025-02-22 04:00:00,2025-02-22 16:00:00,2638.48,2689.41,-81.21112155483436,MH,2025-02
L,2025-03-02 04:00:00,2025-03-02 16:00:00,2222.12,2211.6,-22.936871096070387,MH,2025-03
L,2025-03-03 06:00:00,2025-03-03 10:00:00,2523.33,2435.01345,-144.0,SL,2025-03
L,2025-03-06 10:00:00,2025-03-06 22:00:00,2261.84,2224.06,-70.81286032610653,MH,2025-03
S,2025-03-09 10:00:00,2025-03-09 22:00:00,2190.11,2116.32,130.76948646415013,MH,2025-03
S,2025-03-09 22:00:00,2025-03-10 10:00:00,2103.2,2056.75,84.34157474324805,MH,2025-03
S,2025-03-11 02:00:00,2025-03-11 14:00:00,1916.68,1883.81,64.59778366759213,MH,2025-03
L,2025-03-19 09:00:00,2025-03-19 21:00:00,1944.78,2015.78,142.0319419163093,MH,2025-03
L,2025-03-20 00:00:00,2025-03-20 12:00:00,2047.88,2020.31,-57.85081157099081,MH,2025-03
L,2025-03-22 13:00:00,2025-03-23 01:00:00,1988.03,1991.71,3.4043148242231025,MH,2025-03
L,2025-03-24 17:00:00,2025-03-25 05:00:00,2089.51,2082.78,-16.883403285937884,MH,2025-03
S,2025-03-28 20:00:00,2025-03-29 08:00:00,1899.41,1902.5,-10.507283840771436,MH,2025-03
S,2025-04-02 14:00:00,2025-04-03 02:00:00,1855.07,1897.08,-94.58418280711778,MH,2025-04
S,2025-04-06 00:00:00,2025-04-06 12:00:00,1781.1,1808.84,-66.29857952950425,MH,2025-04
S,2025-04-06 21:00:00,2025-04-07 09:00:00,1777.19,1597.49,400.4587241656774,MH,2025-04
S,2025-04-10 12:00:00,2025-04-11 00:00:00,1616.39,1509.76,259.8719615934276,MH,2025-04
L,2025-04-12 17:00:00,2025-04-13 05:00:00,1590.96,1646.73,136.21722733443954,MH,2025-04
