side,entry_dt,exit_dt,entry_price,exit_price,pnl,reason,month
L,2025-05-23 11:00:00,2025-05-23 19:00:00,2704.94,2610.2671,-144.00000000000003,SL,2025-05
L,2025-05-24 12:00:00,2025-05-25 00:00:00,2548.98,2556.42,7.675258338629655,MH,2025-05
S,2025-05-25 09:00:00,2025-05-25 21:00:00,2485.57,2512.44,-47.241590460135725,MH,2025-05
L,2025-05-25 21:00:00,2025-05-26 09:00:00,2515.67,2557.53,62.55880938278888,MH,2025-05
L,2025-05-26 15:00:00,2025-05-27 03:00:00,2581.77,2539.97,-68.76177196264607,MH,2025-05
L,2025-05-27 14:00:00,2025-05-28 02:00:00,2568.6,2679.07,168.03145682472984,MH,2025-05
S,2025-05-28 10:00:00,2025-05-28 22:00:00,2633.64,2627.46,5.386248690025724,MH,2025-05
L,2025-05-29 09:00:00,2025-05-29 21:00:00,2721.21,2659.25,-95.07713112916686,MH,2025-05
S,2025-06-01 18:00:00,2025-06-02 06:00:00,2491.2,2534.05,-72.80218368657734,MH,2025-06
L,2025-06-03 00:00:00,2025-06-03 12:00:00,2543.25,2591.17,71.36813132802529,MH,2025-06
S,2025-06-05 04:00:00,2025-06-05 16:00:00,2622.36,2604.23,23.65447917143353,MH,2025-06
S,2025-06-05 19:00:00,2025-06-06 07:00:00,2595.64,2412.9,277.610701021713,MH,2025-06
L,2025-06-07 14:00:00,2025-06-08 02:00:00,2492.97,2515.99,32.93586364857978,MH,2025-06
L,2025-06-08 07:00:00,2025-06-08 19:00:00,2534.32,2512.29,-38.77066826604406,MH,2025-06
S,2025-06-09 10:00:00,2025-06-09 22:00:00,2493.51,2529.8,-62.215126468311674,MH,2025-06
L,2025-06-10 03:00:00,2025-06-10 15:00:00,2583.26,2676.67,140.63894458939455,MH,2025-06
L,2025-06-10 19:00:00,2025-06-11 07:00:00,2694.6,2815.74,175.82631930527702,MH,2025-06
L,2025-06-11 23:00:00,2025-06-12 11:00:00,2839.76,2763.99,-110.72732907006286,MH,2025-06
L,2025-06-13 15:00:00,2025-06-14 03:00:00,2531.89,2526.33,-12.783951909443058,MH,2025-06
L,2025-06-14 07:00:00,2025-06-14 19:00:00,2570.52,2537.0,-56.160652319375046,MH,2025-06
L,2025-06-15 14:00:00,2025-06-16 02:00:00,2550.24,2547.63,-8.093732354601407,MH,2025-06
L,2025-06-16 14:00:00,2025-06-17 02:00:00,2606.25,2652.85,67.52038369304543,MH,2025-06
S,2025-06-17 19:00:00,2025-06-18 07:00:00,2556.03,2508.99,69.61415945822297,MH,2025-06
S,2025-06-19 23:00:00,2025-06-20 11:00:00,2495.64,2516.16,-36.88935904216952,MH,2025-06
S,2025-06-20 13:00:00,2025-06-21 01:00:00,2503.11,2417.86,132.23052922164825,MH,2025-06
S,2025-06-21 02:00:00,2025-06-21 14:00:00,2417.86,2424.0,-14.157742797349512,MH,2025-06
S,2025-06-21 22:00:00,2025-06-22 10:00:00,2419.32,2264.25,252.38609195972447,MH,2025-06
L,2025-06-23 09:00:00,2025-06-23 21:00:00,2239.79,2294.02,92.84836524852778,MH,2025-06
L,2025-06-24 05:00:00,2025-06-24 17:00:00,2346.11,2414.63,112.8231668591839,MH,2025-06
L,2025-06-25 01:00:00,2025-06-25 13:00:00,2477.87,2428.01,-84.48848406090663,MH,2025-06
S,2025-06-27 21:00:00,2025-06-28 09:00:00,2428.8,2416.96,15.49934123847191,MH,2025-06
L,2025-06-28 16:00:00,2025-06-29 04:00:00,2430.55,2428.56,-7.2749789142379075,MH,2025-06
L,2025-06-29 17:00:00,2025-06-30 05:00:00,2442.76,2430.15,-24.648774337225312,MH,2025-06
L,2025-07-01 04:00:00,2025-07-01 16:00:00,2514.78,2452.23,-103.49180445207959,MH,2025-07
S,2025-07-01 23:00:00,2025-07-02 11:00:00,2418.54,2429.23,-21.680087986967436,MH,2025-07
L,2025-07-02 14:00:00,2025-07-03 02:00:00,2443.19,2581.41,222.29431194462944,MH,2025-07
L,2025-07-03 02:00:00,2025-07-03 14:00:00,2565.98,2598.05,45.99259542163254,MH,2025-07
L,2025-07-04 05:00:00,2025-07-04 17:00:00,2597.81,2550.59,-76.70739584496141,MH,2025-07
S,2025-07-07 03:00:00,2025-07-07 15:00:00,2531.05,2577.28,-77.06058750321014,MH,2025-07
S,2025-07-07 21:00:00,2025-07-08 09:00:00,2547.75,2525.64,30.7129820429793,MH,2025-07
L,2025-07-08 15:00:00,2025-07-09 03:00:00,2557.91,2609.23,76.25301906634739,MH,2025-07
L,2025-07-10 03:00:00,2025-07-10 15:00:00,2716.89,2789.54,102.96053207895805,MH,2025-07
L,2025-07-12 04:00:00,2025-07-12 16:00:00,3006.64,2965.67,-58.506026660990074,MH,2025-07
L,2025-07-13 11:00:00,2025-07-13 23:00:00,2952.69,2990.98,47.871344435074406,MH,2025-07
S,2025-07-15 03:00:00,2025-07-15 15:00:00,2988.48,2976.35,12.235678338151981,MH,2025-07
L,2025-07-17 01:00:00,2025-07-17 13:00:00,3284.43,3373.24,104.15879772137016,MH,2025-07
L,2025-07-17 16:00:00,2025-07-18 04:00:00,3448.37,3419.52,-37.46508640314109,MH,2025-07
L,2025-07-18 09:00:00,2025-07-18 21:00:00,3537.37,3640.34,112.43678778301424,MH,2025-07
L,2025-07-20 10:00:00,2025-07-20 22:00:00,3604.13,3766.73,176.45963935818065,MH,2025-07
L,2025-07-21 14:00:00,2025-07-22 02:00:00,3782.0,3735.92,-52.73611845584339,MH,2025-07
L,2025-07-23 08:00:00,2025-07-23 20:00:00,3746.02,3639.36,-117.89154355822964,MH,2025-07
L,2025-07-24 10:00:00,2025-07-24 15:00:00,3646.89,3519.24885,-143.99999999999991,SL,2025-07
S,2025-07-25 09:00:00,2025-07-25 21:00:00,3658.52,3705.12,-54.94956430469142,MH,2025-07
S,2025-07-25 23:00:00,2025-07-26 10:00:00,3627.46,3754.4210999999996,-143.9999999999995,SL,2025-07
L,2025-07-27 13:00:00,2025-07-28 01:00:00,3789.37,3837.43,46.731388067145666,MH,2025-07
S,2025-07-28 23:00:00,2025-07-29 11:00:00,3783.48,3790.46,-11.379449607239914,MH,2025-07
L,2025-07-29 15:00:00,2025-07-30 03:00:00,3827.74,3763.78,-70.83839550230641,MH,2025-07
S,2025-07-30 20:00:00,2025-07-31 08:00:00,3756.61,3842.61,-95.57192255783805,MH,2025-07
L,2025-07-31 11:00:00,2025-07-31 23:00:00,3860.99,3786.01,-81.67955886961589,MH,2025-07
S,2025-07-31 23:00:00,2025-08-01 11:00:00,3766.6,3703.49,63.02065523283612,MH,2025-08
S,2025-08-01 17:00:00,2025-08-02 05:00:00,3607.81,3535.17,76.53639188316444,MH,2025-08
L,2025-08-02 12:00:00,2025-08-03 00:00:00,3527.15,3470.59,-68.1424379456501,MH,2025-08
L,2025-08-03 19:00:00,2025-08-04 07:00:00,3482.81,3495.0,10.000189502154932,MH,2025-08
L,2025-08-04 23:00:00,2025-08-05 11:00:00,3637.99,3650.4,9.644897319674117,MH,2025-08
S,2025-08-05 12:00:00,2025-08-06 00:00:00,3650.4,3576.16,77.34998904229698,MH,2025-08
L,2025-08-07 02:00:00,2025-08-07 14:00:00,3680.75,3693.66,10.029749371731146,MH,2025-08
L,2025-08-07 17:00:00,2025-08-08 05:00:00,3720.25,3869.61,156.59135810765417,MH,2025-08
L,2025-08-08 07:00:00,2025-08-08 19:00:00,3915.13,3916.29,-2.8148541683163986,MH,2025-08
L,2025-08-09 04:00:00,2025-08-09 16:00:00,4060.0,4188.75,122.84729064039409,MH,2025-08
S,2025-08-09 22:00:00,2025-08-10 06:00:00,4164.82,4310.588699999999,-143.99999999999966,SL,2025-08
L,2025-08-11 10:00:00,2025-08-11 22:00:00,4302.04,4276.25,-27.979321438201378,MH,2025-08
L,2025-08-13 00:00:00,2025-08-13 12:00:00,4470.98,4672.01,175.85318654970558,MH,2025-08
L,2025-08-15 10:00:00,2025-08-15 22:00:00,4602.06,4491.75,-99.87880210166786,MH,2025-08
S,2025-08-18 11:00:00,2025-08-18 23:00:00,4318.72,4343.22,-26.691908713692946,MH,2025-08
L,2025-08-19 20:00:00,2025-08-20 00:00:00,4307.29,4156.53485,-143.99999999999997,SL,2025-08
L,2025-08-20 14:00:00,2025-08-21 02:00:00,4180.99,4289.55,99.86056890832116,MH,2025-08
S,2025-08-22 21:00:00,2025-08-22 22:00:00,4243.34,4391.8569,-143.99999999999963,SL,2025-08
L,2025-08-23 01:00:00,2025-08-23 13:00:00,4744.87,4749.87,0.21507860067820594,MH,2025-08
L,2025-08-25 02:00:00,2025-08-25 04:00:00,4903.28,4731.6651999999995,-144.00000000000023,SL,2025-08
S,2025-08-25 15:00:00,2025-08-26 03:00:00,4629.11,4418.75,177.7714420266528,MH,2025-08
S,2025-08-26 04:00:00,2025-08-26 16:00:00,4418.77,4418.0,-3.3029734518878,MH,2025-08
S,2025-08-28 04:00:00,2025-08-28 16:00:00,4563.23,4602.73,-38.62459705077325,MH,2025-08
L,2025-08-28 16:00:00,2025-08-29 03:00:00,4594.81,4433.99165,-144.0000000000004,SL,2025-08
L,2025-08-31 09:00:00,2025-08-31 21:00:00,4465.39,4468.81,-0.936437802745048,MH,2025-08
L,2025-09-02 10:00:00,2025-09-02 22:00:00,4321.45,4346.01,18.733110414328895,MH,2025-09
S,2025-09-03 15:00:00,2025-09-03 22:00:00,4305.7,4456.3994999999995,-143.99999999999974,SL,2025-09
S,2025-09-04 14:00:00,2025-09-05 02:00:00,4372.81,4271.51,88.66352757151596,MH,2025-09
L,2025-09-08 07:00:00,2025-09-08 19:00:00,4308.01,4310.47,-1.715882739362224,MH,2025-09
S,2025-09-09 04:00:00,2025-09-09 16:00:00,4291.28,4358.35,-66.51747730281,MH,2025-09
L,2025-09-10 05:00:00,2025-09-10 17:00:00,4302.98,4322.87,14.489511919646691,MH,2025-09
L,2025-09-10 22:00:00,2025-09-11 10:00:00,4416.73,4374.78,-41.991908040563786,MH,2025-09
L,2025-09-11 10:00:00,2025-09-11 22:00:00,4363.69,4425.01,52.209309093909624,MH,2025-09
L,2025-09-12 07:00:00,2025-09-12 19:00:00,4451.37,4519.32,57.059853483309475,MH,2025-09
L,2025-09-13 01:00:00,2025-09-13 13:00:00,4573.66,4721.5,125.29688695705423,MH,2025-09
S,2025-09-14 01:00:00,2025-09-14 13:00:00,4621.38,4674.24,-49.752567414927725,MH,2025-09
S,2025-09-14 22:00:00,2025-09-15 10:00:00,4610.63,4618.49,-10.819024731977775,MH,2025-09
L,2025-09-15 14:00:00,2025-09-15 17:00:00,4660.48,4497.3632,-143.99999999999983,SL,2025-09
S,2025-09-16 22:00:00,2025-09-17 10:00:00,4471.49,4528.24,-54.76607573761766,MH,2025-09
S,2025-09-18 02:00:00,2025-09-18 06:00:00,4426.0,4580.91,-143.99999999999986,SL,2025-09
L,2025-09-18 10:00:00,2025-09-18 22:00:00,4616.8,4594.24,-23.546005891526946,MH,2025-09
S,2025-09-19 15:00:00,2025-09-20 03:00:00,4521.84,4438.89,69.37720927763904,MH,2025-09
S,2025-09-22 09:00:00,2025-09-22 21:00:00,4333.44,4205.03,114.52939004578336,MH,2025-09
S,2025-09-23 04:00:00,2025-09-23 16:00:00,4133.39,4206.88,-75.11837982866342,MH,2025-09
S,2025-09-25 06:00:00,2025-09-25 18:00:00,4142.88,4012.19,122.18275209516091,MH,2025-09
S,2025-09-26 19:00:00,2025-09-27 01:00:00,3886.42,4022.4446999999996,-143.99999999999946,SL,2025-09
L,2025-09-27 01:00:00,2025-09-27 13:00:00,3988.33,4018.05,25.806961811084093,MH,2025-09
S,2025-09-27 16:00:00,2025-09-28 04:00:00,4006.0,4005.2,-3.2011982026957746,MH,2025-09
L,2025-09-28 06:00:00,2025-09-28 18:00:00,4013.31,3994.45,-22.79745148019976,MH,2025-09
S,2025-09-28 21:00:00,2025-09-29 06:00:00,3976.01,4115.17035,-144.00000000000009,SL,2025-09
L,2025-09-29 08:00:00,2025-09-29 20:00:00,4139.54,4095.87,-46.197925373350735,MH,2025-09
S,2025-09-30 14:00:00,2025-10-01 02:00:00,4182.44,4114.89,60.60343722802888,MH,2025-10
L,2025-10-02 10:00:00,2025-10-02 22:00:00,4390.86,4372.55,-20.68010366989564,MH,2025-10
S,2025-10-04 10:00:00,2025-10-04 22:00:00,4478.27,4468.26,4.94095264465985,MH,2025-10
S,2025-10-06 04:00:00,2025-10-06 16:00:00,4485.32,4559.52,-70.17142143704416,MH,2025-10
L,2025-10-06 23:00:00,2025-10-07 11:00:00,4637.14,4688.73,40.50156777668928,MH,2025-10
L,2025-10-07 21:00:00,2025-10-07 23:00:00,4746.0,4579.889999999999,-144.00000000000048,SL,2025-10
L,2025-10-08 17:00:00,2025-10-09 05:00:00,4473.12,4523.78,41.30171334549474,MH,2025-10
S,2025-10-09 11:00:00,2025-10-09 23:00:00,4410.76,4312.81,84.82822914871797,MH,2025-10
S,2025-10-10 01:00:00,2025-10-10 13:00:00,4275.43,4366.56,-89.2592604720462,MH,2025-10
L,2025-10-10 22:00:00,2025-10-10 23:00:00,4353.8,4201.417,-143.99999999999983,SL,2025-10
S,2025-10-11 03:00:00,2025-10-11 15:00:00,4051.85,3757.27,286.81037057146733,MH,2025-10
S,2025-10-12 04:00:00,2025-10-12 16:00:00,3758.0,3820.53,-70.5566790846197,MH,2025-10
S,2025-10-13 20:00:00,2025-10-14 01:00:00,4078.35,4221.09225,-143.9999999999998,SL,2025-10
L,2025-10-14 04:00:00,2025-10-14 12:00:00,4250.0,4101.25,-144.0,SL,2025-10
S,2025-10-14 12:00:00,2025-10-15 00:00:00,4151.29,4094.23,50.980500037337734,MH,2025-10
S,2025-10-15 22:00:00,2025-10-16 10:00:00,4053.12,4029.43,19.379519974735565,MH,2025-10
L,2025-10-16 10:00:00,2025-10-16 22:00:00,4007.79,4013.83,2.0282599637206173,MH,2025-10
S,2025-10-17 05:00:00,2025-10-17 17:00:00,3849.67,3722.3,128.34381128772065,MH,2025-10
S,2025-10-17 17:00:00,2025-10-18 00:00:00,3707.37,3837.1279499999996,-143.9999999999997,SL,2025-10
L,2025-10-18 05:00:00,2025-10-18 17:00:00,3855.95,3876.39,17.203594444948774,MH,2025-10
S,2025-10-19 09:00:00,2025-10-19 21:00:00,3867.09,3970.25,-110.70555896035505,MH,2025-10
S,2025-10-20 19:00:00,2025-10-21 07:00:00,4024.31,3977.54,42.4874723865706,MH,2025-10
S,2025-10-21 12:00:00,2025-10-21 23:00:00,3921.42,4058.6697,-143.99999999999983,SL,2025-10
S,2025-10-22 05:00:00,2025-10-22 17:00:00,3952.26,3835.63,114.03879299438813,MH,2025-10
L,2025-10-23 15:00:00,2025-10-24 03:00:00,3889.78,3857.69,-36.999295589982104,MH,2025-10
S,2025-10-24 05:00:00,2025-10-24 12:00:00,3827.57,3961.5349499999998,-143.99999999999957,SL,2025-10
L,2025-10-24 13:00:00,2025-10-25 01:00:00,3972.84,3886.76,-90.66847897222131,MH,2025-10
L,2025-10-25 06:00:00,2025-10-25 18:00:00,3941.8,3940.64,-5.177127200771535,MH,2025-10
L,2025-10-26 16:00:00,2025-10-27 04:00:00,3949.72,4060.16,107.8459030007191,MH,2025-10
L,2025-10-29 14:00:00,2025-10-30 02:00:00,4025.0,3884.125,-144.0,SL,2025-10
S,2025-10-30 20:00:00,2025-10-31 08:00:00,3879.52,3829.9,47.160968367220576,MH,2025-10
L,2025-10-31 08:00:00,2025-10-31 20:00:00,3802.8,3834.79,29.648890291364026,MH,2025-10
S,2025-11-03 12:00:00,2025-11-04 00:00:00,3734.74,3617.56,121.50271237087438,MH,2025-11
L,2025-11-04 10:00:00,2025-11-04 13:00:00,3642.85,3515.35025,-143.99999999999994,SL,2025-11
S,2025-11-05 04:00:00,2025-11-05 11:00:00,3229.83,3342.8740499999994,-143.9999999999994,SL,2025-11
L,2025-11-06 03:00:00,2025-11-06 15:00:00,3460.24,3378.9,-98.02815989642302,MH,2025-11
S,2025-11-06 23:00:00,2025-11-07 11:00:00,3327.99,3343.67,-22.846210475392404,MH,2025-11
S,2025-11-07 18:00:00,2025-11-08 02:00:00,3299.84,3415.3343999999997,-143.9999999999995,SL,2025-11
L,2025-11-08 03:00:00,2025-11-08 15:00:00,3424.84,3446.41,21.192417747982045,MH,2025-11
S,2025-11-09 01:00:00,2025-11-09 13:00:00,3366.85,3403.9,-48.01740499279764,MH,2025-11
L,2025-11-09 16:00:00,2025-11-10 04:00:00,3421.06,3577.43,178.83222159213798,MH,2025-11
S,2025-11-11 14:00:00,2025-11-12 02:00:00,3546.92,3467.29,85.80185625838769,MH,2025-11
S,2025-11-12 05:00:00,2025-11-12 17:00:00,3437.4,3482.07,-55.981148542503135,MH,2025-11
L,2025-11-12 20:00:00,2025-11-12 23:00:00,3548.24,3424.0516,-144.0,SL,2025-11
S,2025-11-14 00:00:00,2025-11-14 12:00:00,3385.52,3161.51,260.66835227675483,MH,2025-11
S,2025-11-14 20:00:00,2025-11-15 00:00:00,3142.93,3252.9325499999995,-143.99999999999963,SL,2025-11
L,2025-11-15 22:00:00,2025-11-16 10:00:00,3191.28,3202.04,9.486751397558049,MH,2025-11
L,2025-11-16 18:00:00,2025-11-16 23:00:00,3247.12,3133.4707999999996,-144.00000000000037,SL,2025-11
S,2025-11-18 03:00:00,2025-11-18 15:00:00,3023.51,3022.93,-3.2326798985280263,MH,2025-11
L,2025-11-20 08:00:00,2025-11-20 20:00:00,3024.08,3027.4,0.3914182164495168,MH,2025-11
S,2025-11-21 02:00:00,2025-11-21 14:00:00,2832.16,2788.85,57.16886051635493,MH,2025-11
L,2025-11-23 10:00:00,2025-11-23 22:00:00,2807.08,2813.55,5.219544865127114,MH,2025-11
L,2025-11-24 06:00:00,2025-11-24 18:00:00,2839.91,2797.85,-63.24131398530227,MH,2025-11
S,2025-11-24 18:00:00,2025-11-25 01:00:00,2796.46,2894.3361,-143.99999999999991,SL,2025-11
L,2025-11-25 03:00:00,2025-11-25 15:00:00,2955.67,2901.56,-77.22874339828212,MH,2025-11
S,2025-11-25 17:00:00,2025-11-26 05:00:00,2870.18,2929.65,-86.87981938415048,MH,2025-11
L,2025-11-27 02:00:00,2025-11-27 14:00:00,3025.66,3026.48,-2.915939001738247,MH,2025-11
L,2025-11-28 03:00:00,2025-11-28 15:00:00,3035.99,3000.14,-51.23335715862031,MH,2025-11
L,2025-11-30 10:00:00,2025-11-30 22:00:00,3003.81,3036.65,39.731128133936764,MH,2025-11
L,2025-12-02 22:00:00,2025-12-03 10:00:00,2842.95,3029.46,258.4175592254528,MH,2025-12
L,2025-12-03 13:00:00,2025-12-04 01:00:00,3055.21,3126.38,89.17853764553018,MH,2025-12
L,2025-12-04 06:00:00,2025-12-04 18:00:00,3163.08,3187.28,26.60308307093121,MH,2025-12
S,2025-12-04 22:00:00,2025-12-05 10:00:00,3169.39,3181.68,-19.510871177103436,MH,2025-12
L,2025-12-05 10:00:00,2025-12-05 22:00:00,3162.08,3102.43,-79.4566614380409,MH,2025-12
S,2025-12-05 22:00:00,2025-12-06 10:00:00,3097.95,3027.91,86.43399667522068,MH,2025-12
L,2025-12-06 23:00:00,2025-12-07 11:00:00,3053.49,3052.58,-5.192078572387471,MH,2025-12
L,2025-12-08 17:00:00,2025-12-09 05:00:00,3142.26,3144.89,-0.6520911700500225,MH,2025-12
S,2025-12-10 06:00:00,2025-12-10 18:00:00,3300.57,3310.78,-16.373620314067008,MH,2025-12
S,2025-12-11 09:00:00,2025-12-11 21:00:00,3278.36,3190.53,103.1633377664441,MH,2025-12
L,2025-12-12 06:00:00,2025-12-12 18:00:00,3247.48,3242.53,-10.097035239631737,MH,2025-12
L,2025-12-15 18:00:00,2025-12-15 22:00:00,3152.44,3042.1046,-143.99999999999991,SL,2025-12
S,2025-12-15 23:00:00,2025-12-16 11:00:00,3046.75,2935.44,142.1360466070402,MH,2025-12
L,2025-12-18 19:00:00,2025-12-19 07:00:00,2858.0,2827.3,-46.96710986703963,MH,2025-12
L,2025-12-19 15:00:00,2025-12-20 03:00:00,2946.6,2983.61,46.24095567773056,MH,2025-12
S,2025-12-20 09:00:00,2025-12-20 21:00:00,2973.12,2978.66,-11.453449574857341,MH,2025-12
L,2025-12-21 16:00:00,2025-12-22 04:00:00,2979.83,2985.19,3.1950413278611567,MH,2025-12
S,2025-12-23 03:00:00,2025-12-23 15:00:00,3014.31,2963.58,63.31888889994727,MH,2025-12
L,2025-12-25 07:00:00,2025-12-25 19:00:00,2958.41,2923.51,-51.187509506795394,MH,2025-12
S,2025-12-26 07:00:00,2025-12-26 19:00:00,2920.22,2963.66,-63.50236626007638,MH,2025-12
S,2025-12-28 01:00:00,2025-12-28 13:00:00,2919.38,2933.77,-23.71651515047698,MH,2025-12
S,2025-12-28 13:00:00,2025-12-29 01:00:00,2937.74,2944.6,-13.340513455922073,MH,2025-12
L,2025-12-29 10:00:00,2025-12-29 22:00:00,2979.81,2927.24,-74.56825770770641,MH,2025-12
L,2025-12-30 23:00:00,2025-12-31 11:00:00,2995.21,2969.18,-38.762170265190356,MH,2025-12
S,2026-01-03 13:00:00,2026-01-04 01:00:00,3115.15,3107.24,6.156814278606564,MH,2026-01
L,2026-01-04 09:00:00,2026-01-04 21:00:00,3155.9,3139.21,-25.154028961627496,MH,2026-01
S,2026-01-05 14:00:00,2026-01-06 02:00:00,3148.0,3226.99,-104.36848792884344,MH,2026-01
L,2026-01-08 08:00:00,2026-01-08 20:00:00,3167.53,3094.01,-96.84205674452963,MH,2026-01
S,2026-01-08 23:00:00,2026-01-09 11:00:00,3075.75,3118.38,-59.440136552060615,MH,2026-01
S,2026-01-11 06:00:00,2026-01-11 18:00:00,3085.04,3106.14,-31.357830044342904,MH,2026-01
L,2026-01-11 21:00:00,2026-01-12 09:00:00,3112.53,3123.48,10.072153521411607,MH,2026-01
L,2026-01-13 14:00:00,2026-01-14 02:00:00,3130.68,3199.61,84.07032338022448,MH,2026-01
L,2026-01-14 03:00:00,2026-01-14 15:00:00,3199.61,3334.88,165.10811005091242,MH,2026-01
L,2026-01-15 01:00:00,2026-01-15 13:00:00,3368.38,3309.02,-74.49085910734553,MH,2026-01
L,2026-01-15 16:00:00,2026-01-16 04:00:00,3328.64,3286.53,-54.60324937511978,MH,2026-01
S,2026-01-16 13:00:00,2026-01-17 01:00:00,3286.36,3283.15,-0.09294173492856972,MH,2026-01
L,2026-01-19 20:00:00,2026-01-20 08:00:00,3222.18,3182.55,-53.19650671284615,MH,2026-01
S,2026-01-20 15:00:00,2026-01-21 03:00:00,3115.2,2995.04,150.28864920390328,MH,2026-01
L,2026-01-21 14:00:00,2026-01-22 00:00:00,2991.71,2887.00015,-144.00000000000023,SL,2026-01
S,2026-01-22 22:00:00,2026-01-23 10:00:00,2971.33,2951.42,22.802812208674034,MH,2026-01
S,2026-01-23 17:00:00,2026-01-24 05:00:00,2926.28,2942.62,-26.33552496685169,MH,2026-01
S,2026-01-25 17:00:00,2026-01-26 05:00:00,2927.89,2817.19,147.23518984661285,MH,2026-01
L,2026-01-26 16:00:00,2026-01-27 04:00:00,2903.0,2900.17,-7.8994143988975924,MH,2026-01
S,2026-01-27 19:00:00,2026-01-28 04:00:00,2902.52,3004.1081999999997,-143.99999999999957,SL,2026-01
S,2026-01-28 12:00:00,2026-01-29 00:00:00,3003.79,2998.41,3.164282456496771,MH,2026-01
S,2026-01-29 11:00:00,2026-01-29 23:00:00,2958.01,2822.65,179.04197754571499,MH,2026-01
S,2026-01-31 16:00:00,2026-02-01 04:00:00,2678.86,2380.84,440.99525917741124,MH,2026-02
S,2026-02-01 15:00:00,2026-02-02 03:00:00,2417.52,2319.29,158.53019623415733,MH,2026-02
L,2026-02-02 22:00:00,2026-02-03 10:00:00,2326.29,2297.3,-53.84761143279605,MH,2026-02
S,2026-02-04 02:00:00,2026-02-04 04:00:00,2194.32,2271.1212,-143.99999999999977,SL,2026-02
L,2026-02-04 12:00:00,2026-02-04 21:00:00,2282.22,2202.3423,-144.00000000000003,SL,2026-02
S,2026-02-05 00:00:00,2026-02-05 12:00:00,2150.45,2103.1,84.07458903950321,MH,2026-02
